*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_DDE22C9F40DC38D2	goo_yber_sticky_glands	Goo Yber Sticky Gland	a	the	Goo Yber Sticky Glands	\d	the	
_DFBEF850F4144EB3	green_liquid_vial	Nexus Crystal	a	the	Nexus Crystals	\d	the	
_C7E4ABA61E218D66	green_medicine	Green Medicine	a	the	Green Medicines	\d	the	
_C035657CDDA3C54C	guard_scroll	Guard's Scroll	a	the	Guard's Scrolls	\d	the	
_FE92D2ABBEF726B8	heavy_armors_acreditation	Heavy Armor Accreditation	a	the	Heavy Armor Accreditations	\d	the	
_7BFC81067891490A	heavy_conch	Heavy Conch	a	the	Heavy Conchs	\d	the	
_8B31326A3B23E66B	heavy_package	Heavy Package	a	the	Heavy Packages	\d	the	
_E938348C4558587C	iccm1bm	Mace	a	the	Maces	\d	the	Mace
_E5F930951F9AC05E	iccm1bs	Staff	a	the	Staffs	\d	the	Staff
_9E18DC15602A786B	iccm1pd	Dagger	a	the	Daggers	\d	the	Dagger
_2768FC7B5E9AF45A	iccm1ps	Spear	a	the	Spears	\d	the	Spear
_EBB95CBE16B7C77A	iccm1sa	Axe	an	the	Axes	\d	the	Axe
_EBCA74981F9AFC68	iccm1ss	Sword	a	the	Swords	\d	the	Sword
_2F3E1221B70D1897	iccm2bm	Long Mace	a	the	Long Maces	\d	the	Long Mace
_E93894A4C889907D	iccm2pp	Pike	a	the	Pikes	\d	the	Pike
_5ACE81FC868EE997	iccm2sa	Long Axe	a	the	Long Axes	\d	the	Long Axe
_0974C96A2EDF5D2C	iccm2ss	Long Sword	a	the	Long Swords	\d	the	Long Sword
_73404E493DF80D8A	iccp1bb	Bowpistol Smashing Ammo	\d	the	Bowpistol Smashing Ammo	\d	the	Bowpistol Smashing Ammo
_74B03E48FCE9E986	iccp1bp	Bowpistol Piercing Ammo	\d	the	Bowpistol Piercing Ammo	\d	the	Bowpistol Piercing Ammo
_73304E49FD09098A	iccp1bs	Bowpistol Slashing Ammo	\d	the	Bowpistol Slashing Ammo	\d	the	Bowpistol Slashing Ammo
_0DAD62FD2122F9CF	iccp1gb	Grenade Smashing Ammo	\d	the	Grenade Smashing Ammo	\d	the	Grenade Smashing Ammo
_4B1D52F36103F9C5	iccp1gp	Grenade Piercing Ammo	\d	the	Grenade Piercing Ammo	\d	the	Grenade Piercing Ammo
_0DAD5AFC2133F9CF	iccp1gs	Grenade Slashing Ammo	\d	the	Grenade Slashing Ammo	\d	the	Grenade Slashing Ammo
_B1485A2A8BD9FE48	iccp1pb	Pistol Smashing Ammo	\d	the	Pistol Smashing Ammo	\d	the	Pistol Smashing Ammo
_B1A83E318A1AF248	iccp1pp	Pistol Piercing Ammo	\d	the	Pistol Piercing Ammo	\d	the	Pistol Piercing Ammo
_B1485A2A0BDAFE48	iccp1ps	Pistol Slashing Ammo	\d	the	Pistol Slashing Ammo	\d	the	Pistol Slashing Ammo
_C8858CA7C752A745	iccp2ab	Autolauncher Smashing Ammo	\d	the	Autolauncher Smashing Ammo	\d	the	Autolauncher Smashing Ammo
_C8C57C9F4563A739	iccp2ap	Autolauncher Piercing Ammo	\d	the	Autolauncher Piercing Ammo	\d	the	Autolauncher Piercing Ammo
_C88588A7C763A344	iccp2as	Autolauncher Slashing Ammo	\d	the	Autolauncher Slashing Ammo	\d	the	Autolauncher Slashing Ammo
_EC122DC0AB2E8ED4	iccp2bb	Bowrifle Smashing Ammo	\d	the	Bowrifle Smashing Ammo	\d	the	Bowrifle Smashing Ammo
_EB221DBD69AF9ACF	iccp2bp	Bowrifle Piercing Ammo	\d	the	Bowrifle Piercing Ammo	\d	the	Bowrifle Piercing Ammo
_AC1229C0AB3F8ED3	iccp2bs	Bowrifle Slashing Ammo	\d	the	Bowrifle Slashing Ammo	\d	the	Bowrifle Slashing Ammo
_679181B8EDBF72D0	iccp2lb	Launcher Smashing Ammo	\d	the	Launcher Smashing Ammo	\d	the	Launcher Smashing Ammo
_66A171B5AB407ECB	iccp2lp	Launcher Piercing Ammo	\d	the	Launcher Piercing Ammo	\d	the	Launcher Piercing Ammo
_27917DB8EDD072CF	iccp2ls	Launcher Slashing Ammo	\d	the	Launcher Slashing Ammo	\d	the	Launcher Slashing Ammo
_12A1C8C24D030CB4	iccp2rb	Rifle Smashing Ammo	\d	the	Rifle Smashing Ammo	\d	the	Rifle Smashing Ammo
_1171B4BC0E94ECB5	iccp2rp	Rifle Piercing Ammo	\d	the	Rifle Piercing Ammo	\d	the	Rifle Piercing Ammo
_D2A1C8C24D0408B4	iccp2rs	Rifle Slashing Ammo	\d	the	Rifle Slashing Ammo	\d	the	Rifle Slashing Ammo
_3F8F7D75C1BEC1F0	iccr1b	Bowpistol	a	the	Bowpistols	\d	the	Bowpistol
_2E689894EBB81474	iccr1p	Pistol	a	the	Pistols	\d	the	Pistol
_A14CDFFCC7C22A51	iccr2a	Autolauncher	an	the	Autolaunchers	\d	the	Autolauncher
_C6BD492B6CF411E9	iccr2b	Bowrifle	a	the	Bowrifles	\d	the	Bowrifle
_459D5D20E7D491D9	iccr2l	Launcher	a	the	Launchers	\d	the	Launcher
_68B87C8A1F37E07E	iccr2r	Rifle	a	the	Rifles	\d	the	Rifle
_E2187DEF28BAFCA4	iccsb	Buckler	a	the	Bucklers	\d	the	Buckler
_A958309BA2696CB0	iccss	Shield	a	the	Shields	\d	the	Shield
_32A79FC666529B4E	icfahb	Kostom Boots	\d	the	Kostom Boots	\d	the	Fyros Heavy Boots
_4314D81D5EBF5A4C	icfahg	Kostom Gloves	\d	the	Kostom Gloves	\d	the	Fyros Heavy Gloves
_607F44F713B2B5A8	icfahh	Kostom Helmet	a	the	Kostom Helmets	\d	the	Fyros Heavy Helmet
_B2196309DE04DD5E	icfahp	Kostom Pants	\d	the	Kostom Pants	\d	the	Fyros Heavy Pants
_C781C4C6A454E328	icfahs	Kostom Sleeves	\d	the	Kostom Sleeves	\d	the	Fyros Heavy Sleeves
_A93B0E2063AC6933	icfahv	Kostom Vest	a	the	Kostom Vests	\d	the	Fyros Heavy Vest
_50C8EFA6D8AFBE63	icfalb	Hoben Boots	\d	the	Hoben Boots	\d	the	Fyros Light Boots
_8D573B86A948DFA6	icfalg	Hoben Gloves	\d	the	Hoben Gloves	\d	the	Fyros Light Gloves
_D4C8EB985C9FBA63	icfalp	Hoben Pants	\d	the	Hoben Pants	\d	the	Fyros Light Pants
_DF27805BA638D353	icfals	Hoben Sleeves	\d	the	Hoben Sleeves	\d	the	Fyros Light Sleeves
_8A117EC1CFB43963	icfalv	Hoben Vest	a	the	Hoben Vests	\d	the	Fyros Light Vest
_D1371B8D52C4EAD8	icfamb	Rilon Boots	\d	the	Rilon Boots	\d	the	Fyros Medium Boots
_0D05EEE7C3B9179C	icfamg	Rilon Gloves	\d	the	Rilon Gloves	\d	the	Fyros Medium Gloves
_5527E39B52B4E6D8	icfamp	Rilon Pants	\d	the	Rilon Pants	\d	the	Fyros Medium Pants
_13D29C71A399F33B	icfams	Rilon Sleeves	\d	the	Rilon Sleeves	\d	the	Fyros Medium Sleeves
_CA2892BE0C92566F	icfamv	Rilon Vest	a	the	Rilon Vests	\d	the	Fyros Medium Vest
_BEFA4612DF175275	icfja	Fyros Anklet	a	the	Fyros Anklets	\d	the	Fyros Anklet
_AC38EBF788DA77B7	icfjb	Fyros Bracelet	a	the	Fyros Bracelets	\d	the	Fyros Bracelet
_01FA46FDDF97DA69	icfjd	Fyros Diadem	a	the	Fyros Diadems	\d	the	Fyros Diadem
_A107DB0C1DB5B207	icfje	Fyros Earring	a	the	Fyros Earrings	\d	the	Fyros Earring
_A8D8EFF697D3DE21	icfjp	Fyros Pendant	a	the	Fyros Pendants	\d	the	Fyros Pendant
_F661163A7E4C352A	icfjr	Fyros Ring	a	the	Fyros Rings	\d	the	Fyros Ring
_00BC9F29CC7D7967	icfm1bm	Masson Mace	a	the	Masson Maces	\d	the	One-handed Fyros Mace
_D7CEEF3B67555128	icfm1bs	Talus Staff	a	the	Talus Staffs	\d	the	One-handed Fyros Staff
_61D14A716CB95A10	icfm1pd	Jab Dagger	a	the	Jab Daggers	\d	the	One-handed Fyros Dagger
_402BAC2E121563C6	icfm1ps	Kronk Spear	a	the	Kronk Spears	\d	the	One-handed Fyros Spear
_6CD86B0094928DED	icfm1sa	Cleven Axe	a	the	Cleven Axes	\d	the	One-handed Fyros Axe
_F40879DA13349871	icfm1sab	Burning Cleven Axe	a	the	Burning Clevens Axes	\d	the	One-handed Burning Axe
_976393F6AA5CC628	icfm1ss	Blam Sword	a	the	Blam Swords	\d	the	One-handed Fyros Sword
_48E27FEEF1C9F652	icfm2bm	Hamp Mace	a	the	Hamp Maces	\d	the	Two-handed Fyros Long Mace
_FECB774898D1BD66	icfm2pp	Punnel Pike	a	the	Punnel Pikes	\d	the	Two-handed Fyros Pike
_45B90F5A6779EBB9	icfm2sa	Retch Axe	a	the	Retch Axes	\d	the	Two-handed Fyros Long Axe
_062D49E95FA5177F	icfm2sab	Burning Retch Axe	a	the	Burning Retches Axes	\d	the	Two-handed Burning Long Axe
_7E326F5C7A98C725	icfm2ss	Stavon Sword	a	the	Stavons Swords	\d	the	Two-handed Fyros Long Sword
_E30EF804BF075EE8	icfm2ssb	Burning Stavon Sword	a	the	Burning Stavons Swords	\d	the	Two-handed Burning Long Sword
_38E6FF8C1FFCD3E1	icfp1bb	Kolton Smashing Ammo	\d	the	Kolton Smashing Ammo	\d	the	Fyros Bowpistol Smashing Ammo
_38F6F3981C4DD3E1	icfp1bp	Kolton Piercing Ammo	\d	the	Kolton Piercing Ammo	\d	the	Fyros Bowpistol Piercing Ammo
_38E6FF8C5F0DD3E1	icfp1bs	Kolton Slashing Ammo	\d	the	Kolton Slashing Ammo	\d	the	Fyros Bowpistol Slashing Ammo
_92F29A201B96BF73	icfp1gb	Fyros Grenade Smashing Ammo	\d	the	Fyros Grenade Smashing Ammo	\d	the	Fyros Grenade Smashing Ammo
_91C2861ADC279F74	icfp1gp	Fyros Grenade Piercing Ammo	\d	the	Fyros Grenade Piercing Ammo	\d	the	Fyros Grenade Piercing Ammo
_52F29A201B97BB73	icfp1gs	Fyros Grenade Slashing Ammo	\d	the	Fyros Grenade Slashing Ammo	\d	the	Fyros Grenade Slashing Ammo
_3689F8F069D4F12C	icfp1pb	Rimel Smashing Ammo	\d	the	Rimel Smashing Ammo	\d	the	Fyros Pistol Smashing Ammo
_3749D8EA2AB5C128	icfp1pp	Rimel Piercing Ammo	\d	the	Rimel Piercing Ammo	\d	the	Fyros Pistol Piercing Ammo
_3679F8F069D5ED2C	icfp1ps	Rimel Slashing Ammo	\d	the	Rimel Slashing Ammo	\d	the	Fyros Pistol Slashing Ammo
_4D44AA4EE881C952	icfp2ab	Fraser Smashing Ammo	\d	the	Fraser Smashing Ammo	\d	the	Fyros Autolauncher Smashing Ammo
_4E649656E602B551	icfp2ap	Fraser Piercing Ammo	\d	the	Fraser Piercing Ammo	\d	the	Fyros Autolauncher Piercing Ammo
_4D34AA4E6892C952	icfp2as	Fraser Slashing Ammo	\d	the	Fraser Slashing Ammo	\d	the	Fyros Autolauncher Slashing Ammo
_A16603BCFA63F9F2	icfp2bb	Strabus Smashing Ammo	\d	the	Strabus Smashing Ammo	\d	the	Fyros Bowrifle Smashing Ammo
_DD8613B17A44F9ED	icfp2bp	Strabus Piercing Ammo	\d	the	Strabus Piercing Ammo	\d	the	Fyros Bowrifle Piercing Ammo
_A166FFBAFA74F9F2	icfp2bs	Strabus Slashing Ammo	\d	the	Strabus Slashing Ammo	\d	the	Fyros Bowrifle Slashing Ammo
_36CF579E228F73A1	icfp2lb	Brazer Smashing Ammo	\d	the	Brazer Smashing Ammo	\d	the	Fyros Launcher Smashing Ammo
_362F3BA521D067A1	icfp2lp	Brazer Piercing Ammo	\d	the	Brazer Piercing Ammo	\d	the	Fyros Launcher Piercing Ammo
_36CF579EA29073A1	icfp2ls	Brazer Slashing Ammo	\d	the	Brazer Slashing Ammo	\d	the	Fyros Launcher Slashing Ammo
_C82C361752D999EA	icfp2rb	Strammel Smashing Ammo	\d	the	Strammel Smashing Ammo	\d	the	Fyros Rifle Smashing Ammo
_87EC2218513A95E9	icfp2rp	Strammel Piercing Ammo	\d	the	Strammel Piercing Ammo	\d	the	Fyros Rifle Piercing Ammo
_882C321712EA99EA	icfp2rs	Strammel Slashing Ammo	\d	the	Strammel Slashing Ammo	\d	the	Fyros Rifle Slashing Ammo
_38049C717BD24862	icfr1b	Kolton Bowpistol	a	the	Kolton Bowpistols	\d	the	One-handed Fyros Bowpistol
_0A01FCFF5BB8F254	icfr1p	Rimel Pistol	a	the	Rimel Pistols	\d	the	One-handed Fyros Pistol
_FE719E3EC7488020	icfr2a	Fraser Autolauncher	a	the	Fraser Autolaunchers	\d	the	Two-handed Fyros Autolauncher
_B7F478CC81461B4C	icfr2b	Strabus Bowrifle	a	the	Strabus Bowrifles	\d	the	Two-handed Fyros Bowrifle
_5D99216553EB56C1	icfr2l	Brazer Launcher	a	the	Brazer Launchers	\d	the	Two-handed Fyros Launcher
_F00FB25577FC6897	icfr2r	Strammel Rifle	a	the	Strammel Rifles	\d	the	Two-handed Fyros Rifle
_08687AF462A2B649	icfsb	Blok Buckler	a	the	Blok Bucklers	\d	the	Fyros Buckler
_DC11AF8EDBB6C247	icfss	Stok Shield	a	the	Stok Shields	\d	the	Fyros Shield
_91C8FBC059F0FA55	icmahb	Parok Boots	\d	the	Parok Boots	\d	the	Matis Heavy Boots
_8C678BA065AAE39E	icmahg	Parok Gloves	\d	the	Parok Gloves	\d	the	Matis Heavy Gloves
_034ACE0478D63F7C	icmahh	Parok Helmet	a	the	Parok Helmets	\d	the	Matis Heavy Helmet
_15C8F7B2DDE0F655	icmahp	Parok Pants	\d	the	Parok Pants	\d	the	Matis Heavy Pants
_1EA704536679C34F	icmahs	Parok Sleeves	\d	the	Parok Sleeves	\d	the	Matis Heavy Sleeves
_076196CACE36E96E	icmahv	Parok Vest	a	the	Parok Vests	\d	the	Matis Heavy Vest
_56F08BA296628E2F	icmalb	Wiva Boots	\d	the	Wiva Boots	\d	the	Matis Light Boots
_E3E6A6B3D96032E8	icmalg	Wiva Gloves	\d	the	Wiva Gloves	\d	the	Matis Light Gloves
_9A10C3A25682FA21	icmalp	Wiva Pants	\d	the	Wiva Pants	\d	the	Matis Light Pants
_A3FF4BA8048837DF	icmals	Wiva Sleeves	\d	the	Wiva Sleeves	\d	the	Matis Light Sleeves
_41F36E5D8A536576	icmalv	Wiva Vest	a	the	Wiva Vests	\d	the	Matis Light Vest
_6D27BE0B6A39C74E	icmamb	Striva Boots	\d	the	Striva Boots	\d	the	Matis Medium Boots
_65CCDC63F067623D	icmamg	Striva Gloves	\d	the	Striva Gloves	\d	the	Matis Medium Gloves
_EA08BE0BEA796F4D	icmamp	Striva Pants	\d	the	Striva Pants	\d	the	Matis Medium Pants
_5623CC2E2B018A12	icmams	Striva Sleeves	\d	the	Striva Sleeves	\d	the	Matis Medium Sleeves
_604A3ABE67A73E6D	icmamv	Striva Vest	a	the	Striva Vests	\d	the	Matis Medium Vest
_BE6A46006294A675	icmja	Matis Anklet	a	the	Matis Anklets	\d	the	Matis Anklet
_2DC70FD9CB5993B1	icmjb	Matis Bracelet	a	the	Matis Bracelets	\d	the	Matis Bracelet
_016A46EB62142E69	icmjd	Matis Diadem	a	the	Matis Diadems	\d	the	Matis Diadem
_A117CBF05AA4CE07	icmje	Matis Earring	a	the	Matis Earrings	\d	the	Matis Earring
_A8E8DFDAD4C2FA21	icmjp	Matis Pendant	a	the	Matis Pendants	\d	the	Matis Pendant
_39503234FF6B590C	icmjr	Matis Ring	a	the	Matis Rings	\d	the	Matis Ring
_821D7F180FCD7968	icmm1bm	Bristo Mace	a	the	Bristo Maces	\d	the	One-handed Matis Mace
_F76D288DAB0840E4	icmm1bs	Battoni Staff	a	the	Battoni Staffs	\d	the	One-handed Matis Staff
_B87940B6DE2177D8	icmm1pd	Limmel Dagger	a	the	Limmel Daggers	\d	the	One-handed Matis Dagger
_02BCAC02D26663C6	icmm1ps	Palor Spear	a	the	Palor Spears	\d	the	One-handed Matis Spear
_11511B7DDA6742BA	icmm1sa	Haque Axe	a	the	Haque Axes	\d	the	One-handed Matis Axe
_BF3B0C4DD9656FC6	icmm1ss	Klyde Sword	a	the	Klyde Swords	\d	the	One-handed Matis Sword
_36AE3C381A28CEC5	icmm2bm	Gondo Mace	a	the	Gondo Maces	\d	the	Two-handed Matis Long Mace
_4B23029C59661A46	icmm2pp	Krop Pike	a	the	Krop Pikes	\d	the	Two-handed Matis Pike
_17D03FFCB85AEE25	icmm2sa	Klout Axe	a	the	Klout Axes	\d	the	Two-handed Matis Long Axe
_7DE18B4C7A98C70D	icmm2ss	Slathe Sword	a	the	Slathe Swords	\d	the	Two-handed Matis Long Sword
_E1D21CFC1C1E0282	icmp1bb	Riva Smashing Ammo	\d	the	Riva Smashing Ammo	\d	the	Matis Bowpistol Smashing Ammo
_DF721CF7DC9FEA87	icmp1bp	Riva Piercing Ammo	\d	the	Riva Piercing Ammo	\d	the	Matis Bowpistol Piercing Ammo
_61D21CFC1C2FFE82	icmp1bs	Riva Slashing Ammo	\d	the	Riva Slashing Ammo	\d	the	Matis Bowpistol Slashing Ammo
_92028A0A56265F7A	icmp1gb	Matis Grenade Smashing Ammo	\d	the	Matis Grenade Smashing Ammo	\d	the	Matis Grenade Smashing Ammo
_91D2760417B73F7B	icmp1gp	Matis Grenade Piercing Ammo	\d	the	Matis Grenade Piercing Ammo	\d	the	Matis Grenade Piercing Ammo
_52028A0A56275B7A	icmp1gs	Matis Grenade Slashing Ammo	\d	the	Matis Grenade Slashing Ammo	\d	the	Matis Grenade Slashing Ammo
_2C68F5D6BF534123	icmp1pb	Maka Smashing Ammo	\d	the	Maka Smashing Ammo	\d	the	Matis Pistol Smashing Ammo
_E92805CDBF242D24	icmp1pp	Maka Piercing Ammo	\d	the	Maka Piercing Ammo	\d	the	Matis Pistol Piercing Ammo
_EC68F5D5BF643D23	icmp1ps	Maka Slashing Ammo	\d	the	Maka Slashing Ammo	\d	the	Matis Pistol Slashing Ammo
_0A11CBD52E4E8E43	icmp2ab	Morikov Smashing Ammo	\d	the	Morikov Smashing Ammo	\d	the	Matis Autolauncher Smashing Ammo
_C841CBCE2C1F9E3A	icmp2ap	Morikov Piercing Ammo	\d	the	Morikov Piercing Ammo	\d	the	Matis Autolauncher Piercing Ammo
_0A11C7D42E5F8E42	icmp2as	Morikov Slashing Ammo	\d	the	Morikov Slashing Ammo	\d	the	Matis Autolauncher Slashing Ammo
_1DE7B143C1EB2D06	icmp2bb	Polta Smashing Ammo	\d	the	Polta Smashing Ammo	\d	the	Matis Bowrifle Smashing Ammo
_5DE79D3D40BC21FF	icmp2bp	Polta Piercing Ammo	\d	the	Polta Piercing Ammo	\d	the	Matis Bowrifle Piercing Ammo
_1DE7B143C1EC2905	icmp2bs	Polta Slashing Ammo	\d	the	Polta Slashing Ammo	\d	the	Matis Bowrifle Slashing Ammo
_9A76A14245EB4504	icmp2lb	Vulca Smashing Ammo	\d	the	Vulca Smashing Ammo	\d	the	Matis Launcher Smashing Ammo
_DA768D3CC4BC39FD	icmp2lp	Vulca Piercing Ammo	\d	the	Vulca Piercing Ammo	\d	the	Matis Launcher Piercing Ammo
_9A76A14245EC4103	icmp2ls	Vulca Slashing Ammo	\d	the	Vulca Slashing Ammo	\d	the	Matis Launcher Slashing Ammo
_79AF12DBD4F75196	icmp2rb	Stylone Smashing Ammo	\d	the	Stylone Smashing Ammo	\d	the	Matis Rifle Smashing Ammo
_F7DF12CFD418418E	icmp2rp	Stylone Piercing Ammo	\d	the	Stylone Piercing Ammo	\d	the	Matis Rifle Piercing Ammo
_79AF0EDAD4084D96	icmp2rs	Stylone Slashing Ammo	\d	the	Stylone Slashing Ammo	\d	the	Matis Rifle Slashing Ammo
_AA51BCDA958FDBCC	icmr1b	Riva Bowpistol	a	the	Riva Bowpistols	\d	the	One-handed Matis Bowpistol
_59E540516F857981	icmr1p	Maka Pistol	a	the	Maka Pistols	\d	the	One-handed Matis Pistol
_0B5EEF4960C0641C	icmr2a	Morikov Autolauncher	a	the	Morikovs Autolaunchers	\d	the	Two-handed Matis Autolauncher
_E35FDCB4CA4D0480	icmr2b	Polta Bowrifle	a	the	Polta Bowrifles	\d	the	Two-handed Matis Bowrifle
_DC4EE49F4FFEC88A	icmr2l	Vulca Launcher	a	the	Vulca Launchers	\d	the	Two-handed Matis Launcher
_0A8A6629CEABAA18	icmr2r	Stylone Rifle	a	the	Stylone Rifles	\d	the	Two-handed Matis Rifle
_9BB4C162E0F5AE3F	icmsb	Wod Buckler	a	the	Wod Bucklers	\d	the	Matis Buckler
_F7C4FBF7D9821E4E	icmss	Takod Shield	a	the	Takod Shields	\d	the	Matis Shield
_7310DFE67CF97179	icraba	Refugee Boots	\d	the	Refugee Boots	\d	the	Refugee Boots
_7310DFE67CF98179	icrabe	Refugee Boots	\d	the	Refugee Boots	\d	the	Refugee Boots
_7310DFE67CF98979	icrabg	Refugee Boots	\d	the	Refugee Boots	\d	the	Refugee Boots
_7310DFE67CF9B579	icrabr	Refugee Boots	\d	the	Refugee Boots	\d	the	Refugee Boots
_7310DFE67CF9BD79	icrabt	Refugee Boots	\d	the	Refugee Boots	\d	the	Refugee Boots
_7310DFE67CF9C179	icrabu	Refugee Boots	\d	the	Refugee Boots	\d	the	Refugee Boots
_7310DFE67CF9C579	icrabv	Refugee Boots	\d	the	Refugee Boots	\d	the	Refugee Boots
_7310DFE67CF9C979	icrabw	Refugee Boots	\d	the	Refugee Boots	\d	the	Refugee Boots
_FB6BE75C48496AE4	icraga	Refugee Gloves	\d	the	Refugee Gloves	\d	the	Refugee Gloves
_FB6BE75C48497AE4	icrage	Refugee Gloves	\d	the	Refugee Gloves	\d	the	Refugee Gloves
_FB6BE75C484982E4	icragg	Refugee Gloves	\d	the	Refugee Gloves	\d	the	Refugee Gloves
_FB6BE75C4849AEE4	icragr	Refugee Gloves	\d	the	Refugee Gloves	\d	the	Refugee Gloves
_FB6BE75C4849B6E4	icragt	Refugee Gloves	\d	the	Refugee Gloves	\d	the	Refugee Gloves
_FB6BE75C4849BAE4	icragu	Refugee Gloves	\d	the	Refugee Gloves	\d	the	Refugee Gloves
_FB6BE75C4849BEE4	icragv	Refugee Gloves	\d	the	Refugee Gloves	\d	the	Refugee Gloves
_FB6BE75C4849C2E4	icragw	Refugee Gloves	\d	the	Refugee Gloves	\d	the	Refugee Gloves
_4A9F234635B7BE01	icrapa	Refugee Leggings	\d	the	Refugee Leggings	\d	the	Refugee Leggings
_4A9F234635B7CE01	icrape	Refugee Leggings	\d	the	Refugee Leggings	\d	the	Refugee Leggings
_4A9F234635B7D601	icrapg	Refugee Leggings	\d	the	Refugee Leggings	\d	the	Refugee Leggings
_4A9F234635B70201	icrapr	Refugee Leggings	\d	the	Refugee Leggings	\d	the	Refugee Leggings
_4A9F234635B70A01	icrapt	Refugee Leggings	\d	the	Refugee Leggings	\d	the	Refugee Leggings
_4A9F234635B70E01	icrapu	Refugee Leggings	\d	the	Refugee Leggings	\d	the	Refugee Leggings
_4A9F234635B71201	icrapv	Refugee Leggings	\d	the	Refugee Leggings	\d	the	Refugee Leggings
_4A9F234635B71601	icrapw	Refugee Leggings	\d	the	Refugee Leggings	\d	the	Refugee Leggings
_2D191D2E667EBD24	icrasa	Refugee Forearm Pads	a	the	Refugee Forearm Pads	\d	the	Refugee Forearm Pads
_2D191D2E667ECD24	icrase	Refugee Forearm Pads	a	the	Refugee Forearm Pads	\d	the	Refugee Forearm Pads
_2D191D2E667ED524	icrasg	Refugee Forearm Pads	a	the	Refugee Forearm Pads	\d	the	Refugee Forearm Pads
_2D191D2E667E0124	icrasr	Refugee Forearm Pads	a	the	Refugee Forearm Pads	\d	the	Refugee Forearm Pads
_2D191D2E667E0924	icrast	Refugee Forearm Pads	a	the	Refugee Forearm Pads	\d	the	Refugee Forearm Pads
_2D191D2E667E0D24	icrasu	Refugee Forearm Pads	a	the	Refugee Forearm Pads	\d	the	Refugee Forearm Pads
_2D191D2E667E1124	icrasv	Refugee Forearm Pads	a	the	Refugee Forearm Pads	\d	the	Refugee Forearm Pads
_2D191D2E667E1524	icrasw	Refugee Forearm Pads	a	the	Refugee Forearm Pads	\d	the	Refugee Forearm Pads
_8516EA8E4623F106	icrava	Refugee Top	a	the	Refugee Tops	\d	the	Refugee Top
_8516EA8E46230106	icrave	Refugee Top	a	the	Refugee Tops	\d	the	Refugee Top
_8516EA8E46230906	icravg	Refugee Top	a	the	Refugee Tops	\d	the	Refugee Top
_8516EA8E46233506	icravr	Refugee Top	a	the	Refugee Tops	\d	the	Refugee Top
_8516EA8E46233D06	icravt	Refugee Top	a	the	Refugee Tops	\d	the	Refugee Top
_8516EA8E46234106	icravu	Refugee Top	a	the	Refugee Tops	\d	the	Refugee Top
_8516EA8E46234506	icravv	Refugee Top	a	the	Refugee Tops	\d	the	Refugee Top
_8516EA8E46234906	icravw	Refugee Top	a	the	Refugee Tops	\d	the	Refugee Top
_26DB7E1B61EAE72C	ictahb	Tashok Boots	\d	the	Tashok Boots	\d	the	Tryker Heavy Boots
_A29DF45A6EA5AD94	ictahg	Tashok Gloves	\d	the	Tashok Gloves	\d	the	Tryker Heavy Gloves
