*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2
_51D6A5C92F2051FA	BFMA13	Aumento del Daño 13		un	el			los	Aumenta el daño hasta el doble - máxima eficiencia para las armas hasta el nivel 265.	Aumenta el Daño 13 - Factor Máximo: $1INC_DMG
_87DF1BB3354CE2F3	BFMC01	Ataque de Precisión 1		un	el			los	Reduce la probabilidad de que tu enemigo te esquive - máxima eficiencia para las armas hasta el nivel 20.	Ataque de Precisión 1 - Bono de habilidad máximo: +$1ATT_SKILL_MOD
_872F1FB3355CE6F4	BFMC02	Ataque de Precisión 2		un	el			los	Reduce la probabilidad de que tu enemigo te esquive - máxima eficiencia para las armas hasta el nivel 35.	Ataque de Precisión 2 - Bono de habilidad máximo: +$1ATT_SKILL_MOD
_87DF27B3356CEAF5	BFMC03	Ataque de Precisión 3		un	el			los	Reduce la probabilidad de que tu enemigo te esquive - máxima eficiencia para las armas hasta el nivel 50.	Ataque de Precisión 3 - Bono de habilidad máximo: +$1ATT_SKILL_MOD
_872F2BB3357CEEF6	BFMC04	Ataque de Precisión 4		un	el			los	Reduce la probabilidad de que tu enemigo te esquive - máxima eficiencia para las armas hasta el nivel 65.	Ataque de Precisión 4 - Bono de habilidad máximo: +$1ATT_SKILL_MOD
_87DF37B3358CF2F7	BFMC05	Ataque de Precisión 5		un	el			los	Reduce la probabilidad de que tu enemigo te esquive - máxima eficiencia para las armas hasta el nivel 90.	Ataque de habilidad 5 - Bono de habilidad máximo: +$1ATT_SKILL_MOD
_2548612479F664B1	BFMC06	Ataque de Precisión 6		un	el			los	Reduce la probabilidad de que tu enemigo te esquive - máxima eficiencia para las armas hasta el nivel 115.	Ataque de Precisión 6 - Bono de habilidad máximo: +$1ATT_SKILL_MOD
_B2EEF8758A898CB2	BFMC07	Ataque de Precisión 7		un	el			los	Reduce la probabilidad de que tu enemigo te esquive - máxima eficiencia para las armas hasta el nivel 140.	Ataque de Precisión 7 - Bono de habilidad máximo: +$1ATT_SKILL_MOD
_B21EF8758A9994B2	BFMC08	Ataque de Precisión 8		un	el			los	Reduce la probabilidad de que tu enemigo te esquive - máxima eficiencia para las armas hasta el nivel 170.	Ataque de Precisión 8 - Bono de habilidad máximo: +$1ATT_SKILL_MOD
_B2AEFC758AA99CB2	BFMC09	Ataque de Precisión 9		un	el			los	Reduce la probabilidad de que tu enemigo te esquive - máxima eficiencia para las armas hasta el nivel 200.	Ataque de Precisión 9 - Bono de habilidad máximo: +$1ATT_SKILL_MOD
_9DE7FA8D8536BEE5	BFMC10	Ataque de Precisión 10		un	el			los	Reduce la probabilidad de que tu enemigo te esquive - máxima eficiencia para las armas hasta el nivel 235.	Ataque de Precisión 10 - Bono de habilidad máximo: +$1ATT_SKILL_MOD
_9EE7FA8D0536C2E5	BFMC11	Ataque de Precisión 11		un	el			los	Reduce la probabilidad de que tu enemigo te esquive - máxima eficiencia para las armas hasta el nivel 275.	Ataque de Precisión 11 - Bono de habilidad máximo: +$1ATT_SKILL_MOD
_820A6C42D5B6F83F	BFMD01	Sangrado 1		un	el			los	Causa un daño de sangrado con el efecto del tiempo (basado en el daño del golpe inicial) por 10s - máxima eficiencia para las armas hasta el nivel 25.	Sangrado 1 - Factor máximo: $2BLEED_FACTOR
_820A704215B6003F	BFMD02	Sangrado 2		un	el			los	Causa un daño de sangrado con el efecto del tiempo (basado en el daño del golpe inicial) por 10s - máxima eficiencia para las armas hasta el nivel 35.	Sangrado 2 - Facto máximo: $2BLEED_FACTOR
_82BA784255B6083F	BFMD03	Sangrado 3		un	el			los	Causa un daño de sangrado con el efecto del tiempo (basado en el daño del golpe inicial) por 10s - máxima eficiencia para las armas hasta el nivel 50.	Sangrado 3 - Factor máximo: $2BLEED_FACTOR
_820A7C4296B6103F	BFMD04	Sangrado 4		un	el			los	Causa un daño de sangrado con el efecto del tiempo (basado en el daño del golpe inicial) por 10s - máxima eficiencia para las armas hasta el nivel 65.	Sangrado 4 - Factor máximo: $2BLEED_FACTOR
_82BA8842D6B6183F	BFMD05	Sangrado 5		un	el			los	Causa un daño de sangrado con el efecto del tiempo (basado en el daño del golpe inicial) por 10s - máxima eficiencia para las armas hasta el nivel 90.	Sangrado 5 - Factor máximo: $2BLEED_FACTOR
_13C8472D11280303	BFMD06	Sangrado 6		un	el			los	Causa un daño de sangrado con el efecto del tiempo (basado en el daño del golpe inicial) por 10s - máxima eficiencia para las armas hasta el nivel 115.	Sangrado 6 - Factor máximo: $2BLEED_FACTOR
_D2F8472D51380703	BFMD07	Sangrado 7		un	el			los	Causa un daño de sangrado con el efecto del tiempo (basado en el daño del golpe inicial) por 10s - máxima eficiencia para las armas hasta el nivel 140.	Sangrado 7 - Factor máximo: $2BLEED_FACTOR
_1318472D92480B03	BFMD08	Sangrado 8		un	el			los	Causa un daño de sangrado con el efecto del tiempo (basado en el daño del golpe inicial) por 10s - máxima eficiencia para las armas hasta el nivel 165.	Sangrado 8 - Factor máximo: $2BLEED_FACTOR
_D2B84B2DD2580F03	BFMD09	Sangrado 9		un	el			los	Causa un daño de sangrado con el efecto del tiempo (basado en el daño del golpe inicial) por 10s - máxima eficiencia para las armas hasta el nivel 200.	Sangrado 9 - Factor máximo: $2BLEED_FACTOR
_ED5A77B875A2E253	BFMD10	Sangrado 10		un	el			los	Causa un daño de sangrado con el efecto del tiempo (basado en el daño del golpe inicial) por 10s - máxima eficiencia para las armas hasta el nivel 235.	Sangrado 10 - Factor máximo: $2BLEED_FACTOR
_EE5A77BA75A2E653	BFMD11	Sangrado 11		un	el			los	Causa un daño de sangrado con el efecto del tiempo (basado en el daño del golpe inicial) por 10s - máxima eficiencia para las armas hasta el nivel 275.	Sangrado 11 - Factor máximo: $2BLEED_FACTOR
_FB23D9FEEEB2F0F1	BFCA01	Crédito de Resistencia 1		un	el	Crédito de Resistencia 1		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 6 créditos.	Factor de consumo: $0STA_WEIGTH_FACTOR
_8E9224BA1191CCDA	BFCA02	Crédito de Resistencia 2		un	el	Crédito de Resistencia 2		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 10 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_8E9224BA1101D0DB	BFCA03	Crédito de Resistencia 3		un	el	Crédito de Resistencia 3		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 16 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_8E9224BA11B1D8DC	BFCA04	Crédito de Resistencia 4		un	el	Crédito de Resistencia 4		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 20 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_8E9224BA1121DCDD	BFCA05	Crédito de Resistencia 5		un	el	Crédito de Resistencia 5		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 26 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_8E9224BA11D1E4DE	BFCA06	Crédito de Resistencia 6		un	el	Crédito de Resistencia 6		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 30 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_8E9224BA11E1ECDF	BFCA07	Crédito de Resistencia 7		un	el	Crédito de Resistencia 7		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 40 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_8E9224BA11F1F4E0	BFCA08	Crédito de Resistencia 8		un	el	Crédito de Resistencia 8		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 50 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_8E9224BA1161FCE1	BFCA09	Crédito de Resistencia 9		un	el	Crédito de Resistencia 9		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 66 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_736A4DC80A3C7E15	BFCA10	Crédito de Resistencia 10		un	el	Crédito de Resistencia 10		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 80 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_613200C383325EE8	BFCA11	Crédito de Resistencia 11		un	el	Crédito de Resistencia 11		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 100 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_613200C5C34262E8	BFCA12	Crédito de Resistencia 12		un	el	Crédito de Resistencia 12		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 120 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_613200C7035266E8	BFCA13	Crédito de Resistencia 13		un	el	Crédito de Resistencia 13		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 140 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_613200C944626AE8	BFCA14	Crédito de Resistencia 14		un	el	Crédito de Resistencia 14		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 160 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_613200CB84726EE8	BFCA15	Crédito de Resistencia 15		un	el	Crédito de Resistencia 15		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 180 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_613200C3048272E8	BFCA16	Crédito de Resistencia 16		un	el	Crédito de Resistencia 16		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 200 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_613218C5449276E8	BFCA17	Crédito de Resistencia 17		un	el	Crédito de Resistencia 17		los	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 226 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_613200C885A27AE8	BFCA18	Crédito de Resistencia 18		un	el	Crédito de Resistencia 18		te	Consume una Resistencia de '$0STA_WEIGHT_FACTOR * peso del arma' - otorga 250 créditos.	Factor de consumo: $0STA_WEIGHT_FACTOR
_083E583067C3077C	BFCB01	Crédito de PG 1 (Puntos de Golpe)		un	el			los	Consume $|PG PG - otorga 10 créditos.	Consume $|PG PG
_083E5830A7D30B7C	BFCB02	Crédito de PG 2		un	el			los	Consume $|PG PG - otorga 20 créditos.	Consume $|PG PG
_083E5835E7E30F7C	BFCB03	Crédito de PG 3		un	el			los	Consume $|PG PG - otorga 35 créditos.	Consume $|PG PG
_083E583068F3137C	BFCB04	Crédito de PG 4		un	el			los	Consume $|PG PG - otorga 50 créditos.	Consume $|PG PG
_083E5835E803177C	BFCB05	Crédito de PG 5		un	el			los	Consume $|PG PG - otorga 75 créditos.	Consume $|PG PG
_38F25511B222DB32	BFCB06	Crédito de PG 6		un	el			los	Consume $|PG PG - otorga 100 créditos.	Consume $|PG PG
_38F26913B232DF32	BFCB07	Crédito de PG 7		un	el			los	Consume $|PG PG - otorga 125 créditos.	Consume $|PG PG
_38F25516B242E332	BFCB08	Crédito de PG 8		un	el			los	Consume $|PG PG - otorga 150 créditos.	Consume $|PG PG
_38F26918B252E732	BFCB09	Crédito de PG 9		un	el			los	Consume $|PG PG - otorga 175 créditos.	Consume $|PG PG
_94F667E30FB27EDE	BFCB10	Crédito de PG 10		un	el			los	Consume $|PG PG - otorga 200 créditos.	Consume $|PG PG
_0D1C4816003FD121	BFCC01	Inicio después de Esquivar 1		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 10 créditos.	Inicio después de Esquivar 1
_0D2C4C17003FD521	BFCC02	Inicio después de Esquivar 2		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 20 créditos.	Inicio después de Esquivar 2
_0D8C5018003FD921	BFCC03	Inicio después de Esquivar 3		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 35 créditos.	Inicio después de Esquivar 3
_0D4C5819003FDD21	BFCC04	Inicio después de Esquivar 4		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 50 créditos.	Inicio después de Esquivar 4
_0DAC601A003FE121	BFCC05	Inicio después de Esquivar 5		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 75 créditos.	Inicio después de Esquivar 5
_71A829F813000587	BFCC06	Inicio después de Esquivar 6		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 100 créditos.	Inicio después de Esquivar 6
_B2D82DF813000987	BFCC07	Inicio después de Esquivar 7		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 125 créditos.	Inicio después de Esquivar 7
_711831F813000D87	BFCC08	Inicio después de Esquivar 8		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 150 créditos.	Inicio después de Esquivar 8
_715835F813001187	BFCC09	Inicio después de Esquivar 9		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 180 créditos.	Inicio después de Esquivar 9
_22EBD19E572BB7EC	BFCC10	Inicio después de Esquivar 10		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 215 créditos.	Inicio después de Esquivar 10
_A3EBD19E572BBBE7	BFCC11	Inicio después de Esquivarían 11		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas esquivado con éxito- otorga 250 créditos.	Inicio después de Esquivarían 11
_CEDD482AC812FD2D	BFCD01	Inicio después de Parada/Desvío 1		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 10 créditos.	Inicio después de Parada/Desvío 1
_CEED4C2BC812012D	BFCD02	Inicio después de Parada/Desvío 2		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 20 créditos.	Inicio después de Parada/Desvío 2
_CE4D502CC812052D	BFCD03	Inicio después de Parada/Desvío 3		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 35 créditos.	Inicio después de Parada/Desvío 3
_CE0D582DC812092D	BFCD04	Inicio después de Parada/Desvío 4		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 50 créditos.	Inicio después de Parada/Desvío 4
_CE6D602EC8120D2D	BFCD05	Inicio después de Parada/Desvío 5		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 75 créditos.	Inicio después de Parada/Desvío 5
_B8A8290CE0433D77	BFCD06	Inicio después de Parada/Desvío 6		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 100 créditos.	Inicio después de Parada/Desvío 6
_F9D82D0CE0434177	BFCD07	Inicio después de Parada/Desvío 7		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 125 créditos.	Inicio después de Parada/Desvío 7
_B818310CE0434577	BFCD08	Inicio después de Parada/Desvío 8		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 150 créditos.	Inicio después de Parada/Desvío 8
_B858350CE0434977	BFCD09	Inicio después de Parada/Desvío 9		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 180 créditos.	Inicio después de Parada/Desvío 9
_63EBD1DAA0CE0F10	BFCD10	Inicio después de Parada/Desvío 10		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 215 créditos.	Inicio después de Parada/Desvío 10
_E4EBD1DAA0CE130B	BFCD11	Inicio después de Parada/Desvío 11		un	el			los	Hace que la acción solo pueda ser utilizada después que hayas parado con éxito - otorga 250 créditos.	Inicio después de Parada/Desvío 11
_C1FA2A351E9A5362	BFCE01	Inicio después de Golpe Crítico 1		un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 10 créditos.	Inicio después de Golpe Crítico 1
_C10A2E351E9A5763	BFCE02	Inicio después de Golpe Crítico 2		un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 20 créditos.	Inicio después de Golpe Crítico 2
_C11A32351E9A6F64	BFCE03	Inicio después de Golpe Crítico 3		un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 35 créditos.	Inicio después de Golpe Crítico 3
_C12A36351E9A5F66	BFCE04	Inicio después de Golpe Crítico 4		un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 50 créditos.	Inicio después de Golpe Crítico 4
_C13A3A351E9A7768	BFCE05	Inicio después de Golpe Crítico 5		un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 75 créditos.	Inicio después de Golpe Crítico 5
_8BBAE3EAB8EFAB99	BFCE06	Inicio después de Golpe Crítico 6		un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 100 créditos.	Inicio después de Golpe Crítico 6
_CBBAE7EAB83FB799	BFCE07	Inicio después de Golpe Crítico 7		un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 125 créditos.	Inicio después de Golpe Crítico 7
_0CBAEBEAB8EFC799	BFCE08	Inicio después de Golpe Crítico 8		un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 150 créditos.	Inicio después de Golpe Crítico 8
_4CBAEFEAB8EFD799	BFCE09	Inicio después de Golpe Crítico 9		un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 180 créditos.	Inicio después de Golpe Crítico 9
_EA87DDD71A0874FB	BFCE10	Inicio después de Golpe Crítico 10		un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 215 créditos.	Inicio después de Golpe Crítico 10
_EA97DDD7D9487CFB	BFCE11	Inicio después de Golpe Crítico 11		un	el			los	Hace que la acción solo pueda ser utilizable después de dar un golpe critico - otorga 250 créditos.	Inicio después de Golpe Crítico 11
_583A97FB8F996BD0	BCPA01	Armas de Lucha Cuerpo a Cuerpo Fyros		unas	las			las	Estancia base para la fabricación de armas del combate cuerpo a cuerpo Fyros.	
_583A97FB8FD94FDA	BCPA02	Armas de Alcance Fyros		unas	las			las	Estancia base para la fabricación de armas de alcance Fyros.	
_388E8BE65D00235C	BCPA03	Munición Fyros		unas	la			las	Estancia base para la fabricación de munición Fyros.	
_A64E972F5DCD5DF6	BCPA04	Armadura Fyros 1		unas	la			las	Estancia base para la fabricación de armadura Fyros.	
_7BC2A183B0928625	BCPA05	Escudos Fyros		unos	los			los	Estancia base para la fabricación de escudos Fyros.	
_A2B4A8B09128ABBD	BCPA06	Joyas Fyros 		unas	las			las	Estancia base para la fabricación de joyas Fyros.	
_583A67FF837983D0	BCPA07	Armas de Combate Cuerpo a Cuerpo Matis		unas	las			las	Estancia base para la fabricación de armas del combate cuerpo a cuerpo Matis.	
_583A67FF83B967DA	BCPA08	Armas de Alcance Matis		unas	las			las	Estancia base para la fabricación de armas de alcance Matis.	
_388E73E2D8EF575C	BCPA09	Munición Matis		una	la			las	Estancia base para la fabricación de munición Matis.	
_A64E673351AD4DF7	BCPA10	Armadura Matis		una	la			las	Estancia base para la fabricación de armadura Matis.	
_FAE2298CAA027626	BCPA11	Escudos Matis		unos	los			los	Estancia base para la fabricación de escudos Matis.	
_A254989A4D989BBE	BCPA12	Joyas Matis		unas	las			las	Estancia base para la fabricación de joyas Matis.	
_90EBE68D888530C2	BCPA13	Armas de Combate Cuerpo a Cuerpo Tryker		unas	las			las	Estancia base para la fabricación de armas de combate cuerpo a cuerpo Tryker.	
_90EBEE91079648C2	BCPA14	Armas de Alcance Tryker		unas	las			las	Estancia base para la fabricación de armas de alcance Tryker.	
_CE8C7737D98F5995	BCPA15	Munición Tryker		una	la			las	Estancia base para la fabricación de munición Tryker.	
_B383BCBB1479F2E6	BCPA16	Armadura Tryker		una	la			las	Estancia base para la fabricación de armadura Tryker.	
_07973111867943EB	BCPA17	Escudos Tryker		unos	los			los	Estancia base para la fabricación de escudos Tryker.	
_10E1DD8DF2FE63E5	BCPA18	Joyas Tryker		unas	las			las	Estancia base para la fabricación de Joyas Tryker.	
_58C827FB891B8BD1	BCPA19	Armas de combate cuerpo a cuerpo Zoraï		unas	las			las	Estancia base para la fabricación de armas de combate cuerpo a cuerpo Zoraï.	
_58C827FB895B47DC	BCPA20	Armas de Alcance Zoraï		unas	las			las	Estancia base para la fabricación de armas de alcance Zoraï.	
_385545D8DAA06B5E	BCPA21	Munición Zoraï		una	la			las	Estancia base para la fabricación de municiones Zoraï.	
_A6DC272F574F55F8	BCPA22	Armadura Zoraï		una	la			las	Estancia base para la fabricación de armadura Zoraï.	
_F88941972DD37EA3	BCPA23	Escudos Zoraï		una	la			las	Estancia base para la fabricación de escudos Zoraï.	
_C19B70A61369A3BF	BCPA24	Joyas Zoraï 		una	la			las	Estancia base para la fabricación de joyas Zoraï.	
_F2BD00EFAB47BB2A	BIF01	%comp		un	el					
_F2BD00EFAB47BB2B	BIF02	%comp		un	el					
_F2BD00EFAB47BB2C	BIF03	%comp		un	el					
_F2BD00EFAB47BB2D	BIF04	%comp		un	el					
_F2BD00EFAB47BB2E	BIF05	%comp		un	el					
_F2BD00EFAB47BB2F	BIF06	%comp		un	el					
_4414D1D754F87749	BIF07	%comp con Mazo de Una Mano		un	el					
_F2BD00EFAB47BB31	BIF08	%comp		un	el					
_1310C067D555CE38	BIF09	%comp con Bastón		un	el					
_32BD00EFAB47BB29	BIF10	%comp		un	el					
_32BD00EFAB47BB2A	BIF11	%comp		un	el					
_32BD00EFAB47BB2B	BIF12	%comp		un	el					
_32BD00EFAB47BB2C	BIF13	%comp		un	el					
_1250B067D555BA40	BIF14	%comp con Lanza		una	la					
_32BD00EFAB47BB2E	BIF15	%comp		una	la					
_32BD00EFAB47BB2F	BIF16	%comp		una	la					
_32BD00EFAB47BB30	BIF17	%comp		una	la					
_81BEC5CB19B87F61	BIF18	%comp con Hacha de Una Mano		una	la					
_32BD00EFAB47BB32	BIF19	%comp		una	la					
_9E4401C415C9A758	BIF20	%comp con Espada de Una Mano		una	la					
_72BD00EFAB47BB2A	BIF21	%comp con Espada de Una Mano		una	la					
_72BD00EFAB47BB2B	BIF22	%comp		una	la					
_72BD00EFAB47BB2C	BIF23	%comp		una	la					
_72BD00EFAB47BB2D	BIF24	%comp		una	la					
_72BD00EFAB47BB2E	BIF25	%comp		una	la					
_C4B4F5DC54F87748	BIF26	%comp con Mazo de Una Mano		un	el					
_72BD00EFAB47BB30	BIF27	%comp		un	el					
_72BD00EFAB47BB31	BIF28	%comp		un	el					
_72BD00EFAB47BB32	BIF29	%comp		un	el					
_CE80B0411778CA2A	BIF30	%comp con Pico		un	el					
_B2BD00EFAB47BB2A	BIF31	%comp		un	el					
_B2BD00EFAB47BB2B	BIF32	%comp		un	el					
_B2BD00EFAB47BB2C	BIF33	%comp		un	el					
_015EE9D019B87F5D	BIF34	%comp con Hacha de Dos Manos		un	el					
_B2BD00EFAB47BB2E	BIF35	%comp		un	el					
_B2BD00EFAB47BB2F	BIF36	%comp		un	el					
_B2BD00EFAB47BB30	BIF37	%comp		un	el					
_DEE425C915C9A760	BIF38	%comp con Espada de Dos Manos		una	la					
_B2BD00EFAB47BB32	BIF39	%comp con Espada de Dos Manos		una	la					
_F3BD00EFAB47BB29	BIF40	%comp		una	la					
_F3BD00EFAB47BB2A	BIF41	%comp		una	la					
_F3BD00EFAB47BB2B	BIF42	%comp		una	la					
_F3BD00EFAB47BB2C	BIF43	%comp		una	la					
_1500005B4915FE48	BIF44	%comp con Daga		una	la					
_F3BD00EFAB47BB2E	BIF45	%comp con Daga		una	la					
_F3BD00EFAB47BB2F	BIF46	%comp		una	la					
_747975A146FEE454	BIF47	%comp con Combate Mano a Mano		un	el					
_F3BD00EFAB47BB31	BIF48	%comp		un	el					
_F3BD00EFAB47BB32	BIF49	%comp		un	el					
_33BD00EFAB47BB29	BIF50	%comp		un	el					
_33BD00EFAB47BB2A	BIF51	%comp		un	el					
_6024285D4F973B69	BIF52	%comp con Pistola de Arco		una	la					
_33BD00EFAB47BB2C	BIF53	%comp		una	la					
_33BD00EFAB47BB2D	BIF54	%comp		una	la					
_33BD00EFAB47BB2E	BIF55	%comp		una	la					
_99C120674935EA54	BIF56	%comp con Pistola		una	la					
_33BD00EFAB47BB30	BIF57	%comp		una	la					
_33BD00EFAB47BB31	BIF58	%comp		una	la					
