*HASH_VALUE	creature ID	name	ia	da	p	pia	pda
_97B713A99BE11171	cabdf1	Terryfying Prakker	a	the	Terryfying Prakkers	\d	the
_5CA42EBC0EE55066	cabdf2	Atrocious Prakker	an	the	Atrocious Prakkers	\d	the
_9B81D675823A1D78	cabdf3	Sinister Prakker	a	the	Sinister Prakkers	\d	the
_853FC2683CAA34B3	cabfa1	Little Prakker	a	the	Little Prakkers	\d	the
_99E5F66F0705ED3A	cabfa2	Primitive Prakker	a	the	Primitive Prakkers	\d	the
_83B56A97FDEE515F	cabfa3	Appeased Prakker	an	the	Appeased Prakkers	\d	the
_AE7F2D0A773E4CB8	cabfa4	Rapid Prakker	a	the	Rapid Prakkers	\d	the
_F310210E7A4E40B9	cabfb1	Slimy Prakker	a	the	Slimy Prakkers	\d	the
_05FEBE58BD1A5CB7	cabfb2	Common Prakker	a	the	Common Prakkers	\d	the
_9775EE2184EC230A	cabfb3	Feeding Prakker	a	the	Feeding Prakkers	\d	the
_B2B04D12F42D4CB9	cabfb4	Adult Prakker	an	the	Adult Prakkers	\d	the
_E1B832AEE534BD6D	cabfc1	Fully Grown Prakker	a	the	Fully Grown Prakkers	\d	the
_5535D66B05C4E12F	cabfc2	Defensive Prakker	a	the	Defensive Prakkers	\d	the
_D671DA7F3D2A217F	cabfc3	Scouring Prakker	a	the	Scouring Prakkers	\d	the
_DA76222E884C1B13	cabfd1	Lurking Prakker	a	the	Lurking Prakkers	\d	the
_9AE0E27F01992580	cabfd2	Prowling Prakker	a	the	Prowling Prakkers	\d	the
_9CF29974066B0372	cabfd3	Enraged Prakker	an	the	Enraged Prakkers	\d	the
_FB77390568560418	cabfd4	Wild Prakker	a	the	Wild Prakkers	\d	the
_D62516660985F547	cabfe1	Humongous Prakker	a	the	Humongous Prakkers	\d	the
_D720CA8D3ED90D8F	cabfe2	Ravenous Prakker	a	the	Ravenous Prakkers	\d	the
_FB7789EF66140019	cabfe3	Mean Prakker	a	the	Mean Prakkers	\d	the
_9A44FEBE8B443C53	cabfe4	Attacking Prakker	an	the	Attacking Prakkers	\d	the
_17B713A99BE11171	cabff1	Terryfying Prakker	a	the	Terryfying Prakkers	\d	the
_DCA42EBC0EE55066	cabff2	Atrocious Prakker	an	the	Atrocious Prakkers	\d	the
_1B81D675823A1D78	cabff3	Sinister Prakker	a	the	Sinister Prakkers	\d	the
_863FC2683CAA34B3	cabja1	Little Prakker	a	the	Little Prakkers	\d	the
_9AE5F66F0705ED3A	cabja2	Primitive Prakker	a	the	Primitive Prakkers	\d	the
_84B56A97FDEE515F	cabja3	Appeased Prakker	an	the	Appeased Prakkers	\d	the
_AF7F2D0A773E4CB8	cabja4	Rapid Prakker	a	the	Rapid Prakkers	\d	the
_F410210E7A4E40B9	cabjb1	Slimy Prakker	a	the	Slimy Prakkers	\d	the
_06FEBE58BD1A5CB7	cabjb2	Common Prakker	a	the	Common Prakkers	\d	the
_9875EE2184EC230A	cabjb3	Feeding Prakker	a	the	Feeding Prakkers	\d	the
_B3B04D12F42D4CB9	cabjb4	Adult Prakker	an	the	Adult Prakkers	\d	the
_E2B832AEE534BD6D	cabjc1	Fully Grown Prakker	a	the	Fully Grown Prakkers	\d	the
_5635D66B05C4E12F	cabjc2	Defensive Prakker	a	the	Defensive Prakkers	\d	the
_D771DA7F3D2A217F	cabjc3	Scouring Prakker	a	the	Scouring Prakkers	\d	the
_190FB6797FC80179	cabjc4	Chilling Prakker	a	the	Chilling Prakkers	\d	the
_DB76222E884C1B13	cabjd1	Lurking Prakker	a	the	Lurking Prakkers	\d	the
_9BE0E27F01992580	cabjd2	Prowling Prakker	a	the	Prowling Prakkers	\d	the
_9DF29974066B0372	cabjd3	Enraged Prakker	an	the	Enraged Prakkers	\d	the
_FC77390568560418	cabjd4	Wild Prakker	a	the	Wild Prakkers	\d	the
_D72516660985F547	cabje1	Humongous Prakker	a	the	Humongous Prakkers	\d	the
_D820CA8D3ED90D8F	cabje2	Ravenous Prakker	a	the	Ravenous Prakkers	\d	the
_FC7789EF66140019	cabje3	Mean Prakker	a	the	Mean Prakkers	\d	the
_9B44FEBE8B443C53	cabje4	Attacking Prakker	an	the	Attacking Prakkers	\d	the
_18B713A99BE11171	cabjf1	Terryfying Prakker	a	the	Terryfying Prakkers	\d	the
_DDA42EBC0EE55066	cabjf2	Atrocious Prakker	an	the	Atrocious Prakkers	\d	the
_1C81D675823A1D78	cabjf3	Sinister Prakker	a	the	Sinister Prakkers	\d	the
_073FC2683CAA34B3	cabla1	Little Prakker	a	the	Little Prakkers	\d	the
_1BE5F66F0705ED3A	cabla2	Primitive Prakker	a	the	Primitive Prakkers	\d	the
_05B56A97FDEE515F	cabla3	Appeased Prakker	an	the	Appeased Prakkers	\d	the
_307F2D0A773E4CB8	cabla4	Rapid Prakker	a	the	Rapid Prakkers	\d	the
_083FC2683CAA34B3	cabpa1	Little Prakker	a	the	Little Prakkers	\d	the
_1CE5F66F0705ED3A	cabpa2	Primitive Prakker	a	the	Primitive Prakkers	\d	the
_06B56A97FDEE515F	cabpa3	Appeased Prakker	an	the	Appeased Prakkers	\d	the
_317F2D0A773E4CB8	cabpa4	Rapid Prakker	a	the	Rapid Prakkers	\d	the
_7610210E7A4E40B9	cabpb1	Slimy Prakker	a	the	Slimy Prakkers	\d	the
_88FEBE58BD1A5CB7	cabpb2	Common Prakker	a	the	Common Prakkers	\d	the
_1A75EE2184EC230A	cabpb3	Feeding Prakker	a	the	Feeding Prakkers	\d	the
_35B04D12F42D4CB9	cabpb4	Adult Prakker	an	the	Adult Prakkers	\d	the
_64B832AEE534BD6D	cabpc1	Fully Grown Prakker	a	the	Fully Grown Prakkers	\d	the
_D835D66B05C4E12F	cabpc2	Defensive Prakker	a	the	Defensive Prakkers	\d	the
_5971DA7F3D2A217F	cabpc3	Scouring Prakker	a	the	Scouring Prakkers	\d	the
_9B0FB6797FC80179	cabpc4	Chilling Prakker	a	the	Chilling Prakkers	\d	the
_5D76222E884C1B13	cabpd1	Lurking Prakker	a	the	Lurking Prakkers	\d	the
_1DE0E27F01992580	cabpd2	Prowling Prakker	a	the	Prowling Prakkers	\d	the
_1FF29974066B0372	cabpd3	Enraged Prakker	an	the	Enraged Prakkers	\d	the
_7E77390568560418	cabpd4	Wild Prakker	a	the	Wild Prakkers	\d	the
_592516660985F547	cabpe1	Humongous Prakker	a	the	Humongous Prakkers	\d	the
_5A20CA8D3ED90D8F	cabpe2	Ravenous Prakker	a	the	Ravenous Prakkers	\d	the
_7E7789EF66140019	cabpe3	Mean Prakker	a	the	Mean Prakkers	\d	the
_1D44FEBE8B443C53	cabpe4	Attacking Prakker	an	the	Attacking Prakkers	\d	the
_9AB713A99BE11171	cabpf1	Terryfying Prakker	a	the	Terryfying Prakkers	\d	the
_5FA42EBC0EE55066	cabpf2	Atrocious Prakker	an	the	Atrocious Prakkers	\d	the
_9E81D675823A1D78	cabpf3	Sinister Prakker	a	the	Sinister Prakkers	\d	the
_D4F03E57EF0E24F6	cbada1	Fledgling Igara	a	the	Fledgling Igaras	\d	the
_8B0F2D2D62743C71	cbada2	Lesser Igara	a	the	Lesser Igaras	\d	the
_05EF352362D44071	cbada3	Gentle Igara	a	the	Gentle Igaras	\d	the
_BE1025FB33A75F1D	cbada4	Soaring Igara	a	the	Soaring Igaras	\d	the
_850FCD2B66D43872	cbadb1	Gorged Igara	a	the	Gorged Igaras	\d	the
_8B8FCD1F6AB63C72	cbadb2	Vulgar Igara	a	the	Vulgar Igaras	\d	the
_3FB019062F964F12	cbadb3	Bloated Igara	a	the	Bloated Igaras	\d	the
_E63B290DEA693377	cbadb4	Prime Igara	a	the	Prime Igaras	\d	the
_7BEF120F3F0A7010	cbadc1	Vigilant Igara	a	the	Vigilant Igaras	\d	the
_0FB1CD236AF43C73	cbadc2	Hungry Igara	a	the	Hungry Igaras	\d	the
_DA344625C1FD8925	cbadc3	Scavenging Igara	a	the	Scavenging Igaras	\d	the
_BE1035F5F0365F1F	cbadc4	Leering Igara	a	the	Leering Igaras	\d	the
_01DF09F773D78333	cbadd1	Vicious Igara	a	the	Vicious Igaras	\d	the
_1640A25E2A6F28F6	cbadd2	Malignant Igara	a	the	Malignant Igaras	\d	the
_BE9F11FDB2465B20	cbadd3	Mocking Igara	a	the	Mocking Igaras	\d	the
_FE1069FEACA67B28	cbadd4	Carrion Igara	a	the	Carrion Igaras	\d	the
_FC3FE9FE35B77F23	cbade1	Tracker Igara	a	the	Tracker Igaras	\d	the
_7BC00A14FCEA5818	cbade2	Volatile Igara	a	the	Volatile Igaras	\d	the
_52936182540E617E	cbade3	Frightening Igara	a	the	Frightening Igaras	\d	the
_D6009269AD603CFD	cbade4	Rapacious Igara	a	the	Rapacious Igaras	\d	the
_45C06D13DE4AABCE	cbaga1	Impure Igara	an	the	Impure Igaras	\d	the
_7FCF16FDFC398001	cbaga2	Blighted Igara	a	the	Blighted Igaras	\d	the
_D2C02B80A3E41D47	cbaga3	Contaminated Igara	a	the	Contaminated Igaras	\d	the
_C043E96D3C3A70ED	cbaga4	Infected Igara	an	the	Infected Igaras	\d	the
_40601A15FCFAA40F	cbagb1	Nauseous Igara	a	the	Nauseous Igaras	\d	the
_7EFF520EBEDA600E	cbagb2	Stinking Igara	a	the	Stinking Igaras	\d	the
_458FA52B66944072	cbagb3	Morbid Igara	a	the	Morbid Igaras	\d	the
_003F520BBC1A7009	cbagb4	Poisoned Igara	a	the	Poisoned Igaras	\d	the
_3F20F9F8B3774713	cbagc1	Plagued Igara	a	the	Plagued Igaras	\d	the
_02CF11F7B2A73AE3	cbagc2	Sickly Igara	a	the	Sickly Igaras	\d	the
_A4042634CBCD6934	cbagc3	Putrescent Igara	a	the	Putrescent Igaras	\d	the
_3FA0421A3F0A8C10	cbagc4	Virulent Igara	a	the	Virulent Igaras	\d	the
_BBDF350270974714	cbagd1	Ravaged Igara	a	the	Ravaged Igaras	\d	the
_98607E652D6F2009	cbagd2	Festering Igara	a	the	Festering Igaras	\d	the
_92E4958A13E0C977	cbagd3	Pestiferous Igara	a	the	Pestiferous Igaras	\d	the
_C52FDD3360364474	cbagd4	Raving Igara	a	the	Raving Igaras	\d	the
_1762D66CB2707810	cbage1	Pustulous Igara	a	the	Pustulous Igaras	\d	the
_7EF02DF5B1A75721	cbage2	Seeping Igara	a	the	Seeping Igaras	\d	the
_7EBF11FBF0D65B21	cbage3	Foaming Igara	a	the	Foaming Igaras	\d	the
_DAD09A682D504405	cbage4	Revolting Igara	a	the	Revolting Igaras	\d	the
_FF6FF2033A597C0C	cbagf1	Demented Igara	a	the	Demented Igaras	\d	the
_7EB04AFD7D795418	cbagf2	Frenzied Igara	a	the	Frenzied Igaras	\d	the
_7E4F26FD3C5A6810	cbagf3	Fiendish Igara	a	the	Fiendish Igaras	\d	the
_55F03E57EF0E24F6	cbaja1	Fledgling Igara	a	the	Fledgling Igaras	\d	the
_0C0F2D2D62743C71	cbaja2	Lesser Igara	a	the	Lesser Igaras	\d	the
_86EF352362D44071	cbaja3	Gentle Igara	a	the	Gentle Igaras	\d	the
_3F1025FB33A75F1D	cbaja4	Soaring Igara	a	the	Soaring Igaras	\d	the
_060FCD2B66D43872	cbajb1	Gorged Igara	a	the	Gorged Igaras	\d	the
_0C8FCD1F6AB63C72	cbajb2	Vulgar Igara	a	the	Vulgar Igaras	\d	the
_C0B019062F964F12	cbajb3	Bloated Igara	a	the	Bloated Igaras	\d	the
_673B290DEA693377	cbajb4	Prime Igara	a	the	Prime Igaras	\d	the
_FCEF120F3F0A7010	cbajc1	Vigilant Igara	a	the	Vigilant Igaras	\d	the
_90B1CD236AF43C73	cbajc2	Hungry Igara	a	the	Hungry Igaras	\d	the
_5B344625C1FD8925	cbajc3	Scavenging Igara	a	the	Scavenging Igaras	\d	the
_3F1035F5F0365F1F	cbajc4	Leering Igara	a	the	Leering Igaras	\d	the
_82DF09F773D78333	cbajd1	Vicious Igara	a	the	Vicious Igaras	\d	the
_9740A25E2A6F28F6	cbajd2	Malignant Igara	a	the	Malignant Igaras	\d	the
_3F9F11FDB2465B20	cbajd3	Mocking Igara	a	the	Mocking Igaras	\d	the
_7F1069FEACA67B28	cbajd4	Carrion Igara	a	the	Carrion Igaras	\d	the
_7D3FE9FE35B77F23	cbaje1	Tracker Igara	a	the	Tracker Igaras	\d	the
_FCC00A14FCEA5818	cbaje2	Volatile Igara	a	the	Volatile Igaras	\d	the
_D3936182540E617E	cbaje3	Frightening Igara	a	the	Frightening Igaras	\d	the
_57009269AD603CFD	cbaje4	Rapacious Igara	a	the	Rapacious Igaras	\d	the
_29E83BA829078F62	cbajf5	Kim-Kol	\d	\d			
_469CC926342DB4F3	cbbda1	Fledgling Izam	a	the	Fledgling Izams	\d	the
_30704129E8D7072F	cbbda2	Lesser Izam	a	the	Lesser Izams	\d	the
_ED0F6125A787F72F	cbbda3	Gentle Izam	a	the	Gentle Izams	\d	the
_899F85E7F292FAFF	cbbda4	Soaring Izam	a	the	Soaring Izams	\d	the
_AD8F111C2A27EF30	cbbdb1	Gorged Izam	a	the	Gorged Izams	\d	the
_303001162B792F30	cbbdb2	Vulgar Izam	a	the	Vulgar Izams	\d	the
_0501FD037270F6FA	cbbdb3	Bloated Izam	a	the	Bloated Izams	\d	the
_189624FA6FE8375C	cbbdb4	Prime Izam	a	the	Prime Izams	\d	the
_3F6E39F6A28AC019	cbbdc1	Vigilant Izam	a	the	Vigilant Izams	\d	the
_F2B14518AB98F731	cbbdc2	Hungry Izam	a	the	Hungry Izams	\d	the
_C5555E25FF5E74F6	cbbdc3	Scavenging Izam	a	the	Scavenging Izams	\d	the
_899F85EFEEB0FA01	cbbdc4	Leering Izam	a	the	Leering Izams	\d	the
_05DF0DE774B2EE19	cbbde1	Tracker Izam	a	the	Tracker Izams	\d	the
_436F2D0123998021	cbbde2	Volatile Izam	a	the	Volatile Izams	\d	the
_2871A9610F2AEC63	cbbde3	Frightening Izam	a	the	Frightening Izams	\d	the
_C40D9149330FD0F9	cbbde4	Rapacious Izam	a	the	Rapacious Izams	\d	the
_A618A87B2157EF97	cbbde5	Dylion	\d	\d			
_C79CC926342DB4F3	cbbja1	Fledgling Izam	a	the	Fledgling Izams	\d	the
_B1704129E8D7072F	cbbja2	Lesser Izam	a	the	Lesser Izams	\d	the
_6E0F6125A787F72F	cbbja3	Gentle Izam	a	the	Gentle Izams	\d	the
_0A9F85E7F292FAFF	cbbja4	Soaring Izam	a	the	Soaring Izams	\d	the
_2E8F111C2A27EF30	cbbjb1	Gorged Izam	a	the	Gorged Izams	\d	the
_B13001162B792F30	cbbjb2	Vulgar Izam	a	the	Vulgar Izams	\d	the
_8601FD037270F6FA	cbbjb3	Bloated Izam	a	the	Bloated Izams	\d	the
_999624FA6FE8375C	cbbjb4	Prime Izam	a	the	Prime Izams	\d	the
_C06E39F6A28AC019	cbbjc1	Vigilant Izam	a	the	Vigilant Izams	\d	the
_73B14518AB98F731	cbbjc2	Hungry Izam	a	the	Hungry Izams	\d	the
_46555E25FF5E74F6	cbbjc3	Scavenging Izam	a	the	Scavenging Izams	\d	the
_0A9F85EFEEB0FA01	cbbjc4	Leering Izam	a	the	Leering Izams	\d	the
_86DF0DE774B2EE19	cbbje1	Tracker Izam	a	the	Tracker Izams	\d	the
_C46F2D0123998021	cbbje2	Volatile Izam	a	the	Volatile Izams	\d	the
_A971A9610F2AEC63	cbbje3	Frightening Izam	a	the	Frightening Izams	\d	the
_450D9149330FD0F9	cbbje4	Rapacious Izam	a	the	Rapacious Izams	\d	the
_27E2A16A8D9BDC6D	cbbjf1	Threatening Izam	a	the	Threatening Izams	\d	the
_439E111EDC961B17	cbbjf2	Enraged Izam	an	the	Enraged Izams	\d	the
_47075A2F06DF8CED	cbbjf3	Tremendous Izam	a	the	Tremendous Izams	\d	the
_489CC926342DB4F3	cbbla1	Fledgling Izam	a	the	Fledgling Izams	\d	the
_32704129E8D7072F	cbbla2	Lesser Izam	a	the	Lesser Izams	\d	the
_EF0F6125A787F72F	cbbla3	Gentle Izam	a	the	Gentle Izams	\d	the
_8B9F85E7F292FAFF	cbbla4	Soaring Izam	a	the	Soaring Izams	\d	the
_AF8F111C2A27EF30	cbblb1	Gorged Izam	a	the	Gorged Izams	\d	the
_323001162B792F30	cbblb2	Vulgar Izam	a	the	Vulgar Izams	\d	the
_0701FD037270F6FA	cbblb3	Bloated Izam	a	the	Bloated Izams	\d	the
_1A9624FA6FE8375C	cbblb4	Prime Izam	a	the	Prime Izams	\d	the
_416E39F6A28AC019	cbblc1	Vigilant Izam	a	the	Vigilant Izams	\d	the
_F4B14518AB98F731	cbblc2	Hungry Izam	a	the	Hungry Izams	\d	the
_C7555E25FF5E74F6	cbblc3	Scavenging Izam	a	the	Scavenging Izams	\d	the
_8B9F85EFEEB0FA01	cbblc4	Leering Izam	a	the	Leering Izams	\d	the
_0F5F3DEBF0F2EE1A	cbbld1	Vicious Izam	a	the	Vicious Izams	\d	the
_090CB14171EEC0EE	cbbld2	Malignant Izam	a	the	Malignant Izams	\d	the
_8B9F4DEBF2D0F602	cbbld3	Mocking Izam	a	the	Mocking Izams	\d	the
_0B9F8509EC90FA10	cbbld4	Carrion Izam	a	the	Carrion Izams	\d	the
_499CC926342DB4F3	cbbpa1	Fledgling Izam	a	the	Fledgling Izams	\d	the
_33704129E8D7072F	cbbpa2	Lesser Izam	a	the	Lesser Izams	\d	the
_F00F6125A787F72F	cbbpa3	Gentle Izam	a	the	Gentle Izams	\d	the
_8C9F85E7F292FAFF	cbbpa4	Soaring Izam	a	the	Soaring Izams	\d	the
_B08F111C2A27EF30	cbbpb1	Gorged Izam	a	the	Gorged Izams	\d	the
_333001162B792F30	cbbpb2	Vulgar Izam	a	the	Vulgar Izams	\d	the
_0801FD037270F6FA	cbbpb3	Bloated Izam	a	the	Bloated Izams	\d	the
_1B9624FA6FE8375C	cbbpb4	Prime Izam	a	the	Prime Izams	\d	the
_426E39F6A28AC019	cbbpc1	Vigilant Izam	a	the	Vigilant Izams	\d	the
_F5B14518AB98F731	cbbpc2	Hungry Izam	a	the	Hungry Izams	\d	the
_C8555E25FF5E74F6	cbbpc3	Scavenging Izam	a	the	Scavenging Izams	\d	the
_8C9F85EFEEB0FA01	cbbpc4	Leering Izam	a	the	Leering Izams	\d	the
_105F3DEBF0F2EE1A	cbbpd1	Vicious Izam	a	the	Vicious Izams	\d	the
_0A0CB14171EEC0EE	cbbpd2	Malignant Izam	a	the	Malignant Izams	\d	the
_8C9F4DEBF2D0F602	cbbpd3	Mocking Izam	a	the	Mocking Izams	\d	the
_0C9F8509EC90FA10	cbbpd4	Carrion Izam	a	the	Carrion Izams	\d	the
_C2B185276874236E	cbcga1	Impure Yber	an	the	Impure Ybers	\d	the
_04AFE9F362486021	cbcga2	Blighted Yber	a	the	Blighted Ybers	\d	the
_4EE0BA7009843982	cbcga3	Contaminated Yber	a	the	Contaminated Ybers	\d	the
_001FD1F97DB9D009	cbcga4	Infected Yber	an	the	Infected Ybers	\d	the
_014049F4A2F9D82D	cbcgb1	Nauseous Yber	a	the	Nauseous Ybers	\d	the
_014F05FBA8899020	cbcgb2	Stinking Yber	a	the	Stinking Ybers	\d	the
_6DDF0D1C6C46EF40	cbcgb3	Morbid Yber	a	the	Morbid Ybers	\d	the
_FFF0710F66C3839C	cbcgb4	Poisoned Yber	a	the	Poisoned Ybers	\d	the
_C53155EF6634EEFB	cbcgc1	Plagued Yber	a	the	Plagued Ybers	\d	the
_CF0F75F3E494F273	cbcgc2	Sickly Yber	a	the	Sickly Ybers	\d	the
_8CD6823408BF0403	cbcgc3	Putrescent Yber	a	the	Putrescent Ybers	\d	the
_41D045F9A68ACC1D	cbcgc4	Virulent Yber	a	the	Virulent Ybers	\d	the
_C56F2519E074EEFC	cbcgd1	Ravaged Yber	a	the	Ravaged Ybers	\d	the
_C6AE8D44722DE4F8	cbcgd2	Festering Yber	a	the	Festering Ybers	\d	the
_DD93017B043C447C	cbcgd3	Pestiferous Yber	a	the	Pestiferous Ybers	\d	the
_2D5F3D27EAB70742	cbcgd4	Raving Yber	a	the	Raving Ybers	\d	the
_45AFCD5A38EFE40F	cbcge1	Pustulous Yber	a	the	Pustulous Ybers	\d	the
_49AF9DF7E294F203	cbcge2	Seeping Yber	a	the	Seeping Ybers	\d	the
_49AF85EFE6F2F603	cbcge3	Foaming Yber	a	the	Foaming Ybers	\d	the
_054E795372EEF400	cbcge4	Revolting Yber	a	the	Revolting Ybers	\d	the
_85EFF1F021685C26	cbcgf1	Demented Yber	a	the	Demented Ybers	\d	the
_C540F5F5E488601B	cbcgf2	Frenzied Yber	a	the	Frenzied Ybers	\d	the
_40DFF5ECA2C8AC29	cbcgf3	Fiendish Yber	a	the	Fiendish Ybers	\d	the
_02ED6936342DC8F7	cbcja1	Fledgling Yber	a	the	Fledgling Ybers	\d	the
_B180412E2A96E73F	cbcja2	Lesser Yber	a	the	Lesser Ybers	\d	the
_6E1F612AE946D73F	cbcja3	Gentle Yber	a	the	Gentle Ybers	\d	the
_0AAFADEFE694FAFF	cbcja4	Soaring Yber	a	the	Soaring Ybers	\d	the
