*HASH_VALUE	placeId	name	da
_21E51E4FFB7A0190	place_lieudit_citiesofintuition_1	Still Waters	\d
_2365BA52FA7A3524	place_lieudit_citiesofintuition_2	Mossy Scarp	\d
_22B4277C9955D68A	place_lieudit_citiesofintuition_3	Mektoub Waterhole	the
_22A5BA372EAEF598	place_lieudit_citiesofintuition_4	Mystic Falls	the
_FC8B19F957685906	place_lieudit_maidengrove_1	Palm Valley	\d
_FBDA1411A8D8F90F	place_lieudit_maidengrove_2	Maiden Pond	\d
_3D3C3511A8F9191F	place_lieudit_maidengrove_3	Slavenhurst	\d
_71F73111A9AE4D10	place_lieudit_maidengrove_4	Fowling Lake	\d
_9652EEE308C47E8C	place_lieudit_maidengrove_5	Great Boulder Tunnel	\d
_D9167A8A842FF9FE	place_lieudit_havenofpurity_1	Bighorn Mountain	\d
_3C9FD1282AFA69DC	place_lieudit_havenofpurity_2	Fustylake	\d
_802F8D7FC160ED92	place_lieudit_havenofpurity_3	Kincher Arch	\d
_B67B641BE71925F6	place_lieudit_groveofumbra_1	Kipee Mull	\d
_F25D690296A98092	place_lieudit_groveofumbra_2	Sly Lake	\d
_37BDC190BF7F8DB4	place_lieudit_groveofumbra_3	Underway Arch	\d
_33FD5A7E83A0C1B6	place_lieudit_groveofumbra_4	Withered Stock	\d
_57A37D6670946562	place_lieudit_knotofdementia_1	The Great Outback	\d
_400FBD907F8C280F	place_lieudit_knotofdementia_2	Desertstock	\d
_7ECECD136BAE180B	place_lieudit_knotofdementia_3	Stainmoor	\d
_D715525A73AE1C0B	place_lieudit_knotofdementia_4	Stainmoor Gate	\d
_57C48A86FAD8897D	place_lieudit_knotofdementia_5	Highland Impasse	\d
_7C2EBD2229D61808	place_lieudit_knotofdementia_6	Hopedell	\d
_C2AF75BBA506F90F	place_lieudit_thevoid_1	Paramount Stock	\d
_BA1A79F891772911	place_lieudit_thevoid_2	The Lost Valley	\d
_6F1FDD14D842A11A	place_lieudit_thevoid_3	Mull of Despond	the
_07A7068C7EF16649	place_lieudit_imperialdunes_1	Valley of Emperors	the
_C1D08D256F98C4DF	place_lieudit_imperialdunes_2	Fourways	\d
_6BA06D2C89EF3DBD	place_lieudit_imperialdunes_3	Canyon Pass	\d
_F5FCB51D270F9DDE	place_lieudit_oflovaksoasis_1	Oasis Rift	\d
_FD50A990410EF596	place_lieudit_oflovaksoasis_2	Clopper Hill	\d
_3B107D246448FCEA	place_lieudit_oflovaksoasis_3	Midpeaks	\d
_7C51851FE7C8B5E4	place_lieudit_oflovaksoasis_4	Barkgully	\d
_32C47DF47ABCDAB2	place_lieudit_oflovaksoasis_5	Route of the Flaming Forest	the
_77DF690855E95006	place_lieudit_sawdustmines_1	The Waste	\d
_73EE8923670921FA	place_lieudit_sawdustmines_2	Highridges	\d
_EBAAAD160310ED04	place_lieudit_sawdustmines_3	Barker Dunes	the
_AFAAC51FAB10010C	place_lieudit_sawdustmines_4	Varynx Rise	\d
_74FE5E78C79FD5C1	place_lieudit_sawdustmines_5	Troubled Water	\d
_733DB18E849FB5B9	place_lieudit_frahartowers_1	Lonesome Pass	\d
_D0D5325F73806DC1	place_lieudit_frahartowers_2	The Vast Expanse	\d
_F3DEB11C69192907	place_lieudit_frahartowers_3	Hightowers	\d
_863C8C1769CDF80B	place_lieudit_thesavagedunes_1	Ash Gorge	\d
_6334927D43AFACB9	place_lieudit_thesavagedunes_2	Thesos Springs	\d
_62E45E80C23E0927	place_lieudit_thesavagedunes_3	Thesos Billabong	the
_B34EDD89417EECEB	place_lieudit_thesavagedunes_4	South Range	\d
_9CC0A680C2BE4D28	place_lieudit_thesavagedunes_5	Thesos Falls Tor	\d
_85E48680021CEFFA	place_lieudit_thesavagedunes_6	Kipucka Plain	\d
_B30C301DECBA25EF	place_lieudit_dunesofexile_1	Dyron Hill	\d
_75FA698A44BFA9A3	place_lieudit_dunesofexile_2	Dragon's Tail	\d
_D9CF691E6C59148C	place_lieudit_dunesofexile_3	Malmont	\d
_B334ED95881F99B1	place_lieudit_dunesofexile_4	Ruins of Mossok	the
_37D93E9548BF95A0	place_lieudit_outlawcanyon_1	Dragon's Spine	\d
_11248A9B80DAE5E9	place_lieudit_outlawcanyon_2	Lucenthead Hurst	\d
_BF760B0661161AE9	place_lieudit_outlawcanyon_3	Dragon's Gullet Impasse	\d
_CB9DFAF2DE057A98	place_lieudit_thescorchedcorridor_1	Flaming Forest	the
_962FDD8843B7AE93	place_lieudit_thescorchedcorridor_2	Varynx Haunt	\d
_B105AAE5D4025E8F	place_lieudit_thescorchedcorridor_3	Secret Kami Oasis	the
_60BD550BE95874B3	place_lieudit_libertylake_1	Darkmoor	\d
_BB6C650529F858B3	place_lieudit_libertylake_2	Lakenisle	\d
_38FD1D1368D83030	place_lieudit_libertylake_3	Blackwater	\d
_BDDA1421AA01151E	place_lieudit_windsofmuse_1	Witchy Coves	the
_38FDAE6AF0AEFC1C	place_lieudit_windsofmuse_2	Muse Watch Lake	\d
_1332FA82C18C8136	place_lieudit_windsofmuse_3	Big Sleep Mountain	\d
_40ECF1C8EEDA68A8	place_lieudit_windsofmuse_4	Windy Way	\d
_042EF59E1EC81D18	place_lieudit_thefount_1	Deathfly Plain	\d
_2A2F69F2DB074BBB	place_lieudit_thefount_2	Fount Porch	\d
_2AA971EB98C64BBB	place_lieudit_thefount_3	Fount Lake	\d
_ACA9A9F25B187CAF	place_lieudit_thefount_4	Southlakes	the
_B0B55E30E4FF39FC	place_lieudit_thefount_5	Ponders End Pillars	\d
_6F90EA75021FA1BF	place_lieudit_bountybeaches_1	Torbak Spread	\d
_830F548A033F41DF	place_lieudit_bountybeaches_2	Cute Springs	\d
_6054D4F19ED5FA49	place_lieudit_bountybeaches_3	Cute Springs Twining	\d
_23377A7CC2AEDD8F	place_lieudit_bountybeaches_4	Liberty Gateway	\d
_421F54206779ADE0	place_lieudit_bountybeaches_5	Twin Tops	\d
_0026ED8F42DF2591	place_lieudit_bountybeaches_6	Rift of Strife	the
_B8CABD1B47AE65E3	place_lieudit_enchantedisle_1	Tippy Peaks	\d
_B7CABD85846E35E0	place_lieudit_enchantedisle_2	Baily Lagoon	\d
_D9546930447E9505	place_lieudit_enchantedisle_3	Mire of the Dire	the
_FC151E827C8B3DF3	place_lieudit_enchantedisle_4	Graveyard Walk	\d
_DCE4267C50D0064C	place_lieudit_enchantedisle_5	Enchanted Circle	\d
_2D7FDD83038D38F2	place_lieudit_lagoonsofloria_1	Gusty Gorge	\d
_F9115E7FC10C4020	place_lieudit_lagoonsofloria_2	Lake Superior	\d
_37EAAD1E2ACC341A	place_lieudit_lagoonsofloria_3	Hush Hole	\d
_88470A6FBBCBE815	place_lieudit_the_windy_gate_1	Ruins of Leron	the
_8907026EB4A0A57E	place_lieudit_the_windy_gate_2	Halls of Darkring	the
_96A55926003F0877	place_lieudit_the_windy_gate_3	The Fallen Tree	\d
_1B77D652AD6FE574	place_lieudit_the_windy_gate_4	Windygate Column	\d
_A3049E4AB61D1E9E	place_lieudit_gateofobscurity_1	Alleyways Bluff	\d
_F06E818C757C9509	place_lieudit_gateofobscurity_2	High Henge	\d
_426EC12D9DDDB12D	place_lieudit_gateofobscurity_3	Lowhills	\d
_419EAD8BB60CDD2F	place_lieudit_gateofobscurity_4	Darkenwell	\d
_A489686D2848EC6D	place_lieudit_nexus_1	The Concha	\d
_6779912FE004D832	place_lieudit_nexus_2	Destiny's End	\d
_11BAF02D2988C054	place_lieudit_nexus_3	Hammer Hills	the
_FDBDF4DB65E891ED	place_lieudit_nexus_4	The Forsaken Camp	\d
_CFD396CEE116EE90	place_lieudit_the_abyss_of_ichor_1	Hallowed Mountain	\d
_99B2C1288291D288	place_lieudit_the_abyss_of_ichor_2	Saprun Watch	\d
_D8A2256C40002922	place_lieudit_the_abyss_of_ichor_3	Templedoom	\d
_49630D6A9E56C263	place_lieudit_the_trench_of_trials_1	Eerie Valley	\d
_CEF4566CC09F1170	place_lieudit_the_trench_of_trials_2	Yelkgrove	\d
_C2007270C1CFCE73	place_lieudit_the_trench_of_trials_3	Spooky End	\d
_9BE1C4646723A693	place_lieudit_the_elusive_forest_1	Land of Plenty	the
_829CF96A8751FD27	place_lieudit_the_elusive_forest_2	Highwell	\d
_CBB3096D0B57AE7B	place_lieudit_the_elusive_forest_3	Underwood Woe	\d
_A0A2911E09212DA2	place_lieudit_the_elusive_forest_4	Grotto Pass	\d
_9BDBDEB34A32BE9F	place_lieudit_the_elusive_forest_5	Three Totems Pass	\d
_78D96E6B9117D206	place_lieudit_the_elusive_forest_6	Giant Mushroom Pass	\d
_5BE67A11F07FF584	place_lieudit_the_under_spring_1	Deadtree Hole	\d
_2FE14968B350B1F8	place_lieudit_the_under_spring_2	Sap Marsh	\d
_9D481E4A1F7FD286	place_lieudit_the_under_spring_3	Furtive Waters	\d
_2097EA1FF11F4182	place_lieudit_the_under_spring_4	Ruins of Tryde	the
_5A269A2071868E83	place_lieudit_the_under_spring_5	Shooting Meadow	\d
_241D67F3180FB983	place_lieudit_the_land_of_continuity_1	Wings of Spite	the
_26DC67507B395681	place_lieudit_the_land_of_continuity_2	Great Mushroom Wood	\d
_BDE9B29A1D19BEEB	place_lieudit_the_land_of_continuity_3	The Cursed Cavern	\d
_9EE6F6EFA1228934	place_lieudit_the_land_of_continuity_4	Grotto Walk	\d
_21B5D3E79E627134	place_lieudit_the_land_of_continuity_5	Midway Point	\d
_A0E5FA5B3678B92B	place_lieudit_the_sunken_city_1	Saplake Major	\d
_22852E69F288B525	place_lieudit_the_sunken_city_2	Haunted Gorge	\d
_8FD6CEF654E02984	place_lieudit_the_sunken_city_3	Dragon Horns Valley	\d
_20363A5BAA09827D	place_lieudit_forbidden_depths_1	Cursed Impasse	\d
_26AB4F40D6DADF32	place_lieudit_forbidden_depths_2	Hall of the Mountain Bane	the
_43D6BE3BE03EF813	place_lieudit_forbidden_depths_3	Demon's Lap	\d
_9BE5261797F0E5B6	place_outpost_matis_15	Psykopla Knoll Trading Post	\d
_9E955D2DB01E08E0	place_outpost_matis_05	The Rising Border Post	\d
_FDDF8294734D1FCF	place_outpost_matis_06	Southeast Trade Post	\d
_276F7127A032A330	place_outpost_matis_07	Finder's Farm	\d
_AF8F913A2B389760	place_outpost_matis_08	Trove Workshop	\d
_0CDFF97A30EC4CD9	place_outpost_matis_09	Kami Circle Magic Pole	\d
_DDF39152C9DD0457	place_outpost_matis_16	Runninghill Border Post	\d
_AFD0653A6A689361	place_outpost_matis_17	Wooky Workshop	\d
_1551FEAC447A2346	place_outpost_matis_18	Dryland Gate Stronghold	\d
_4F00F10722E4CD49	place_outpost_matis_19	Runninghill Research Center	\d
_80FF6D9502E9F4D8	place_outpost_matis_20	Ryecliff Stronghold	\d
_BDBD2036ABA7949D	place_outpost_matis_21	Torbak Hill Farm	\d
_08C716A9C5FCFFD0	place_outpost_matis_22	Smitten Mount Workshop	\d
_ECD1753646FCCBBF	place_outpost_matis_23	Smitten Mount Farm	\d
_C2610B10DA12A018	place_outpost_matis_01	Panting Pass Research Center	\d
_FD4F81286E8EC098	place_outpost_matis_02	Stalia Stronghold	\d
_B7DB991E9F080FD1	place_outpost_matis_03	Fearing Fen Farm	\d
_42EF6D35E33910DE	place_outpost_matis_04	Fencoomb Workshop	\d
_585666AC47FB5008	place_outpost_matis_28	Little Mountain Workshop	\d
_170576ACA2815001	place_outpost_matis_29	Little Mountain Stronghold	\d
_C26112A102D2C42C	place_outpost_matis_30	Berello Gorge Border Post	\d
_76BCF7E6C446C678	place_outpost_matis_31	Virginia Falls Diplomatic Outpost	\d
_16A1F294799F2D04	place_outpost_matis_32	Virginia Falls Magic Pole	\d
_E27BBA05A2D565E2	place_outpost_matis_10	Upper Hovel Diplomatic Outpost	\d
_93DAC8C4EB574350	place_outpost_matis_11	Folly Farm	\d
_8150691475FC20EC	place_outpost_matis_12	Greenpool Workshop	\d
_755CA30BD88C2C00	place_outpost_matis_13	Chilling Swamp Research Center	\d
_C7B3E6A8E20210E0	place_outpost_matis_14	Maze of Sprite Border Post	\d
_02E04A8AF11D40E8	place_outpost_matis_24	Westgrove Stronghold	\d
_01E0A522316C48ED	place_outpost_matis_25	Eastgrove Workshop	\d
_1B465A313103094F	place_outpost_matis_26	Highgrove Research Center	\d
_AFCF8939E9679362	place_outpost_matis_27	Ginti Workshop	\d
_C36C782A2CA83799	place_outpost_zorai_08	Qai-Du Workshop	\d
_032AA1E4A947F396	place_outpost_zorai_09	Land's End Farm	\d
_40CD74977FCA14E6	place_outpost_zorai_10	Sai-Shun Stronghold	\d
_016DC992459EAC9C	place_outpost_zorai_11	Maiden Pond Workshop	\d
_C20E29A349DB838E	place_outpost_zorai_12	Bighand Border Post	\d
_B706B292C98F40A3	place_outpost_zorai_13	Great Boulder Workshop	\d
_76159184087E2113	place_outpost_zorai_14	Great Boulder Trade Post	\d
_4F2FA59987ABD45F	place_outpost_zorai_20	Kincher Arch Border Post	\d
_80608520B94D0CDF	place_outpost_zorai_21	Fustylake Workshop	\d
_14D204357D7859A8	place_outpost_zorai_22	Demon's Crossroads Diplomatic Outpost	\d
_7FB51A93FE97FFE2	place_outpost_zorai_23	Bighorn Mountain Farm	\d
_1530E2A73F8035FD	place_outpost_zorai_01	Withered Stock Magic Pole	\d
_01BE09EE31071F99	place_outpost_zorai_02	Gu-Qin Workshop	\d
_FC5C2C2AB1F7B09B	place_outpost_zorai_03	Doomed Maze Farm	\d
_4BD5B69AFE1B1129	place_outpost_zorai_04	Underway Arch Stronghold	\d
_9AB59256CA9B9791	place_outpost_zorai_05	Gu-Qin Research Center	\d
_8725F28C88DDB8E0	place_outpost_zorai_06	Umbra Highback Workshop	\d
_76B7F5D4D840B9CC	place_outpost_zorai_07	Sly Lake Crossroads Border Post	\d
_D8C3F99CBA68EBCF	place_outpost_zorai_24	Jen-Laï Research Center	\d
_BD1E8D36495C0BEA	place_outpost_zorai_25	Lonview Stronghold	\d
_C1AFFE76387F2CE8	place_outpost_zorai_26	Stainmoor Stronghold	\d
_FFF6266871FB5CDF	place_outpost_zorai_27	Stainmoor Border Post	\d
_002D0C3469D760F0	place_outpost_zorai_28	Desertstock Farm	\d
_B795AA8F467F70B1	place_outpost_zorai_29	Great Outback Workshop	\d
_2638D5F5EAE53A73	place_outpost_zorai_30	Ni-Jing Farm	\d
_07657E5F4A8E0BCF	place_outpost_zorai_15	Zo-Kian Ruins Workshop	\d
_569F05AA450D40DD	place_outpost_zorai_16	Lost Valley Stronghold	\d
_58A5FA8D735ED059	place_outpost_zorai_17	Paramount Stock Workshop	\d
_FF1E7D298BCD17D9	place_outpost_zorai_18	Staring Stronghold	\d
_7F5C18356A0864EF	place_outpost_zorai_19	Witherstock Farm	\d
_3C0F567EB96B13E4	place_outpost_fyros_14	Blackburn Trade Post	\d
_01F0850E9E96676B	place_outpost_fyros_10	Northlake Farm	\d
_BFDF9A8F799BEBD0	place_outpost_fyros_11	Northlake Trade Post	\d
_C2E0991F370D14E9	place_outpost_fyros_12	Barkgully Workshop	\d
_BE936A8FA73411E6	place_outpost_fyros_13	West Blackburn Border Post	\d
_0A0536AF89BD45E9	place_outpost_fyros_17	Barker Canyon Stronghold	\d
_2F7F994109BD6C70	place_outpost_fyros_18	Barker Canyon Farm	\d
_097D53C065530D29	place_outpost_fyros_19	Highridges Diplomatic Outpost	\d
_C7172DA1C948FBDF	place_outpost_fyros_20	Workshop of the Waste 	\d
_DBB6528E0A2B8793	place_outpost_fyros_21	Thesos Research Center	\d
_383B5D59892C68ED	place_outpost_fyros_06	East Dyron Workshop	\d
_439262814D24B1DA	place_outpost_fyros_07	Frahar Towers Border Post	\d
_0217CE4C0B7D28EF	place_outpost_fyros_08	Hightowers Stronghold	\d
_02A0E9DDF10773ED	place_outpost_fyros_09	Hightowers Farm	\d
_5D256E930D350DBA	place_outpost_fyros_22	Thesos Springs Stronghold	\d
_4A25269B4CCD03C9	place_outpost_fyros_23	Running Ridge Workshop	\d
_E2DA0E01E7C43DED	place_outpost_fyros_24	South Range Diplomatic Outpost	\d
_EC1FB94002BAE4BF	place_outpost_fyros_25	Southend Dune Farm	\d
_8161728C4983DC1D	place_outpost_fyros_26	Kipucka Plain Border Post	\d
_4C56B2383C8DF8B5	place_outpost_fyros_01	Dyron Hill Border Post	\d
_C9C43D9E4A4D64BF	place_outpost_fyros_02	North Dyron Stronghold	\d
_4AF5128B46C95087	place_outpost_fyros_03	Dragon's Tail Workshop	\d
_263999346B944A7D	place_outpost_fyros_04	Malmont Farm	\d
_01AE559785BDC49B	place_outpost_fyros_05	Canyon Road Workshop	\d
_99952A96C72F99C0	place_outpost_fyros_15	Dragon's Spine Stronghold	\d
_5AA53E92C798FCC1	place_outpost_fyros_16	Dragon's Spine Workshop	\d
_C0FF5D8B04C9D09D	place_outpost_fyros_27	Woodburn Magic Pole	\d
_835F899D85C934E4	place_outpost_fyros_28	Woodburn Stronghold	\d
_C486726F2689400C	place_outpost_tryker_02	Darkmoor Border Post	\d
_42511692C2BA0320	place_outpost_tryker_03	Dainty Isle Workshop	\d
_892EA529697617C8	place_outpost_tryker_04	Sandy Workshop	\d
_6BB89D30E2F43AB1	place_outpost_tryker_05	Farely Farm	\d
_4326D25E3768D412	place_outpost_tryker_06	Greenvale Trade Post	\d
_010C58382706241C	place_outpost_tryker_07	Windermeer Farm	\d
_6125AE3C6DDEDC03	place_outpost_tryker_23	Loriagate Border Post	\d
_88CF951DF20DE822	place_outpost_tryker_24	Windyway Workshop	\d
_0B54F17D2E2CD4F8	place_outpost_tryker_25	Muse Watch Lake Farm	\d
_B1EFB126848DECEE	place_outpost_tryker_26	Threepillars Farm	\d
_85DFA92970FC2C10	place_outpost_tryker_27	Musemere Workshop	\d
_48BD35A07E0D98CA	place_outpost_tryker_08	Fount Lake Workshop	\d
_2462B551423CE897	place_outpost_tryker_09	Bountygate Border Post	\d
_5E40D64F7F7C843E	place_outpost_tryker_10	Fount Porch Trade Post	\d
_08DF99A7BFCA57BD	place_outpost_tryker_11	Corrie Finley Farm	\d
_7EB126A23A185419	place_outpost_tryker_12	Ponders End Workshop	\d
_7A4CEB15177421FD	place_outpost_tryker_18	Cute Springs Research Center	\d
_2254130948D9087F	place_outpost_tryker_19	Liberty Gateway Border Post	\d
_43EBE3179924C29E	place_outpost_tryker_20	Cute Springs Twining Stronghold	\d
_734E7133C7CCFFED	place_outpost_tryker_21	Tupile Trade Post	\d
_476F812B328D241A	place_outpost_tryker_22	Twintops Workshop	\d
_F5A8F3129E804098	place_outpost_tryker_13	Tippy Peaks Diplomatic Outpost	\d
_61E45E923D78B836	place_outpost_tryker_14	Sinking Sands Workshop	\d
_0515D24DB7B90809	place_outpost_tryker_15	Eastshore Magic Pole	\d
_BB3C0FC70CEE64EB	place_outpost_tryker_16	Graveyard Gate Research Center	\d
_44E1DFED4C8EBD7E	place_outpost_tryker_17	Mire of the Dire Stronghold	\d
_A5E5B62E2F2EDC03	place_outpost_tryker_28	Watergate Border Post	\d
_C26EA13BA85DC0C7	place_outpost_tryker_29	Loria Stronghold	\d
_44800B071C726900	place_outpost_tryker_30	Loria Ponds Research Center	\d
_46B02684B14C1C0F	place_outpost_tryker_31	Whirling Stronghold	\d
_83B23EA1420CACC7	place_outpost_tryker_32	Gusty Gorge Workshop	\d
_2B2A3040CA41E10C	place_outpost_pr_04	Ruins of Leron Workshop	\d
_1B28EAA8E474F906	place_outpost_pr_05	Halls of Darkring Research Center	\d
