*HASH_VALUE	title_id	name	women_name	
_9F6638B16165E4A1	gn_bandit_thevoid_2	Grapplers del Goo		
_E4A80110294A810D	gn_bandit_thevoid_3	Villanos del Vacio		
_59F7589C95EAA096	gn_bandit_upperbog_1	Rastreros de la Savia		
_185774C1A71AF07E	gn_bandit_upperbog_2	Golpeadores de los Arbustos		
_14435826A9D9F893	gn_bandit_upperbog_3	Piratas/Vagabundos de la Stalia		
_B2404D2220669C88	gn_bandit_windsofmuse_1	Vasos/Malabarista de la Musa		
_4350251BA0B61854	gn_bandit_windsofmuse_2	Curtidores del Acantilado		
_D650811B61269C81	gn_bandit_windsofmuse_3	Asaltantes de la Musa		
_04B29E80817EAD6C	gn_bandit_windsofmuse_4	Vientos Perversos del Oeste		
_974EBE71857F49AB	gn_class_apprentice_trader	Aprendiz de Vendedor/Comerciante		
_0FFBE24C1B17562E	gn_class_arcane_apprentice	Mago de la Elite Mayor		
_1DB612296E4B0E7A	gn_class_arcane_master	Mago de la Elite de Veteranos		
_7BE6B973CA02D906	gn_class_archery_lord	Tirador Fuerte Veterano		
_AD3FF465C4B1B9B1	gn_class_archery_master	Tirador Fuerte Mayor		
_BF35F2474E2FA8CA	gn_class_archery_recruit	Tirador Fuerte Joven		
_05BE38C86D31411B	gn_class_assassin	Tirador Fuerte Poderoso		
_A666A89D6CEB5CB6	gn_class_bodyguard	Escolta		
_449DB905FE446315	gn_class_bowmen	Tirador Regular Joven		
_680D09761B791F2F	gn_class_captain	Maestro Guerrero Mayor		
_1C34927CC4BCC4BC	gn_class_charm_adept	Mago Joven Poderoso		
_1B641E863959B414	gn_class_charm_expert	Mago Poderoso Mayor		
_6EFAA6800280817F	gn_class_cleric	Curandero de la Elite Veterano		
_40FEA1C52B2C3D1F	gn_class_conjurer	Mago Fuerte Veterano		
_6C880A670543357B	gn_class_conscript	Guerrero Joven Regular		
_FB6632F5443E62D8	gn_class_cure_adept	Maestro Curandero Joven		
_61183C6503FFD960	gn_class_cure_expert	Maestro Curandero Veterano		
_7FB6706CBE4120F2	gn_class_cure_master	Maestro Curandero Mayor		
_BE3E17C1E5AF781E	gn_class_elite	Guerrero de la Elite Joven		
_C16D0E8E440040D5	gn_class_executionner	Tirador Poderoso Mayor		
_C88D38E8BDFB5B0C	gn_class_expert	Guerrero de la Elite Mayor		
_810C44A8689F7522	gn_class_fighter	Guerrero Poderoso Mayor		
_2607968AB1F9A49C	gn_class_forager	Cosechador/Recolector 		
_AC5AE7D73951AFFB	gn_class_healing_apprentice	Curandero Periódico Joven		
_D924028287EEB4B7	gn_class_legionnaire	Guerrero Poderoso Joven		
_60020157C3426C76	gn_class_life_surgeon	Curandero de la Elite Mayor		
_3B7BD730818039A2	gn_class_magician	Maestro Mago Veterano		
_C1AF9702679197A5	gn_class_major	Maestro Guerrero Joven		
_AC0F99FE664BB07A	gn_class_medic	Curandero Fuerte Mayor		
_6796449BAB5A3CA5	gn_class_milician	Guardián		
_9ABCE64F229C1585	gn_class_mystical_adept	Maestro Mago Joven		
_04045EE8F440D490	gn_class_mystical_expert	Maestro Mago Mayor		
_6437B0A16788A4A7	gn_class_noble	Camarada		
_306D211280A075FF	gn_class_priest	Curandero de la Elite Joven		
_81A0B1E0E4F45394	gn_class_private	Guerrero Fuerte Mayor		
_DD65628AC5908F40	gn_class_professional	Tirador Poderoso Veterano		
_C721327A4500FD3C	gn_class_range_adept	Tirador Periódico Veterano		
_77B5B2678B6CA8D5	gn_class_range_master	Tirador de la Elite Veterano		
_C0D3209F684F812E	gn_class_recruit	Guerrero Periódico Mayor		
_0FA6226535F72A71	gn_class_ritual_master	Curandero Fuerte Veterano		
_C30AB1164AC0411D	gn_class_sergent	Guerrero Poderoso Veterano		
_7FFF6DF82F9B91C1	gn_class_shaman	Curandero Fuerte Joven		
_A1F32251304D271B	gn_class_shooting_elite	Tirador de la Elite Joven		
_837DE27F7C6A9D8D	gn_class_shooting_lord	Tirador de la Elite Mayor		
_82B1DD0D48A0591C	gn_class_soldier	Guerrero Periódico Veterano		
_F12BBB0B04C0FDF3	gn_class_sorcerer	Mago de la Elite Joven		
_15424D1C22F66692	gn_class_sorcery_apprentice	Mago Fuerte Joven		
_3C131E697F2F64D1	gn_class_sorcery_master	Mago Fuerte Mayor		
_B8289067014F7DF5	gn_class_spellcaster	Mago Fuerte Joven		
_43642EED81DEDCD2	gn_class_throwing_adept	Maestro Tirador Joven		
_01D5384B828A4025	gn_class_throwing_expert	Maestro Tirador Mayor		
_9CE6404780F73596	gn_class_throwing_master	Maestro Tirador Veterano		
_A65814B3DE6B2CA1	gn_class_trader	Explorador		
_65F880AA6E6968A6	gn_class_traveler	Viajero		
_64D602589240C40B	gn_class_treat_adept	Curandero Poderoso Mayor		
_DDBB2EEB2064F6B7	gn_class_treat_apprentice	Curandero Poderoso Joven		
_80EFF5E168038F09	gn_class_trooper	Guerrero Fuerte Joven		
_7EBCE72C828089A5	gn_class_warchief	Maestro Guerrero Veterano		
_4389D91207102D19	gn_class_warlock	Mago Poderoso Veterano		
_BA59B0BB85F1552C	gn_class_warlord	Guerrero de la Elite Veterano		
_D43585BDEEEBB00E	gn_class_warmaster	Señor de la Guerra		
_05AFBDDA1F892C16	gn_class_warrior	Guerrero Fuerte Veterano		
_286E452F6126AF9C	gn_darkeningsap_static_guard_5	Guardia		
_45B7DCA3A9E04CB2	gn_forager	Cosechador/Recolector 		
_B59C8E8683909DC8	gn_fraharhunters_guards_w_10	Guardia Poderoso		
_5CEB24AD6A6904BC	gn_fyros_defender	Defensor Fyros		
_28582835AF18C8B4	gn_fyros_officer	Oficial Fyros		
_4DC81556748F111A	gn_green_seed_noble	Jefe de Guerra Ordinario		
_644C556B01400116	gn_green_seed_volunteer	Voluntario Regular		
_2677B899A5787FAB	gn_guard_inv_1	Guardia		
_2677B899A57883AB	gn_guard_inv_2	Guardia		
_09592DFADF44F498	gn_kami_sentinel	Centinela Kami		
_5F79285F42CDEDF3	gn_karavan_guard_h_1	Guardián Karavan 		
_39E8DDB6035F70FD	gn_karavan_guardian	Guardián Karavan 		
_81DF25198B97A80A	gn_levier_volunteer	Voluntario Regular		
_06ED994C4EDB1DCF	gn_leviers_noble	Jefe de Guerra Ordinario		
_6BD74435AFB8D096	gn_matis_officer	Oficial Matis		
_628B6CAD6AB92C9C	gn_matis_voluteer	Defensor Matis		
_B875480402405716	gn_mystical__adept	Maestro Mago Joven		
_0C0D4D76346F8D2A	gn_professionnal	Tirador Poderoso Veterano		
_2DB778352D38BA9C	gn_zorai_officer	Oficial Zoraï		
_66A8630CEAB89CED	gn_zorai_voluteer_f	Defensor Zoraï		
_14B9F493A7FD7884	fct_steward	 (Administrador/Mayordomo)		
_A60BCD9FF551E100	fct_k_pactgiver	 (Dador del Pacto Kami)		
_C835544345DE31D6	fct_kv_pactgiver	 (Dador del Pacto Karavan)		
_87E51509F5291577	fct_kitin_mg_1	 (Vigilante de la Amenaza Kitin)		
_87E51509F5291977	fct_kitin_mg_2	 (Vigilante de la Amenaza Kitin)		
_87E51509F5291D77	fct_kitin_mg_3	 (Vigilante de la Amenaza Kitin)		
_87E51509F5292177	fct_kitin_mg_4	 (Vigilante de la Amenaza Kitin)		
_3FCD2DC92075146F	fct_goo_obs	 (Observador del Goo)		
_2459F030D15C6A9E	fct_bg	 (Guardaespaldas)		
_1EE570945970A0B0	fct_kami_adept	 (Adepto Kami)		
_6CE520262C272D41	fct_larmor_merchant	 (Comerciante de Armaduras Livianas)		
_8B063650BE46513E	fct_marmor_merchant	 (Comerciante de Armaduras Medianas)		
_CEC636262C272D2F	fct_harmor_merchant	 (Comerciante de Armaduras Pesadas)		
_E8C2E2AB12F1C516	fct_ctool_merchant	 (Comerciante de Herramientas de Fabricación)		
_C7C2E6A21071C139	fct_ttool_merchant	 (Comerciante de Herramientas para Domar)		
_46397A6690A2A529	fct_htool_merchant	 (Comerciante de Herramientas de Cosecha/Recolección)		
_32214E28C1BED0C7	fct_shield_merchant	 (Comerciante de Escudos)		
_EBFB3438BF0A71F2	fct_ammo_merchant	 (Comerciante de Municiones)		
_919CA19DDAA4D948	fct_rangeweapon_merchant	 (Comerciante de Armas de Alcance)		
_DBF2A497BA13E943	fct_meleeweapon_merchant	 (Comerciante de Armas de Combate Cuerpo a Cuerpo)		
_ADE0C9FD9644E8C0	fct_stableboy_merchant	 (Mozo de Cuadra)		
_7996632501A4593B	fct_rm_merchant	 (Comerciante de Materias Primas)		
_2EAB05EA910C19BE	fct_jewel_merchant	(Comerciante de Joyas)		
_AA2B200E2D36C3C5	fct_tool_merchant	(Comerciante de Herramientas)		
_70F01D08DCBDE22A	fct_plarmor_merchant	(Comerciante de Composición de Armaduras Livianas)		
_8F1133326EDC0A26	fct_pmarmor_merchant	(Comerciante de Composición de Armaduras Medianas)		
_D2D13308DCBDD21C	fct_pharmor_merchant	(Comerciante de Composición de Armaduras Pesadas)		
_67DC179F14F41E56	fct_parmor_merchant	(Comerciante de Composición de Armaduras)		
_6042CC304B5EAAC5	fct_pctool_merchant	(Comerciante de Composición de Herramientas de Fabricación)		
_3F42D02749DEEAD7	fct_pttool_merchant	(Comerciante de Composición de Herramientas de Doma)		
_BEB964EBC90F9ED3	fct_phtool_merchant	 (Comerciante de Composición de Recolección de Herramientas)		
_53877FC88D83DD4B	fct_ptool_merchant	 (Comerciante de Composición de Herramientas)		
_364B7705315585A9	fct_pshield_merchant	(Comerciante de Composición de Escudos)		
_945793F5DF57478B	fct_pammo_merchant	(Comerciante de Composición de Municiones)		
_34E7EFB6CA0DB3F8	fct_prangeweapon_merchant	 (Comerciante de Composición de Armas de Alcance)		
_7E3DF2AEAADC9FF8	fct_pmeleeweapon_merchant	 (Comerciante de Composición de Armas de Combate Cuerpo a Cuerpo)		
_E83DEC0A055E761D	fct_prm_merchant	 (Comerciante de Composición de Materias Primas)		
_A62BEF654E075666	fct_pjewel_merchant	 (Comerciante de Composición de Joyas)		
_AA2319C048ABD076	fct_mf_welcomer	 (Recibidor del Gremio del Combatiente Cuerpo a Cuerpo)		
_FD25F4C9262CF297	fct_rf_welcomer	 (Recibidor del Gremio del Luchador de Alcance)		
_61BD0474ED26592D	fct_mh_welcomer	 (Recibidor del Gremio del Curandero Lanzador)		
_61ADF43F30FF58F1	fct_mb_welcomer	 (Recibidor del Gremio del Lanzador de Parachoques)		
_909C344AEF81E95D	fct_ma_welcomer	 (Recibidor del Gremio del Lanzador de Ataque)		
_061720C2F34C9125	fct_t_welcomer	 (Recibidor del Gremio del Comerciante)		
_376864BFF40BEDAB	fct_h_welcomer	 (Recibidor del Gremio del Guardabosque)		
_7F8454BBF7BB39C9	fct_f_welcomer	 (Recibidor del Gremio del Artesano)		
_A5657CBE7FDECF61	fct_welcomer	 (Recibidor del Gremio)		
_015226EF338D0839	fct_p_caretaker	 (Conserje de Apartamento Homin)		
_3E3226F7299DCE6C	fct_g_caretaker	 (Conserje de Apartamento de Gremio)		
_E519A4C75ED1939F	fct_caretaker	 (Conserje)		
_B52DAAA1521B7120	fct_mf_chief	 (Líder del Gremio del Luchador de Cuerpo a Cuerpo)		
_B7B61AEE5A87959D	fct_rf_chief	 (Líder del Gremio del Luchador de Alcance)		
_9B308580B8C348B3	fct_mh_chief	 (Líder del Gremio del Curandero Lanzador)		
_FF89948078835CBD	fct_mb_chief	 (Líder del Gremio del Lanzador de Parachoques)		
_09E3463D348484B8	fct_ma_chief	 (Líder del Gremio del Lanzador de Ataque)		
_2DE15522C48C2BE5	fct_t_chief	 (Líder del Gremio del Comerciante)		
_B30E653382BD3BE5	fct_h_chief	 (Líder del Gremio del Recolector)		
_EB801C08755C0FE7	fct_f_chief	 (Líder del Gremio del Artesano)		
_EB80452EC33FA0E9	fct_mission_officer	 (Oficial de la Misión)		
_52AA28B8A564B964	fct_mv_guard	 (Guarida Yrkanis)		
_BDBFAD6B2D3FF9CF	fct_mv_guardchief	 (Jefe de la Guardia Yrkanis)		
_51DA74AEE1A1531A	fct_ma_guard	 (Guardia de Natae)		
_2B7F797EABFCC0E4	fct_ma_guardchief	 (Jefe de la Guardia de Natae)		
_51DA7CAE5FA1571A	fct_mb_guard	 (Guardia de Davae)		
_2B7F7980AB5CC4E4	fct_mb_guardchief	 (Jefe de la Guardia de Davae)		
_51DA54AEEBB3621A	fct_mc_guard	 (Guardia de Avalae)		
_2B7F7976AB7F4DA6	fct_mc_guardchief	 (Jefe de la Guardia de Avalae)		
_934C39F8D52E7365	fct_mf_guard	 (Guardia de la Frontera)		
_BE7B1B4740912E20	fct_tax_collector	 (Recolector de Impuestos)		
_A42A681392D4B3A5	fct_tribe_chief	 (Jefe de Tribu)		
_D2B1C889DEC55B75	fct_barman	 (Tabernero)		
_51016F702E6A647A	fct_mayor	 (Alcalde)		
_D6755C68AE259788	fct_amayor	 (Asistente del Alcalde)		
_6DEFA5986EB0A4F7	fct_natae_chief	 (Jefe de la Villa de Natae)		
_6DEFA5986EF0A4E3	fct_davae_chief	 (Jefe de la Villa de Davae)		
_ECAD5722C19AA1DB	fct_avalae_chief	 (Jefe de la Villa de Avalae)		
_688A5BE31E95375E	fct_counselor	 (Consejero del Rey)		
_62AB98824E56CEAF	fct_cutthroat	 (Degollador Matis)		
_590498C825847C90	fct_bandit_chief	 (Jefe de los Bandidos)		
_6F5E3CC02C56331C	fct_mv_intendant	 (Intendente de Yrkanis)		
_6E8E88B623C334D2	fct_ma_intendant	 (Intendente de Natae)		
_6E8E90B6A1C338D2	fct_mb_intendant	 (Intendente de Davae)		
_6E8E68B62DD543D2	fct_mc_intendant	 (Intendente de Avalae)		
_5F8E80C426C388B6	fct_zv_intendant	 (Intendente de Zora)		
_284A70BA2255F317	fct_za_intendant	 (Intendente de Jen-Laï)		
_E54A70BEE355F51E	fct_zb_intendant	 (Intendente de Min-Cho)		
_2FAC6B446B45E725	fct_zc_intendant	 (Intendente de Hoï-Cho)		
_150A80CEA4C388A2	fct_fv_intendant	 (Intendente de Pyr)		
_F0AF4CBDA5C3D815	fct_fa_intendant	 (Intendente de Thesos)		
_B06E80CEA1C338CB	fct_fb_intendant	 (Intendente de Dyron)		
_2F9F5CDFBC196111	fct_tv_intendant	 (Intendente de Fairhaven)		
_6EBE1430BE19E922	fct_ta_intendant	 (Intendente de Windermeer)		
_32AF40337B19C511	fct_tc_intendant	 (Intendente de Crystabell)		
_6DBE70BA2D67D41C	fct_tb_intendant	 (Intendente de Avendale)		
_42DA6CBC9EB29B64	fct_zv_guard	 (Guardia de Zora)		
_E1BB797C2EBD14F1	fct_zv_guardchief	 (Jefe de la Guardia de Zora)		
_0B965CB25CFD795F	fct_za_guard	 (Guardia de Jen-Laï)		
_39EDA878ACBC64E0	fct_za_guardchief	 (Jefe de la Guardia Jen-Laï)		
_C8965CB61DFD7B66	fct_zb_guard	 (Guardia de Min-Cho)		
_FB5DA878ADEC6860	fct_zb_guardchief	 (Jefe de la Guardia de Min-Cho)		
_12F8573CE4536D6D	fct_zc_guard	 (Guardia de Hoï-Cho)		
_BCAF01374E0E69DC	fct_zc_guardchief	 (Jefe de la Guardia de Hoï-Cho)		
_91566CC6DE60DF4D	fct_fv_guard	 (Guardia de Pyr)		
_E129987CB11D14DD	fct_fv_guardchief	 (Guardia de Pyr)		
_2CE3104044200DA7	fct_fv_rookieguard	 (Guardia Novato de Pyr)		
_BD1FC16F6D5DC006	fct_fa_guardchief	 (Jefe de la Guardia de Thesos)		
_D3FB38B51ED15E5D	fct_fa_guard	 (Guardia de Thesos)		
_2B0FB17CB15CC4DD	fct_fb_guardchief	 (Jefe de la Guardia de Dyron)		
_93BA6CC65FA15713	fct_fb_guard	 (Guardia de Dyron)		
_934C39F8D52E735E	fct_ff_guard	 (Guardia de la Frontera)		
_12EB48D75DC1E759	fct_tv_guard	 (Guardia de Fairhaven)		
_39AFBD73F562A961	fct_tv_guardchief	 (Jefe de la Guardia de Fairhaven)		
_510A00285FC16F6A	fct_ta_guard	 (Guardia de Windermeer)		
_7D7F85A149E35558	fct_ta_guardchief	 (Jefe de la Guardia de Windermeer)		
_15FB2C2B1CC14B59	fct_tc_guard	 (Guardia de Crystabell)		
_3970C1AC0A125D4D	fct_tc_guardchief	 (Jefe de la Guardia de Crystabell)		
_500A5CB2670F5A64	fct_tb_guard	 (Guardia de Avendale)		
_FC3F8578AC7FED12	fct_tb_guardchief	 (Jefe de la Guardia de Avendale)		
_934C39F8D52E7372	fct_zf_guard	 (Guarida de la Frontera)		
_0297D1CD54797810	fct_stablegirl_merchant	 (Chica del Establo)		
_943940932D09AC20	fct_barmaid	 (Tavernero)		
_65A97CB129288099	fct_civil			
_E4874B11D2C45BA0	fct_sage	 (Savio)		
_E3A8FCAF9F9087A4	fct_craftsman	 (Artesano)		
_A5E99FB9B1F8BF7A	fct_supplier	 (Proveedor)		
_18F78C9D1E59A448	fct_hunter	 (Cazador)		
_759998B5AB7598C6	fct_hunter_chief	 (Jefe de los Cazadores)		
