*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_7288BCDE92132060	icfp1ps	Rimel Slashing Ammo	a	the	Rimel Slashing Ammo		the	Fyros Pistol Slashing Ammo
_3E08C5155D72B1D2	icfp2ab	Fraser Smashing Ammo	a	the	Fraser Smashing Ammo		the	Fyros Autolauncher Smashing Ammo
_7DD8D5059C23C1C2	icfp2ap	Fraser Piercing Ammo	a	the	Fraser Piercing Ammo		the	Fyros Autolauncher Piercing Ammo
_3E58D9015DD3C5BE	icfp2as	Fraser Slashing Ammo	a	the	Fraser Slashing Ammo		the	Fyros Autolauncher Slashing Ammo
_33984503B2B40BF4	icfp2bb	Strabus Smashing Ammo	a	the	Strabus Smashing Ammo		the	Fyros Bowrifle Smashing Ammo
_337665E330570BF4	icfp2bp	Strabus Piercing Ammo	a	the	Strabus Piercing Ammo		the	Fyros Bowrifle Piercing Ammo
_33166DDBB2E70BF4	icfp2bs	Strabus Slashing Ammo	a	the	Strabus Slashing Ammo		the	Fyros Bowrifle Slashing Ammo
_AFD815FBB2F4830E	icfp2lb	Brazer Smashing Ammo	a	the	Brazer Smashing Ammo		the	Fyros Launcher Smashing Ammo
_AFB635DB3097830E	icfp2lp	Brazer Piercing Ammo	a	the	Brazer Piercing Ammo		the	Fyros Launcher Piercing Ammo
_AF563DD3B227830E	icfp2ls	Brazer Slashing Ammo	a	the	Brazer Slashing Ammo		the	Fyros Launcher Slashing Ammo
_39ACABED3761A88E	icfp2rb	Strammel Smashing Ammo	a	the	Strammel Smashing Ammo		the	Fyros Rifle Smashing Ammo
_BEAB9FFBF283687A	icfp2rp	Strammel Piercing Ammo	a	the	Strammel Piercing Ammo		the	Fyros Rifle Piercing Ammo
_BE6BABFE34C35882	icfp2rs	Strammel Slashing Ammo	a	the	Strammel Slashing Ammo		the	Fyros Rifle Slashing Ammo
_CE08DE8B3F1A69C1	icfr1b	Kolton Bowpistol	a	the	Koltons Bowpistols		the	1 Handed Fyros Bowpistol
_E621692BF63635A1	icfr1p	Rimel Pistol	a	the	Rimels Pistols		the	1 Handed Fyros Pistol
_0FC46EF8252566F5	icfr2a	Fraser Autolauncher	a	the	Frasers Autolaunchers		the	2 Handed Fyros Autolauncher
_712026694BBC2CB4	icfr2b	Strabus Bowrifle	a	the	Strabus Bowrifles		the	2 Handed Fyros Bowrifle
_35501E61C73C50B7	icfr2l	Brazer Launcher	a	the	Brazers Launchers		the	2 Handed Fyros Launcher
_AB6C6D226E272052	icfr2r	Strammel Rifle	a	the	Strammels Rifles		the	2 Handed Fyros Rifle
_6DDC751BEF3DB1F5	icfsb	Blok Buckler	a	the	Bloks Bucklers		the	Fyros Buckler
_B8F8790F6EDA7C0D	icfss	Stok Shield	a	the	Stoks Shields		the	Fyros Shield
_C2243159B90F466A	icmahb	Parok Boots	a	the	Parok Boots		the	Matis Heavy Boots
_CA81B4D64D653632	icmahg	Parok Gloves	a	the	Parok Gloves		the	Matis Heavy Gloves
_C66198D78E651A2F	icmahh	Parok Helmet	a	the	Parok Helmets		the	Matis Heavy Helmet
_3F052D4B3D0F7E69	icmahp	Parok Pants	a	the	Parok Pants		the	Matis Heavy Pants
_00A7F2C6A5248A44	icmahs	Parok Sleeves	a	the	Parok Sleeves		the	Matis Heavy Sleeves
_CB93AD79739CF978	icmahv	Parok Vest	a	the	Parok Vests		the	Matis Heavy Vest
_43644154366F4264	icmalb	Wiva Boots	a	the	Wiva Boots		the	Matis Light Boots
_CBC1B4D1CA750E40	icmalg	Wiva Gloves	a	the	Wiva Gloves		the	Matis Light Gloves
_C0453D46BA6F7A63	icmalp	Wiva Pants	a	the	Wiva Pants		the	Matis Light Pants
_01A7F2C1E1A3B250	icmals	Wiva Sleeves	a	the	Wiva Sleeves		the	Matis Light Sleeves
_48F3BD78F0FC097B	icmalv	Wiva Vest	a	the	Wiva Vests		the	Matis Light Vest
_7D5F41AB5D46D24E	icmamb	Striva Boots	a	the	Striva Boots		the	Matis Medium Boots
_B9225A0F61838E5F	icmamg	Striva Gloves	a	the	Striva Gloves		the	Matis Medium Gloves
_C17F79AB5D460640	icmamp	Striva Pants	a	the	Striva Pants		the	Matis Medium Pants
_47A5DB059EE0B6AC	icmams	Striva Sleeves	a	the	Striva Sleeves		the	Matis Medium Sleeves
_7EF2523C4753B25C	icmamv	Striva Vest	a	the	Striva Vests		the	Matis Medium Vest
_6E687923ECB8C407	icmja	Matis Anklet	a	the	Matis Anklets		the	Matis Anklet
_B77B55673B1031DC	icmjb	Matis Bracelet	a	the	Matis Bracelets		the	Matis Bracelet
_F0687915ECB87400	icmjd	Matis Diadem	a	the	Matis Diadems		the	Matis Diadem
_EC9B551D6B8EB9E7	icmje	Matis Earring	a	the	Matis Earrings		the	Matis Earring
_AF6C8915E66CB901	icmjp	Matis Pendant	a	the	Matis Pendants		the	Matis Pendant
_1CC444CB6B698CA3	icmjr	Matis Ring	a	the	Matis Rings		the	Matis Ring
_A40B510C24588017	icmm1bm	Bristo Mace	a	the	Bristos Maces		the	1 Handed Matis Mace
_7600690A9C683C71	icmm1bs	Battoni Staff	a	the	Battonis Staffs		the	1 Handed Matis Staff
_475059F9581E2559	icmm1pd	Limmel Dagger	a	the	Limmels Daggers		the	1 Handed Matis Dagger
_760065061E070C6A	icmm1ps	Palor Spear	a	the	Palors Spears		the	1 Handed Matis Spear
_AE06AF03202B2403	icmm1sa	Haque Axe	a	the	Haques Axes		the	1 Handed Matis Axe
_7600611422788C71	icmm1ss	Klyde Sword	a	the	Klydes Swords		the	1 Handed Matis Sword
_DA41FD4AEB2F29AE	icmm2bm	Gondo Mace	a	the	Gondos Maces		the	2 Handed Matis Long Mace
_650B510C2609E420	icmm2pp	Krop Pike	a	the	Krops Pikes		the	2 Handed Matis Pike
_7A626D79F7AB3161	icmm2sa	Klout Axe	a	the	Klouts Axes		the	2 Handed Matis Long Axe
_DE337934FF94B9FD	icmm2ss	Slathe Sword	a	the	Slathes Swords		the	2 Handed Matis Long Sword
_3969890D36708054	icmp1bb	Riva Smashing Ammo	a	the	Riva Smashing Ammo		the	Matis Bowpistol Smashing Ammo
_F5A93D18BA518043	icmp1bp	Riva Piercing Ammo	a	the	Riva Piercing Ammo		the	Matis Bowpistol Piercing Ammo
_7779391E7A818048	icmp1bs	Riva Slashing Ammo	a	the	Riva Slashing Ammo		the	Matis Bowpistol Slashing Ammo
_4B571DCB4D7E57E9	icmp1gb	Matis Grenade Smashing Ammo	a	the	Matis Grenade Smashing Ammo		the	Matis Grenade Smashing Ammo
_4B57D9BE4A2E83F7	icmp1gp	Matis Grenade Piercing Ammo	a	the	Matis Grenade Piercing Ammo		the	Matis Grenade Piercing Ammo
_4B57EDC4894E9BFA	icmp1gs	Matis Grenade Slashing Ammo	a	the	Matis Grenade Slashing Ammo		the	Matis Grenade Slashing Ammo
_7287C4CC94832863	icmp1pb	Maka Smashing Ammo	a	the	Maka Smashing Ammo		the	Matis Pistol Smashing Ammo
_B168C4BB95522C61	icmp1pp	Maka Piercing Ammo	a	the	Maka Piercing Ammo		the	Matis Pistol Piercing Ammo
_7298C4C0D5923C60	icmp1ps	Maka Slashing Ammo	a	the	Maka Slashing Ammo		the	Matis Pistol Slashing Ammo
_0018CDFD1F12B9BA	icmp2ab	Morikov Smashing Ammo	a	the	Morikov Smashing Ammo		the	Matis Autolauncher Smashing Ammo
_3FE8DDED5EC3C9AA	icmp2ap	Morikov Piercing Ammo	a	the	Morikov Piercing Ammo		the	Matis Autolauncher Piercing Ammo
_0068E1E91F73CDA6	icmp2as	Morikov Slashing Ammo	a	the	Morikov Slashing Ammo		the	Matis Autolauncher Slashing Ammo
_334855D336B40BF4	icmp2bb	Polta Smashing Ammo	a	the	Polta Smashing Ammo		the	Matis Bowrifle Smashing Ammo
_332675B3B4570BF4	icmp2bp	Polta Piercing Ammo	a	the	Polta Piercing Ammo		the	Matis Bowrifle Piercing Ammo
_33C67DAB36E70BF4	icmp2bs	Polta Slashing Ammo	a	the	Polta Slashing Ammo		the	Matis Bowrifle Slashing Ammo
_AF8825CB36F4830E	icmp2lb	Vulca Smashing Ammo	a	the	Vulca Smashing Ammo		the	Matis Launcher Smashing Ammo
_AF6645ABB497830E	icmp2lp	Vulca Piercing Ammo	a	the	Vulca Piercing Ammo		the	Matis Launcher Piercing Ammo
_AF064DA33627830E	icmp2ls	Vulca Slashing Ammo	a	the	Vulca Slashing Ammo		the	Matis Launcher Slashing Ammo
_39BCB3D578814895	icmp2rb	Stylone Smashing Ammo	a	the	Stylone Smashing Ammo		the	Matis Rifle Smashing Ammo
_BEBBA7E333A30881	icmp2rp	Stylone Piercing Ammo	a	the	Stylone Piercing Ammo		the	Matis Rifle Piercing Ammo
_BE7BB3E675E3F889	icmp2rs	Stylone Slashing Ammo	a	the	Stylone Slashing Ammo		the	Matis Rifle Slashing Ammo
_4FF7E28D398A69BB	icmr1b	Riva Bowpistol	a	the	Rivas Bowpistols		the	1 Handed Matis Bowpistol
_E691392FEA1635A1	icmr1p	Maka Pistol	a	the	Makas Pistols		the	1 Handed Matis Pistol
_0F3456FA9EB506FC	icmr2a	Morikov Autolauncher	a	the	Morikovs Autolaunchers		the	2 Handed Matis Autolauncher
_F0B0AE72452C2CB4	icmr2b	Polta Bowrifle	a	the	Poltas Bowrifles		the	2 Handed Matis Bowrifle
_B4E0A66AC1AC50B7	icmr2l	Vulca Launcher	a	the	Vulcas Launchers		the	2 Handed Matis Launcher
_ABDC551EE9163C52	icmr2r	Stylone Rifle	a	the	Stylones Rifles		the	2 Handed Matis Rifle
_6D4C5D176A2CCDF5	icmsb	Wod Buckler	a	the	Wods Bucklers		the	Matis Buckler
_B868790370D8B40D	icmss	Takod Shield	a	the	Takods Shields		the	Matis Shield
_BE72891260F9DC14	icraba	Refugee Boots	a	the	Refugee Boots		the	Refugee Boots
_BE72891260F9EC14	icrabe	Refugee Boots	a	the	Refugee Boots		the	Refugee Boots
_BE72891260F9F414	icrabg	Refugee Boots	a	the	Refugee Boots		the	Refugee Boots
_BE72891260F92014	icrabr	Refugee Boots	a	the	Refugee Boots		the	Refugee Boots
_BE72891260F92814	icrabt	Refugee Boots	a	the	Refugee Boots		the	Refugee Boots
_BE72891260F92C14	icrabu	Refugee Boots	a	the	Refugee Boots		the	Refugee Boots
_BE72891260F93014	icrabv	Refugee Boots	a	the	Refugee Boots		the	Refugee Boots
_BE72891260F93414	icrabw	Refugee Boots	a	the	Refugee Boots		the	Refugee Boots
_874F815CEFBE38F9	icraga	Refugee Gloves	a	the	Refugee Gloves		the	Refugee Gloves
_874F815CEFBE48F9	icrage	Refugee Gloves	a	the	Refugee Gloves		the	Refugee Gloves
_874F815CEFBE50F9	icragg	Refugee Gloves	a	the	Refugee Gloves		the	Refugee Gloves
_874F815CEFBE7CF9	icragr	Refugee Gloves	a	the	Refugee Gloves		the	Refugee Gloves
_874F815CEFBE84F9	icragt	Refugee Gloves	a	the	Refugee Gloves		the	Refugee Gloves
_874F815CEFBE88F9	icragu	Refugee Gloves	a	the	Refugee Gloves		the	Refugee Gloves
_874F815CEFBE8CF9	icragv	Refugee Gloves	a	the	Refugee Gloves		the	Refugee Gloves
_874F815CEFBE90F9	icragw	Refugee Gloves	a	the	Refugee Gloves		the	Refugee Gloves
_1865E16AC30D446E	icrapa	Refugee Leggings	a	the	Refugee Leggings		the	Refugee Leggings
_1865E16AC30D546E	icrape	Refugee Leggings	a	the	Refugee Leggings		the	Refugee Leggings
_1865E16AC30D5C6E	icrapg	Refugee Leggings	a	the	Refugee Leggings		the	Refugee Leggings
_1865E16AC30D886E	icrapr	Refugee Leggings	a	the	Refugee Leggings		the	Refugee Leggings
_1865E16AC30D906E	icrapt	Refugee Leggings	a	the	Refugee Leggings		the	Refugee Leggings
_1865E16AC30D946E	icrapu	Refugee Leggings	a	the	Refugee Leggings		the	Refugee Leggings
_1865E16AC30D986E	icrapv	Refugee Leggings	a	the	Refugee Leggings		the	Refugee Leggings
_1865E16AC30D9C6E	icrapw	Refugee Leggings	a	the	Refugee Leggings		the	Refugee Leggings
_1B957678DA536B84	icrasa	Refugee Forearm Pads	a	the	Refugee Forearm Pads		the	Refugee Forearm Pads
_1B957678DA537B84	icrase	Refugee Forearm Pads	a	the	Refugee Forearm Pads		the	Refugee Forearm Pads
_1B957678DA538384	icrasg	Refugee Forearm Pads	a	the	Refugee Forearm Pads		the	Refugee Forearm Pads
_1B957678DA53AF84	icrasr	Refugee Forearm Pads	a	the	Refugee Forearm Pads		the	Refugee Forearm Pads
_1B957678DA53B784	icrast	Refugee Forearm Pads	a	the	Refugee Forearm Pads		the	Refugee Forearm Pads
_1B957678DA53BB84	icrasu	Refugee Forearm Pads	a	the	Refugee Forearm Pads		the	Refugee Forearm Pads
_1B957678DA53BF84	icrasv	Refugee Forearm Pads	a	the	Refugee Forearm Pads		the	Refugee Forearm Pads
_1B957678DA53C384	icrasw	Refugee Forearm Pads	a	the	Refugee Forearm Pads		the	Refugee Forearm Pads
_7DC05527E9B81F60	icrava	Refugee Top	a	the	Refugee Tops		the	Refugee Top
_7DC05527E9B82F60	icrave	Refugee Top	a	the	Refugee Tops		the	Refugee Top
_7DC05527E9B83760	icravg	Refugee Top	a	the	Refugee Tops		the	Refugee Top
_7DC05527E9B86360	icravr	Refugee Top	a	the	Refugee Tops		the	Refugee Top
_7DC05527E9B86B60	icravt	Refugee Top	a	the	Refugee Tops		the	Refugee Top
_7DC05527E9B86F60	icravu	Refugee Top	a	the	Refugee Tops		the	Refugee Top
_7DC05527E9B87360	icravv	Refugee Top	a	the	Refugee Tops		the	Refugee Top
_7DC05527E9B87760	icravw	Refugee Top	a	the	Refugee Tops		the	Refugee Top
_CA1DC2A322278224	ictahb	Tashok Boots	a	the	Tashok Boots		the	Tryker Heavy Boots
_02D75A2324953A10	ictahg	Tashok Gloves	a	the	Tashok Gloves		the	Tryker Heavy Gloves
_81E75A2465040E06	ictahh	Tashok Helmet	a	the	Tashok Helmets		the	Tryker Heavy Helmet
_0E3DFAA32227B616	ictahp	Tashok Pants	a	the	Tashok Pants		the	Tryker Heavy Pants
_6F544B1122E2CE4D	ictahs	Tashok Sleeves	a	the	Tashok Sleeves		the	Tryker Heavy Sleeves
_14B0D59406B55633	ictahv	Tashok Vest	a	the	Tashok Vests		the	Tryker Heavy Vest
_CB1DAE956286AA2C	ictalb	Tissan Boots	a	the	Tissan Boots		the	Tryker Light Boots
_02D7461022355A18	ictalg	Tissan Gloves	a	the	Tissan Gloves		the	Tryker Light Gloves
_0F3DE6956286DE1E	ictalp	Tissan Pants	a	the	Tissan Pants		the	Tryker Light Pants
_6F5423F52462EE51	ictals	Tissan Sleeves	a	the	Tissan Sleeves		the	Tryker Light Sleeves
_15F0C18687A52E3D	ictalv	Tissan Vest	a	the	Tissan Vests		the	Tryker Light Vest
_AE397F1266451EF0	ictamb	Fabren Boots	a	the	Fabren Boots		the	Tryker Medium Boots
_D7FC2BF7A422FE08	ictamg	Fabren Gloves	a	the	Fabren Gloves		the	Tryker Medium Gloves
_32397F1266351AF0	ictamp	Fabren Pants	a	the	Fabren Pants		the	Tryker Medium Pants
_E40D07FCD537C25A	ictams	Fabren Sleeves	a	the	Fabren Sleeves		the	Tryker Medium Sleeves
_0160BEE62636CE0F	ictamv	Fabren Vest	a	the	Fabren Vests		the	Tryker Medium Vest
_3721351EEF5E459E	ictja	Tryker Anklet	a	the	Tryker Anklets		the	Tryker Anklet
_F2E7C273FB0C49D6	ictjb	Tryker Bracelet	a	the	Tryker Bracelets		the	Tryker Bracelet
