*HASH_VALUE	placeId	name	da
_1DA3059149CDC178	place_lieudit_knollofdissent_2	El Desfiladero de Runninghill 	
_1AA4E193859DFC89	place_lieudit_knollofdissent_3	Camino del Puente de la Torre	
_1620069204445D27	place_lieudit_knollofdissent_4	Colina del Sendero de Torbakl	
_C59E1288C70BDF05	place_lieudit_knollofdissent_5	Árbol Mortal	
_83965695071BE30C	place_lieudit_knollofdissent_6	Monte Smitten	
_3D5FF1AB5AEA211B	place_lieudit_upperbog_1	Estanques de Fencoomb 	
_427F45D10A8850B1	place_lieudit_upperbog_2	Pantanos Temidos	
_41A6096B7658B814	place_lieudit_upperbog_3	Ciénaga del Demonio	
_C3A025E58B8850B1	place_lieudit_upperbog_4	Pase Jadeante 	
_FCB5018BC8EF498D	place_lieudit_hereticshovel_1	Laberinto del Duende	
_FE06168AC58D54D5	place_lieudit_hereticshovel_2	Pantano Gélido	
_F78692029E74E044	place_lieudit_hereticshovel_3	Cascada de los Dos Tótems	
_7F6B9529445E65DC	place_lieudit_hereticshovel_4	Llanura de la Locura	
_6C8FE6698AD03107	place_lieudit_hiddensource_1	Montana Pequeña	
_B13D327144E075C2	place_lieudit_hiddensource_2	Cascadas de Virginia	
_6AA9510AAABF6D01	place_lieudit_hiddensource_3	Puerta Tylini	
_82AF095C7A1D0915	place_lieudit_groveofconfusion_1	Mullgrove	
_DC943954BA1D9E89	place_lieudit_groveofconfusion_2	Puerta del Patio del Este	
_DC944966FA1D9E89	place_lieudit_groveofconfusion_3	Puerta del Patio del Oeste	
_815FD9573B1D0915	place_lieudit_groveofconfusion_4	Highgrove	
_21E51E4FFB7A0190	place_lieudit_citiesofintuition_1	Aguas Tranquilas	
_2365BA52FA7A3524	place_lieudit_citiesofintuition_2	Escarpa de Musgo	
_22B4277C9955D68A	place_lieudit_citiesofintuition_3	Pozo de Auga de Mektoub	
_22A5BA372EAEF598	place_lieudit_citiesofintuition_4	Cascada Mística	
_FC8B19F957685906	place_lieudit_maidengrove_1	Valle de las Palmeras	
_FBDA1411A8D8F90F	place_lieudit_maidengrove_2	Estanque de la Doncella	
_3D3C3511A8F9191F	place_lieudit_maidengrove_3	Slavenhurst	
_71F73111A9AE4D10	place_lieudit_maidengrove_4	Lago para Cazar Aves	
_9652EEE308C47E8C	place_lieudit_maidengrove_5	Túnel de la Gran Roca	
_D9167A8A842FF9FE	place_lieudit_havenofpurity_1	Montana del Carnero	
_3C9FD1282AFA69DC	place_lieudit_havenofpurity_2	Fustylake	
_802F8D7FC160ED92	place_lieudit_havenofpurity_3	Arco de Kincher	
_B67B641BE71925F6	place_lieudit_groveofumbra_1	Reflexión de Kipee	
_F25D690296A98092	place_lieudit_groveofumbra_2	Lago Sly	
_37BDC190BF7F8DB4	place_lieudit_groveofumbra_3	Archo en Marcha	
_33FD5A7E83A0C1B6	place_lieudit_groveofumbra_4	Acción Marchita	
_57A37D6670946562	place_lieudit_knotofdementia_1	El Gran Despoblado	
_400FBD907F8C280F	place_lieudit_knotofdementia_2	Desertstock	
_7ECECD136BAE180B	place_lieudit_knotofdementia_3	Stainmoor	
_D715525A73AE1C0B	place_lieudit_knotofdementia_4	Puerta de Stainmoor	
_57C48A86FAD8897D	place_lieudit_knotofdementia_5	Callejón de las Tierras Altas	
_7C2EBD2229D61808	place_lieudit_knotofdementia_6	Hopedell	
_C2AF75BBA506F90F	place_lieudit_thevoid_1	Acciones Primordiales	
_BA1A79F891772911	place_lieudit_thevoid_2	El Valle Perdido	
_6F1FDD14D842A11A	place_lieudit_thevoid_3	Reflexión del Desaliento	
_07A7068C7EF16649	place_lieudit_imperialdunes_1	Valle de los Emperadores	
_C1D08D256F98C4DF	place_lieudit_imperialdunes_2	Cuatro Caminos	
_6BA06D2C89EF3DBD	place_lieudit_imperialdunes_3	Pase del Canon 	
_F5FCB51D270F9DDE	place_lieudit_oflovaksoasis_1	Grieta del Oasis	
_FD50A990410EF596	place_lieudit_oflovaksoasis_2	Colina Clopper	
_3B107D246448FCEA	place_lieudit_oflovaksoasis_3	Midpeaks	
_7C51851FE7C8B5E4	place_lieudit_oflovaksoasis_4	Barkgully	
_32C47DF47ABCDAB2	place_lieudit_oflovaksoasis_5	Ruta de la Llama Ardiente	 
_77DF690855E95006	place_lieudit_sawdustmines_1	Los Residuos	
_73EE8923670921FA	place_lieudit_sawdustmines_2	Highridges	
_EBAAAD160310ED04	place_lieudit_sawdustmines_3	Dunas del Descortezador	
_AFAAC51FAB10010C	place_lieudit_sawdustmines_4	La Cuesta del Varinx	
_74FE5E78C79FD5C1	place_lieudit_sawdustmines_5	Aguas Turbulentas	
_733DB18E849FB5B9	place_lieudit_frahartowers_1	Pase Solitario	
_D0D5325F73806DC1	place_lieudit_frahartowers_2	La Vasta Extensión 	
_F3DEB11C69192907	place_lieudit_frahartowers_3	Torres altas	
_863C8C1769CDF80B	place_lieudit_thesavagedunes_1	El Desfiladero de las Cenizas	
_6334927D43AFACB9	place_lieudit_thesavagedunes_2	Manantiales de Thesos	
_62E45E80C23E0927	place_lieudit_thesavagedunes_3	Billabong de Thesos	
_B34EDD89417EECEB	place_lieudit_thesavagedunes_4	Cordillera Sur	
_9CC0A680C2BE4D28	place_lieudit_thesavagedunes_5	Catarata Tor de Thesos 	
_85E48680021CEFFA	place_lieudit_thesavagedunes_6	Llanura de la Kipucka	
_B30C301DECBA25EF	place_lieudit_dunesofexile_1	Colina de Dyron	
_75FA698A44BFA9A3	place_lieudit_dunesofexile_2	Cola del Dragón 	
_D9CF691E6C59148C	place_lieudit_dunesofexile_3	Malmont	
_B334ED95881F99B1	place_lieudit_dunesofexile_4	Ruinas de	
_37D93E9548BF95A0	place_lieudit_outlawcanyon_1	Columna de Dragón 	
_11248A9B80DAE5E9	place_lieudit_outlawcanyon_2	Lucenthead Hurst	
_BF760B0661161AE9	place_lieudit_outlawcanyon_3	Callejón de las Fauces del Dragón 	
_CB9DFAF2DE057A98	place_lieudit_thescorchedcorridor_1	Bosque en Llamas	
_962FDD8843B7AE93	place_lieudit_thescorchedcorridor_2	Guarida del Varynxx	
_B105AAE5D4025E8F	place_lieudit_thescorchedcorridor_3	Oasis Secreto Kami 	
_60BD550BE95874B3	place_lieudit_libertylake_1	Darkmoor	
_BB6C650529F858B3	place_lieudit_libertylake_2	Lakenisle	
_38FD1D1368D83030	place_lieudit_libertylake_3	Agua Negra	
_BDDA1421AA01151E	place_lieudit_windsofmuse_1	Calas de las Brujas	
_38FDAE6AF0AEFC1C	place_lieudit_windsofmuse_2	Lago para Observar a la Musa	
_1332FA82C18C8136	place_lieudit_windsofmuse_3	Gran Montana Durmiente	
_40ECF1C8EEDA68A8	place_lieudit_windsofmuse_4	Camino Ventoso	
_042EF59E1EC81D18	place_lieudit_thefount_1	Llanura Deathfly	
_2A2F69F2DB074BBB	place_lieudit_thefount_2	Porche de la Fuente	
_2AA971EB98C64BBB	place_lieudit_thefount_3	Lago de la Fuente	
_ACA9A9F25B187CAF	place_lieudit_thefount_4	Lagos del Sur	
_B0B55E30E4FF39FC	place_lieudit_thefount_5	Reflexiones sobre los Pilares Finales	
_6F90EA75021FA1BF	place_lieudit_bountybeaches_1	Propagación de Torbak	
_830F548A033F41DF	place_lieudit_bountybeaches_2	Lindos Manantiales	
_6054D4F19ED5FA49	place_lieudit_bountybeaches_3	Hermanamiento de Lindos Manantiales	
_23377A7CC2AEDD8F	place_lieudit_bountybeaches_4	Entrada de la Libertad	
_421F54206779ADE0	place_lieudit_bountybeaches_5	Cimas Gemelas	
_0026ED8F42DF2591	place_lieudit_bountybeaches_6	Brecha de la Lucha	
_B8CABD1B47AE65E3	place_lieudit_enchantedisle_1	Pico Tippy	
_B7CABD85846E35E0	place_lieudit_enchantedisle_2	Laguna Baily	
_D9546930447E9505	place_lieudit_enchantedisle_3	Fango de lo Fatal	
_FC151E827C8B3DF3	place_lieudit_enchantedisle_4	Caminata al Cementerio	
_DCE4267C50D0064C	place_lieudit_enchantedisle_5	Circulo Encantado	
_2D7FDD83038D38F2	place_lieudit_lagoonsofloria_1	Barranco Borrascoso	
_F9115E7FC10C4020	place_lieudit_lagoonsofloria_2	Lago Superior	
_37EAAD1E2ACC341A	place_lieudit_lagoonsofloria_3	Hoyo del Silencio 	
_88470A6FBBCBE815	place_lieudit_the_windy_gate_1	Ruinas de Leron 	
_8907026EB4A0A57E	place_lieudit_the_windy_gate_2	Salones del Anillo oscuro	
_96A55926003F0877	place_lieudit_the_windy_gate_3	El Árbol Caído	
_1B77D652AD6FE574	place_lieudit_the_windy_gate_4	Columna de la Puerta del Viento	
_A3049E4AB61D1E9E	place_lieudit_gateofobscurity_1	Callejones del Acantilado	
_F06E818C757C9509	place_lieudit_gateofobscurity_2	Altura Henge	
_426EC12D9DDDB12D	place_lieudit_gateofobscurity_3	Colinas Bajas	
_419EAD8BB60CDD2F	place_lieudit_gateofobscurity_4	Pozo Oscurecido	
_A489686D2848EC6D	place_lieudit_nexus_1	La Concha	
_6779912FE004D832	place_lieudit_nexus_2	El Desino Final	
_11BAF02D2988C054	place_lieudit_nexus_3	Colinas Hammer	
_FDBDF4DB65E891ED	place_lieudit_nexus_4	Campamento Abandonado	
_CFD396CEE116EE90	place_lieudit_the_abyss_of_ichor_1	Montana Sagrada	
_99B2C1288291D288	place_lieudit_the_abyss_of_ichor_2	Reloj Saprun	
_D8A2256C40002922	place_lieudit_the_abyss_of_ichor_3	Templedoom	
_49630D6A9E56C263	place_lieudit_the_trench_of_trials_1	Valle Eerie	
_CEF4566CC09F1170	place_lieudit_the_trench_of_trials_2	Yelkgrove	
_C2007270C1CFCE73	place_lieudit_the_trench_of_trials_3	Final Espeluznante	
_9BE1C4646723A693	place_lieudit_the_elusive_forest_1	Tierra de la Abundancia	
_829CF96A8751FD27	place_lieudit_the_elusive_forest_2	Highwell	
_CBB3096D0B57AE7B	place_lieudit_the_elusive_forest_3	Bosque Elusivo	
_A0A2911E09212DA2	place_lieudit_the_elusive_forest_4	Pase de la Gruta	
_9BDBDEB34A32BE9F	place_lieudit_the_elusive_forest_5	Pase de los Tres Tótems	
_78D96E6B9117D206	place_lieudit_the_elusive_forest_6	Pase del Hongo Gigante	
_5BE67A11F07FF584	place_lieudit_the_under_spring_1	Hoyo del Árbol Muerto	
_2FE14968B350B1F8	place_lieudit_the_under_spring_2	Savia del Pantano	
_9D481E4A1F7FD286	place_lieudit_the_under_spring_3	Aguas Furtivas	
_2097EA1FF11F4182	place_lieudit_the_under_spring_4	Ruinas de Tryde	
_5A269A2071868E83	place_lieudit_the_under_spring_5	Pradera de Tiro	
_241D67F3180FB983	place_lieudit_the_land_of_continuity_1	Alas de Malevolencia	
_26DC67507B395681	place_lieudit_the_land_of_continuity_2	Bosque del Gran Hongo	
_BDE9B29A1D19BEEB	place_lieudit_the_land_of_continuity_3	La Caverna Maldita	
_9EE6F6EFA1228934	place_lieudit_the_land_of_continuity_4	Paseo de la Gruta	
_21B5D3E79E627134	place_lieudit_the_land_of_continuity_5	Punto Medio 	
_A0E5FA5B3678B92B	place_lieudit_the_sunken_city_1	Principal Lago de Savia	
_22852E69F288B525	place_lieudit_the_sunken_city_2	Barranco Encantado	
_8FD6CEF654E02984	place_lieudit_the_sunken_city_3	Valle de los Cuernos de Dragón 	
_20363A5BAA09827D	place_lieudit_forbidden_depths_1	Callejón Maldito	
_26AB4F40D6DADF32	place_lieudit_forbidden_depths_2	Salón de la Montana de la Perdición	
_43D6BE3BE03EF813	place_lieudit_forbidden_depths_3	Regazo del Demonio	
_9BE5261797F0E5B6	place_outpost_matis_15	Puesto de Comercio del Montículo de la Psykopla	
_9E955D2DB01E08E0	place_outpost_matis_05	El Puesto Fronterizo Creciente	
_FDDF8294734D1FCF	place_outpost_matis_06	Puesto Fronterizo del Sureste	
_276F7127A032A330	place_outpost_matis_07	Granja del Descubridor	
_AF8F913A2B389760	place_outpost_matis_08	Taller de Trove	
_0CDFF97A30EC4CD9	place_outpost_matis_09	Polo del Circulo Mágico Kami	
_DDF39152C9DD0457	place_outpost_matis_16	Puesto Fronterizo Runninghill	
_AFD0653A6A689361	place_outpost_matis_17	Taller de Wooky	
_1551FEAC447A2346	place_outpost_matis_18	Puerta de la Fortaleza de la Tierra Seca 	
_4F00F10722E4CD49	place_outpost_matis_19	Centro de Investigación Runninghill	
_80FF6D9502E9F4D8	place_outpost_matis_20	Fortaleza Ryecliff	
_BDBD2036ABA7949D	place_outpost_matis_21	Granja La Colina de Torbak	
_08C716A9C5FCFFD0	place_outpost_matis_22	Taller del Monte Herido	
_ECD1753646FCCBBF	place_outpost_matis_23	Granja del Monte Herido	
_C2610B10DA12A018	place_outpost_matis_01	Centro de Investigación Paseo Jadeante	
_FD4F81286E8EC098	place_outpost_matis_02	Fortaleza Stalia	
_B7DB991E9F080FD1	place_outpost_matis_03	Granja del Pantano Temible	
_42EF6D35E33910DE	place_outpost_matis_04	Taller Fencoomb	
_585666AC47FB5008	place_outpost_matis_28	Taller de la Montana Pequeña	
_170576ACA2815001	place_outpost_matis_29	Fortaleza de la Montana Pequeña	
_C26112A102D2C42C	place_outpost_matis_30	Puesto Fronterizo del Desfiladero Berello	
_76BCF7E6C446C678	place_outpost_matis_31	Puesto Diplomático de la Cascada de Virginia	
_16A1F294799F2D04	place_outpost_matis_32	Polo Mágico de la Cascada de Virginia	
_E27BBA05A2D565E2	place_outpost_matis_10	Puesto Diplomático Tugurio Superior	
_93DAC8C4EB574350	place_outpost_matis_11	Granja de la Locura	
_8150691475FC20EC	place_outpost_matis_12	Taller Piscina Verde	
_755CA30BD88C2C00	place_outpost_matis_13	Centro de Investigación Pantano Gélido	
_C7B3E6A8E20210E0	place_outpost_matis_14	Puesto Fronterizo del Laberinto del Duende	
_02E04A8AF11D40E8	place_outpost_matis_24	Fortaleza o Bastión de Westgrove	
_01E0A522316C48ED	place_outpost_matis_25	Taller de Eastgrove	
_1B465A313103094F	place_outpost_matis_26	Centro de Investigación High Grove	
_AFCF8939E9679362	place_outpost_matis_27	Taller Ginti	
_C36C782A2CA83799	place_outpost_zorai_08	Taller Qai-Du 	
_032AA1E4A947F396	place_outpost_zorai_09	Granja Final de la Tierra	
_40CD74977FCA14E6	place_outpost_zorai_10	Fortaleza Sai-Shun 	
_016DC992459EAC9C	place_outpost_zorai_11	Taller del Estanque de las Doncellas	
_C20E29A349DB838E	place_outpost_zorai_12	Puesto Fronterizo Mano Grande	
_B706B292C98F40A3	place_outpost_zorai_13	Taller del Gran Boulder	
_76159184087E2113	place_outpost_zorai_14	Puesto de Comercio Gran Boulder	
_4F2FA59987ABD45F	place_outpost_zorai_20	Puesto Fronterizo Arco de Kincher	
_80608520B94D0CDF	place_outpost_zorai_21	Taller Fustylake	
_14D204357D7859A8	place_outpost_zorai_22	Puesto Diplomático de La Encrucijada del Demonio	
_7FB51A93FE97FFE2	place_outpost_zorai_23	Granja de la Montana del Carnero	
_1530E2A73F8035FD	place_outpost_zorai_01	Polo Mágico de Existencias Marchitas	
_01BE09EE31071F99	place_outpost_zorai_02	Taller Gu-Qin	
_FC5C2C2AB1F7B09B	place_outpost_zorai_03	Granja del Laberinto de los Condenados	
_4BD5B69AFE1B1129	place_outpost_zorai_04	Fortaleza del Arco en Marcha	
_9AB59256CA9B9791	place_outpost_zorai_05	Centro de Investigación Gu-Qin 	
_8725F28C88DDB8E0	place_outpost_zorai_06	Taller de Highback de Umbra	
_76B7F5D4D840B9CC	place_outpost_zorai_07	Puesto Fronterizo Encrucijada del Lago Sly 	
_D8C3F99CBA68EBCF	place_outpost_zorai_24	Centro de Investigación Jen-Laï 	
_BD1E8D36495C0BEA	place_outpost_zorai_25	Fortaleza Lonview	
_C1AFFE76387F2CE8	place_outpost_zorai_26	Fortaleza Stainmoor	
_FFF6266871FB5CDF	place_outpost_zorai_27	Puesto Fronterizo Stainmoor	
_002D0C3469D760F0	place_outpost_zorai_28	Granja Desertstock	
_B795AA8F467F70B1	place_outpost_zorai_29	Taller Gran Despoblado	
_2638D5F5EAE53A73	place_outpost_zorai_30	Franja Ni-Jing 	
_07657E5F4A8E0BCF	place_outpost_zorai_15	Taller de las Ruinas de Zo-Kian	
_569F05AA450D40DD	place_outpost_zorai_16	Fortaleza del Valle Perdido	
_58A5FA8D735ED059	place_outpost_zorai_17	Taller de las Acciones Primordiales	
_FF1E7D298BCD17D9	place_outpost_zorai_18	Fortaleza Curiosa	
_7F5C18356A0864EF	place_outpost_zorai_19	Granja Whiterstock	
_3C0F567EB96B13E4	place_outpost_fyros_14	Puesto de Comercio Blackburn	
_01F0850E9E96676B	place_outpost_fyros_10	Granja Lago del Norte	
_BFDF9A8F799BEBD0	place_outpost_fyros_11	Puesto de Comercio Lago del Norte	
_C2E0991F370D14E9	place_outpost_fyros_12	Taller Barkgully	
_BE936A8FA73411E6	place_outpost_fyros_13	Puesto Fronterizo Blackburn del Este	
_0A0536AF89BD45E9	place_outpost_fyros_17	Fortaleza del Canon del Descortezador	
_2F7F994109BD6C70	place_outpost_fyros_18	Granja Canon del Descortezador	
_097D53C065530D29	place_outpost_fyros_19	Puesto Diplomático Highridges	
_C7172DA1C948FBDF	place_outpost_fyros_20	Taller de los Residuos	
_DBB6528E0A2B8793	place_outpost_fyros_21	Centro de Investigación de Thesos	
_383B5D59892C68ED	place_outpost_fyros_06	Taller Dyron del Este	
_439262814D24B1DA	place_outpost_fyros_07	Puesto Fronterizo Torres de Frahar	
_0217CE4C0B7D28EF	place_outpost_fyros_08	Fortaleza Torres Altas	
_02A0E9DDF10773ED	place_outpost_fyros_09	Granja Torres Altas	
_5D256E930D350DBA	place_outpost_fyros_22	Fortaleza de los Manantiales de Thesos	
_4A25269B4CCD03C9	place_outpost_fyros_23	Taller de la Cadena en Marcha	
_E2DA0E01E7C43DED	place_outpost_fyros_24	Puesto Diplomático de la Cordillera Sur	
_EC1FB94002BAE4BF	place_outpost_fyros_25	Granja de la Dunas Southend	
_8161728C4983DC1D	place_outpost_fyros_26	Puesto Fronterizo de los Llanos de Kipucka	
_4C56B2383C8DF8B5	place_outpost_fyros_01	Puesto Fronterizo de la Colina de Dyron	
_C9C43D9E4A4D64BF	place_outpost_fyros_02	Fortaleza de Dyron del Norte	
_4AF5128B46C95087	place_outpost_fyros_03	Taller de la Cola del Dragón 	
_263999346B944A7D	place_outpost_fyros_04	Granja Malmont	
_01AE559785BDC49B	place_outpost_fyros_05	Taller de la Calle del Dragón 	
_99952A96C72F99C0	place_outpost_fyros_15	Fortaleza del Espinazo del Dragón 	
_5AA53E92C798FCC1	place_outpost_fyros_16	Taller del Espinazo del Dragón 	
_C0FF5D8B04C9D09D	place_outpost_fyros_27	Polo Mágico de Woodburn	
_835F899D85C934E4	place_outpost_fyros_28	Fortaleza de Woodburn	
_C486726F2689400C	place_outpost_tryker_02	Puesto Fronterizo de Darkmoor	
_42511692C2BA0320	place_outpost_tryker_03	Taller de la Isla Delicada	
_892EA529697617C8	place_outpost_tryker_04	Taller Arenoso	
_6BB89D30E2F43AB1	place_outpost_tryker_05	Granja Farely	
_4326D25E3768D412	place_outpost_tryker_06	Puesto de Comercio Greenvale	
_010C58382706241C	place_outpost_tryker_07	Granja Windemeer	
_6125AE3C6DDEDC03	place_outpost_tryker_23	Puesto Fronterizo Loriagate	
_88CF951DF20DE822	place_outpost_tryker_24	Taller Camino del Viento	
_0B54F17D2E2CD4F8	place_outpost_tryker_25	Granja del Lago para Observar a la Musa	
_B1EFB126848DECEE	place_outpost_tryker_26	Granja Tres Pilares	
_85DFA92970FC2C10	place_outpost_tryker_27	Taller Musemere	
_48BD35A07E0D98CA	place_outpost_tryker_08	Taller Fuente del Lago	
_2462B551423CE897	place_outpost_tryker_09	Puesto Fronterizo de la Puerta de la Recompensa	
_5E40D64F7F7C843E	place_outpost_tryker_10	Puesto de Comercio Porche de la Fuente	
_08DF99A7BFCA57BD	place_outpost_tryker_11	Granja Corrie Finley	
_7EB126A23A185419	place_outpost_tryker_12	Taller Final de la Reflexión 	
_7A4CEB15177421FD	place_outpost_tryker_18	Centro de Investigación de los Manantiales Bonitos	
_2254130948D9087F	place_outpost_tryker_19	Puesto Fronterizo Puerta de la Libertad	
_43EBE3179924C29E	place_outpost_tryker_20	Fortaleza del Hermanamiento de los Manantiales Bonitos	
_734E7133C7CCFFED	place_outpost_tryker_21	Puesto de Comercio Tupile	
_476F812B328D241A	place_outpost_tryker_22	Taller de las Cimas Gemelas	
_F5A8F3129E804098	place_outpost_tryker_13	Puesto Diplomático de los Picos Tippy	
_61E45E923D78B836	place_outpost_tryker_14	Taller de las Arenas Movedizas	
_0515D24DB7B90809	place_outpost_tryker_15	Polo Mágico de la Costa del Este	
_BB3C0FC70CEE64EB	place_outpost_tryker_16	Centro de Investigación de la Puerta del Cementerio	
_44E1DFED4C8EBD7E	place_outpost_tryker_17	Fortaleza del Fango de lo Fatal	
_A5E5B62E2F2EDC03	place_outpost_tryker_28	Puerto Fronterizo de la Puerta del Agua	
