*HASH_VALUE	outpost ID	name	description
_DCD910ED7E62A2C2	matis_outpost_17.outpost	Мастерская Вуки	Застава основана в 2490 году, заброшена в 2493 году\n Задача для гильдий продвинутого уровня\n Эта мануфактура была первой из основанных в Цветущих Высях, и строилась невдалеке от вихревых врат, ведущих в недра Изначальных Корней. Название поселка напоминает о периоде, когда матисы основывали новые поселения, вели ожесточенные бои с кхитинами и прокладывали новые торговые пути, иными словами, были особенно деятельны.
_34B4FC4C6451CC84	matis_outpost_24.outpost	Форт западной рощи 	Застава основана в 2492 году, заброшена в 2493 году\n Задача для гильдий высшего уровня\n Этот форт был построен в чаще Рощи Заблуждений и служил для защиты от племени Дриад - фанатиков, считавших себя защитниками растений и предавших смерти множество ботаников-матисов, обвиняя их в изуверском отношении к Атисианской флоре.
_0C19BCC74DB35B36	matis_outpost_27.outpost	Лаборатория Джинти	Застава основана в 2491 году, заброшена в 2493 году\n Задача для гильдий высшего уровня\n Севальда Джинти была последовательницей Бравичи Ленарди, и одним из знаменитейших ботаников-матисов 25-го века. Когда Караван построил в Смятенной роще Трепан, Севальда покинула оранжереи Ирканиса и углубилась в джунгли. Ее исследования были весьма обширны, а многочисленные открытия в области каучуков и смол привели к серьезным изменениям в современном доспехе. Внезапно она исчезла при таинственных обстоятельствах, по сей день остающихся загадкой.
_F1B1343B89EF309D	matis_outpost_30.outpost	Пограничная застава Ущелье Берелло	Застава основана в 2491 году, заброшена в 2493 году\n Задача для опытных гильдий\n Этой пограничной заставе под предводительством капитана Аркандо Берелло, матиса, было суждено стать местом многочисленных боевых стычек с воинами племени Плетеные Поводья. На кону стояла власть над узким проходом, отделявшим цветущий оазис на севере от иссушенных солнцем равнин на юге области. В боях капитан Берелло неизменно проявлял несгибаемое упорство и тактическую мудрость, и даже варвары файросы прониклись к противнику уважением.
_431F0D331FF1DD57	marauder_light_melee_fighter_b.outpost_squad	Отряд мародеров-воинов	
_431F0D331FF1E157	marauder_light_melee_fighter_c.outpost_squad	Отряд мародеров-воинов	
_431F0D331FF1E557	marauder_light_melee_fighter_d.outpost_squad	Отряд мародеров-воинов	
_431F0D331FF1E957	marauder_light_melee_fighter_e.outpost_squad	Отряд мародеров-воинов	
_431F0D331FF1ED57	marauder_light_melee_fighter_f.outpost_squad	Отряд мародеров-воинов	
_243AE24310D10D5D	marauder_light_range_fighter_b.outpost_squad	Отряд мародеров-стрелков	
_243AE24310D1115D	marauder_light_range_fighter_c.outpost_squad	Отряд мародеров-стрелков	
_243AE24310D1155D	marauder_light_range_fighter_d.outpost_squad	Отряд мародеров-стрелков	
_243AE24310D1195D	marauder_light_range_fighter_e.outpost_squad	Отряд мародеров-стрелков	
_243AE24310D11D5D	marauder_light_range_fighter_f.outpost_squad	Отряд мародеров-стрелков	
_302F323E1AB2D6B3	marauder_light_mixed_fighter_b.outpost_squad	Отряд мародеров-бойцов	
_302F323E1AB2DAB3	marauder_light_mixed_fighter_c.outpost_squad	Отряд мародеров-бойцов	
_302F323E1AB2DEB3	marauder_light_mixed_fighter_d.outpost_squad	Отряд мародеров-бойцов	
_302F323E1AB2E2B3	marauder_light_mixed_fighter_e.outpost_squad	Отряд мародеров-бойцов	
_302F323E1AB2E6B3	marauder_light_mixed_fighter_f.outpost_squad	Отряд мародеров-бойцов	
_CA7E8470D81A655E	free_squad_light_melee_fighter_b.outpost_squad	Отряд ополченцев	Отряд, включающий в себя восемь начинающих наемников, состоящий из воинов и двух целителей. Отряд вооружен быстродействующим оружием и снаряжен в легкие доспехи.
_EA0D947415F96160	free_squad_light_melee_fighter_c.outpost_squad	Отряд ополченцев	Отряд, включающий в себя восемь заслуженных наемников, состоящий из воинов и двух целителей. Отряд вооружен быстродействующим оружием и снаряжен в легкие доспехи.
_0EDB1B3AD99DEBE8	free_squad_light_melee_fighter_d.outpost_squad	Отряд ополченцев	Отряд, включающий в себя восемь наемников продвинутого уровня, состоящий из воинов и двух целителей. Отряд вооружен быстродействующим оружием и снаряжен в легкие доспехи.
_0EDB4543550E13E4	free_squad_light_melee_fighter_e.outpost_squad	Отряд ополченцев	Отряд, включающий в себя восемь опытных наемников, состоящий из воинов и двух целителей. Отряд вооружен быстродействующим оружием и снаряжен в легкие доспехи.
_0EDB094359F5B7EC	free_squad_light_melee_fighter_f.outpost_squad	Отряд ополченцев	Отряд, включающий в себя восемь наемников высшего класса, состоящий из воинов и двух целителей. Отряд вооружен быстродействующим оружием и снаряжен в легкие доспехи.
_AEFD62A80D8439DC	outpost_squad_light_melee_fighter_b.outpost_squad	Отряд застрельщиков	Отряд, включающий в себя восемь начинающих наемников, состоящий из воинов и двух целителей. Отряд вооружен быстродействующим оружием и снаряжен в легкие доспехи.
_2E1546AC0EC331DB	outpost_squad_light_melee_fighter_c.outpost_squad	Отряд застрельщиков	Отряд, включающий в себя восемь заслуженных наемников, состоящий из воинов и двух целителей. Отряд вооружен быстродействующим оружием и снаряжен в легкие доспехи.
_916FBA4FBDE5DA3D	outpost_squad_light_melee_fighter_d.outpost_squad	Отряд застрельщиков	Отряд, включающий в себя восемь продвинутых наемников, состоящий из воинов и двух целителей. Отряд вооружен быстродействующим оружием и снаряжен в легкие доспехи.
_907FBADAFFF4F647	outpost_squad_light_melee_fighter_e.outpost_squad	Отряд застрельщиков	Отряд, включающий в себя восемь опытных наемников, состоящий из воинов и двух целителей. Отряд вооружен быстродействующим оружием и снаряжен в легкие доспехи.
_928FBACBFFE5F030	outpost_squad_light_melee_fighter_f.outpost_squad	Отряд застрельщиков	Отряд, включающий в себя восемь наемников высшего класса, состоящий из воинов и двух целителей. Отряд вооружен быстродействующим оружием и снаряжен в легкие доспехи.
_DA9562D33825667D	outpost_squad_medium_melee_fighter_b.outpost_squad	Отряд бойцов	Отряд, включающий в себя восемь начинающих наемников, состоящий из легковооруженных воинов в среднем доспехе, некоторые из которых носят щит, и одного целителя
_99846A5376667671	outpost_squad_medium_melee_fighter_c.outpost_squad	Отряд бойцов	Отряд, включающий в себя восемь заслуженных наемников, состоящий из легковооруженных воинов в среднем доспехе, некоторые из которых носят щит, и одного целителя
_C8A275AF3AE0C006	outpost_squad_medium_melee_fighter_d.outpost_squad	Отряд бойцов	Отряд, включающий в себя восемь продвинутых наемников, состоящий из легковооруженных воинов в среднем доспехе, некоторые из которых носят щит, и одного целителя
_CA4365AF3A89E4F7	outpost_squad_medium_melee_fighter_e.outpost_squad	Отряд бойцов	Отряд, включающий в себя восемь опытных наемников, состоящий из легковооруженных воинов в среднем доспехе, некоторые из которых носят щит, и одного целителя
_A9D285AF3A98E406	outpost_squad_medium_melee_fighter_f.outpost_squad	Отряд бойцов	Отряд, включающий в себя восемь наемников высшего класса, состоящий из легковооруженных воинов в среднем доспехе, некоторые из которых носят щит, и одного целителя
_31917ACDA8B6D507	outpost_squad_heavy_melee_fighter_b.outpost_squad	Отряд тяжеловооруженных бойцов	Отряд, включающий в себя восемь начинающих наемников, состоящий из воинов в тяжелом доспехе, вооруженных двуручным оружием, и одного целителя
_74E072CC28BEB902	outpost_squad_heavy_melee_fighter_c.outpost_squad	Отряд тяжеловооруженных бойцов	Отряд, включающий в себя восемь заслуженных наемников, состоящий из воинов в тяжелом доспехе, вооруженных двуручным оружием, и одного целителя
_5F9729077C762AA3	outpost_squad_heavy_melee_fighter_d.outpost_squad	Отряд тяжеловооруженных бойцов	Отряд, включающий в себя восемь продвинутых наемников, состоящий из воинов в тяжелом доспехе, вооруженных двуручным оружием, и одного целителя
_A1B645117B762A2E	outpost_squad_heavy_melee_fighter_e.outpost_squad	Отряд тяжеловооруженных бойцов	Отряд, включающий в себя восемь опытных наемников, состоящий из воинов в тяжелом доспехе, вооруженных двуручным оружием, и одного целителя
_A1B73FFA7D762A1F	outpost_squad_heavy_melee_fighter_f.outpost_squad	Отряд тяжеловооруженных бойцов	Отряд, включающий в себя восемь наемников высшего класса, состоящий из воинов в тяжелом доспехе, вооруженных двуручным оружием, и одного целителя
_2B09BFC50EF80C5E	outpost_squad_tank_b.outpost_squad	Отряд защитников	Отряд, включающий в себя восемь начинающих наемников, состоящий из воинов в тяжелом доспехе, вооруженных легким оружием, и использующих щит, а также одного целителя
_2A29C1BE0F38DC5C	outpost_squad_tank_c.outpost_squad	Отряд защитников	Отряд, включающий в себя восемь заслуженных наемников, состоящий из воинов в тяжелом доспехе, вооруженных легким оружием, и использующих щит, а также одного целителя
_F8B55F7529227DE0	outpost_squad_tank_d.outpost_squad	Отряд защитников	Отряд, включающий в себя восемь продвинутых наемников, состоящий из воинов в тяжелом доспехе, вооруженных легким оружием, и использующих щит, а также одного целителя
_BB755F75CCB341E7	outpost_squad_tank_e.outpost_squad	Отряд защитников	Отряд, включающий в себя восемь опытных наемников, состоящий из воинов в тяжелом доспехе, вооруженных легким оружием, и использующих щит, а также одного целителя
_35F55F7508B37D65	outpost_squad_tank_f.outpost_squad	Отряд защитников	Отряд, включающий в себя восемь наемников высшего класса, состоящий из воинов в тяжелом доспехе, вооруженных легким оружием, и использующих щит, а также одного целителя
_5601C36FA8D20761	outpost_squad_light_range_fighter_b.outpost_squad	Отряд стрелков	Отряд, включающий в себя восемь начинающих наемников, состоящий из стрелков  в среднем доспехе, вооруженных пистолетами, и одного целителя
_76A0D373A5B10363	outpost_squad_light_range_fighter_c.outpost_squad	Отряд стрелков	Отряд, включающий в себя восемь заслуженных наемников, состоящий из стрелков  в среднем доспехе, вооруженных пистолетами, и одного целителя
_A5F22FBC0B41E9D0	outpost_squad_light_range_fighter_d.outpost_squad	Отряд стрелков	Отряд, включающий в себя восемь продвинутых наемников, состоящий из стрелков  в среднем доспехе, вооруженных пистолетами, и одного целителя
_A50259C547B211CC	outpost_squad_light_range_fighter_e.outpost_squad	Отряд стрелков	Отряд, включающий в себя восемь опытных наемников, состоящий из стрелков  в среднем доспехе, вооруженных пистолетами, и одного целителя
_A5121DC50B99B5D4	outpost_squad_light_range_fighter_f.outpost_squad	Отряд стрелков	Отряд, включающий в себя восемь наемников высшего класса, состоящий из стрелков  в среднем доспехе, вооруженных пистолетами, и одного целителя
_C403E2D6AEC519C7	outpost_squad_medium_range_fighter_b.outpost_squad	Отряд тяжелых стрелков	Отряд, включающий в себя восемь начинающих наемников, состоящий из стрелков  в среднем доспехе, вооруженных винтовками, и одного целителя
_C323E4CFAF05E9C5	outpost_squad_medium_range_fighter_c.outpost_squad	Отряд тяжелых стрелков	Отряд, включающий в себя восемь заслуженных наемников, состоящий из стрелков  в среднем доспехе, вооруженных винтовками, и одного целителя
_89DC33F311346898	outpost_squad_medium_range_fighter_d.outpost_squad	Отряд тяжелых стрелков	Отряд, включающий в себя восемь продвинутых наемников, состоящий из стрелков  в среднем доспехе, вооруженных винтовками, и одного целителя
_4C9C33F3B4C52C9F	outpost_squad_medium_range_fighter_e.outpost_squad	Отряд тяжелых стрелков	Отряд, включающий в себя восемь опытных наемников, состоящий из стрелков  в среднем доспехе, вооруженных винтовками, и одного целителя
_C61C33F3F0C5681D	outpost_squad_medium_range_fighter_f.outpost_squad	Отряд тяжелых стрелков	Отряд, включающий в себя восемь наемников высшего класса, состоящий из стрелков  в среднем доспехе, вооруженных винтовками, и одного целителя
_1043FDD2C7CB4EF4	outpost_squad_heavy_range_fighter_b.outpost_squad	Отряд канониров	Отряд, включающий в себя восемь начинающих наемников, состоящий из стрелков, вооруженных пулеметами и гранатометами, и одного целителя
_1192F5D147D332F8	outpost_squad_heavy_range_fighter_c.outpost_squad	Отряд канониров	Отряд, включающий в себя восемь заслуженных наемников, состоящий из стрелков, вооруженных пулеметами и гранатометами, и одного целителя
_99F2301FEE875442	outpost_squad_heavy_range_fighter_d.outpost_squad	Отряд канониров	Отряд, включающий в себя восемь продвинутых наемников, состоящий из стрелков, вооруженных пулеметами и гранатометами, и одного целителя
_DB114C29ED8754CD	outpost_squad_heavy_range_fighter_e.outpost_squad	Отряд канониров	Отряд, включающий в себя восемь опытных наемников, состоящий из стрелков, вооруженных пулеметами и гранатометами, и одного целителя
_DB124612EF8754BE	outpost_squad_heavy_range_fighter_f.outpost_squad	Отряд канониров	Отряд, включающий в себя восемь наемников высшего класса, состоящий из стрелков, вооруженных пулеметами и гранатометами, и одного целителя
_70CFDE9FE7F12A5B	outpost_squad_light_mixed_fighter_b.outpost_squad	Отряд истребителей	Отряд, включающий в себя восемь начинающих наемников, состоящий из воинов, вооруженных быстродействущим оружием, стрелков, вооруженных пистолетами, а также одного целителя
_6DBEDAA107803A5F	outpost_squad_light_mixed_fighter_c.outpost_squad	Отряд истребителей	Отряд, включающий в себя восемь заслуженных наемников, состоящий из воинов, вооруженных быстродействущим оружием, стрелков, вооруженных пистолетами, а также одного целителя
_BBDA84BDC96B2A68	outpost_squad_light_mixed_fighter_d.outpost_squad	Отряд истребителей	Отряд, включающий в себя восемь продвинутых наемников, состоящий из воинов, вооруженных быстродействущим оружием, стрелков, вооруженных пистолетами, а также одного целителя
_F75BACB9C96B5471	outpost_squad_light_mixed_fighter_e.outpost_squad	Отряд истребителей	Отряд, включающий в себя восемь опытных наемников, состоящий из воинов, вооруженных быстродействущим оружием, стрелков, вооруженных пистолетами, а также одного целителя
_BB5250C1C96B1871	outpost_squad_light_mixed_fighter_f.outpost_squad	Отряд истребителей	Отряд, включающий в себя восемь наемников высшего класса, состоящий из воинов, вооруженных быстродействущим оружием, стрелков, вооруженных пистолетами, а также одного целителя
_314148BBFC1D44FA	outpost_squad_medium_mixed_fighter_b.outpost_squad	Отряд единоборцев	Отряд, включающий в себя восемь начинающих наемников, состоящий из воинов, вооруженных легким оружием, некоторые используют щит, стрелков, вооруженных винтовками, а также одного целителя
_30614AB4FD5D14F8	outpost_squad_medium_mixed_fighter_c.outpost_squad	Отряд единоборцев	Отряд, включающий в себя восемь заслуженных наемников, состоящий из воинов, вооруженных легким оружием, некоторые используют щит, стрелков, вооруженных винтовками, а также одного целителя
_AE1C15053C1DCD73	outpost_squad_medium_mixed_fighter_d.outpost_squad	Отряд единоборцев	Отряд, включающий в себя восемь продвинутых наемников, состоящий из воинов, вооруженных легким оружием, некоторые используют щит, стрелков, вооруженных винтовками, а также одного целителя
_71DC1505DFAE917A	outpost_squad_medium_mixed_fighter_e.outpost_squad	Отряд единоборцев	Отряд, включающий в себя восемь опытных наемников, состоящий из воинов, вооруженных легким оружием, некоторые используют щит, стрелков, вооруженных винтовками, а также одного целителя
_EB5C15051BAECDF8	outpost_squad_medium_mixed_fighter_f.outpost_squad	Отряд единоборцев	Отряд, включающий в себя восемь наемников высшего класса, состоящий из воинов, вооруженных легким оружием, некоторые используют щит, стрелков, вооруженных винтовками, а также одного целителя
_83F65F3F71561BD2	outpost_squad_nukers_b.outpost_squad	Отряд магов стихий	Отряд, включающий в себя восемь начинающих наемников, состоящий из магов, специализирующихся на заклинаниях школы разрушения и одного целителя
_84362F3D307621CB	outpost_squad_nukers_c.outpost_squad	Отряд магов стихий	Отряд, включающий в себя восемь заслуженных наемников, состоящий из магов, специализирующихся на заклинаниях школы разрушения и одного целителя
_58207E496F02F1FB	outpost_squad_nukers_d.outpost_squad	Отряд магов стихий	Отряд, включающий в себя восемь продвинутых наемников, состоящий из магов, специализирующихся на заклинаниях школы разрушения и одного целителя
_FBB14250F2C2F5FB	outpost_squad_nukers_e.outpost_squad	Отряд магов стихий	Отряд, включающий в себя восемь опытных наемников, состоящий из магов, специализирующихся на заклинаниях школы разрушения и одного целителя
_37B17ECE2C42F9FB	outpost_squad_nukers_f.outpost_squad	Отряд магов стихий	Отряд, включающий в себя восемь наемников наемников высшего класса, состоящий из магов, специализирующихся на заклинаниях школы разрушения и одного целителя
_A60073A524657344	outpost_squad_offensive_linkers_b.outpost_squad	Отряд разрушителей	Отряд, включающий в себя восемь начинающих наемников, состоящий из магов, специализирующихся на заклинаниях атаки (ослабление противника, магия элементов) и одного целителя
_E441839AA3547BC4	outpost_squad_offensive_linkers_c.outpost_squad	Отряд разрушителей	Отряд, включающий в себя восемь заслуженных наемников, состоящий из магов, специализирующихся на заклинаниях атаки (ослабление противника, магия элементов) и одного целителя
_C95D4E469B8A51DF	outpost_squad_offensive_linkers_d.outpost_squad	Отряд разрушителей	Отряд, включающий в себя восемь продвинутых наемников, состоящий из магов, специализирующихся на заклинаниях атаки (ослабление противника, магия элементов) и одного целителя
_C90672385D2B41DF	outpost_squad_offensive_linkers_e.outpost_squad	Отряд разрушителей	Отряд, включающий в себя восемь опытных наемников, состоящий из магов, специализирующихся на заклинаниях атаки (ослабление противника, магия элементов) и одного целителя
_C9157248FCBA61DF	outpost_squad_offensive_linkers_f.outpost_squad	Отряд разрушителей	Отряд, включающий в себя восемь наемников высшего класса, состоящий из магов, специализирующихся на заклинаниях атаки (ослабление противника, магия элементов) и одного целителя
_0CA62202F8B8D9E1	outpost_squad_mixed_casters_b.outpost_squad	Отряд магов	Отряд, включающий в себя восемь начинающих наемников, состоящий из магов, специализирующихся на заклинаниях школ различного типа (школа разрушения, школа защиты и исцеления)
_8B952A8236F9E9D6	outpost_squad_mixed_casters_c.outpost_squad	Отряд магов	Отряд, включающий в себя восемь заслуженных наемников, состоящий из магов, специализирующихся на заклинаниях школ различного типа (школа разрушения, школа защиты и исцеления)
