title_id	name	women_name
fct_rangeweapon_merchant	 (Marchand d'Armes de Tir)	
fct_meleeweapon_merchant	 (Marchand d'Armes de Mêlée)	
fct_stableboy_merchant	 (Palefrenier)	
fct_rm_merchant	 (Marchand de Matières Premières)	
fct_jewel_merchant	 (Marchand de Bijoux)	
fct_tool_merchant	 (Marchand d'Outils)	
fct_plarmor_merchant	 (Marchand de Composition d'Armures Légères)	
fct_pmarmor_merchant	 (Marchand de Composition d'Armures Moyennes)	
fct_pharmor_merchant	 (Marchand de Composition d'Armures Lourdes)	
fct_parmor_merchant	 (Marchand de Composition d'Armures)	
fct_pctool_merchant	 (Marchand de Composition d'Outils de Création)	
fct_pttool_merchant	 (Marchand de Composition d'Outils de Dressage)	
fct_phtool_merchant	 (Marchand de Composition d'Outils de Récolte)	
fct_ptool_merchant	 (Marchand de Composition d'Outils)	
fct_pshield_merchant	 (Marchand de Composition de Boucliers)	
fct_pammo_merchant	 (Marchand de Composition de Munitions)	
fct_prangeweapon_merchant	 (Marchand de Composition d'Armes de Tir)	
fct_pmeleeweapon_merchant	 (Marchand de Composition d'Armes de Mêlée)	
fct_prm_merchant	 (Marchand de Composition de Matières Premières)	
fct_pjewel_merchant	 (Marchand de Composition de Bijoux)	
fct_mf_welcomer	 (Hôte des Guildes de Combattants de Mêlée)	
fct_rf_welcomer	 (Hôte des Guildes de Combattants à Distance)	
fct_mh_welcomer	 (Hôte des Guildes de Guérisseurs)	
fct_mb_welcomer	 (Hôte des Guildes de Buffers)	
fct_ma_welcomer	 (Hôte des Guildes d'Attaquants)	
fct_t_welcomer	 (Hôte des Guildes de Marchands)	
fct_h_welcomer	 (Hôte des Guildes de Rangers)	
fct_f_welcomer	 (Hôte des Guildes d'Artisans)	
fct_welcomer	 (Hôte des Guildes)	
fct_p_caretaker	 (Gardien d'Immeuble d'Homins)	
fct_g_caretaker	 (Gardien d'Immeuble de Guildes)	
fct_caretaker	 (Gardien d'Immeuble)	
fct_mf_chief	 (Chef des Guildes de Combattants de Mêlée)	
fct_rf_chief	 (Chef des Guildes de Combattants à Distance)	
fct_mh_chief	 (Chef des Guildes de Guérisseurs)	
fct_mb_chief	 (Chef des Guildes de Buffers)	
fct_ma_chief	 (Chef des Guildes d'Attaquants)	
fct_t_chief	 (Chef des Guildes de Marchands)	
fct_h_chief	 (Chef des Guildes de Récolteurs)	
fct_f_chief	 (Chef des Guildes d'Artisans)	
fct_mission_officer	 (Officier de Missions)	
fct_mv_guard	 (Garde d'Yrkanis)	
fct_mv_guardchief	 (Chef des Gardes d'Yrkanis)	
fct_ma_guard	 (Garde de Natae)	
fct_ma_guardchief	 (Chef des Gardes de Natae)	
fct_mb_guard	 (Garde de Davae)	
fct_mb_guardchief	 (Chef des Gardes de Davae)	
fct_mc_guard	 (Garde d'Avalae)	
fct_mc_guardchief	 (Chef des Gardes d'Avalae)	
fct_mf_guard	 (Garde des Frontières)	
fct_tax_collector	 (Percepteur des impôts)	
fct_tribe_chief	 (Chef de Tribu)	
fct_barman	 (Barman)	
fct_mayor	 (Maire)	
fct_amayor	 (Assistant du Maire)	
fct_natae_chief	 (Chef du Village de Natae)	
fct_davae_chief	 (Chef du Village de Davae)	
fct_avalae_chief	 (Chef du Village d'Avalae)	
fct_counselor	 (Conseiller du Roi)	
fct_cutthroat	 (Egorgeur Matis)	
fct_bandit_chief	 (Chef des Bandits)	
fct_mv_intendant	 (Intendant d'Yrkanis)	
fct_ma_intendant	 (Intendant de Natae)	
fct_mb_intendant	 (Intendant de Davae)	
fct_mc_intendant	 (Intendant d'Avalae)	
fct_zv_intendant	 (Intendant de Zora)	
fct_za_intendant	 (Intendant de Jen-Laï)	
fct_zb_intendant	 (Intendant de Min-Cho)	
fct_zc_intendant	 (Intendant d'Hoï-Cho)	
fct_fv_intendant	 (Intendant de Pyr)	
fct_fa_intendant	 (Intendant de Thesos)	
fct_fb_intendant	 (Intendant de Dyron)	
fct_tv_intendant	 (Intendant de Fairhaven)	
fct_ta_intendant	 (Intendant de Windermeer)	
fct_tc_intendant	 (Intendant de Crystabell)	
fct_tb_intendant	 (Intendant d'Avendale)	
fct_zv_guard	 (Garde de Zora)	
fct_zv_guardchief	 (Chef des Gardes de Zora)	
fct_za_guard	 (Garde de Jen-Laï)	
fct_za_guardchief	 (Chef des Gardes de Jen-Laï)	
fct_zb_guard	 (Garde de Min-Cho)	
fct_zb_guardchief	 (Chef des Gardes de Min-Cho)	
fct_zc_guard	 (Garde d'Hoï-Cho)	
fct_zc_guardchief	 (Chef des Gardes d'Hoï-Cho)	
fct_fv_guard	 (Garde de Pyr)	
fct_fv_guardchief	 (Chef des Gardes de Pyr)	
fct_fv_rookieguard	 (Garde de Pyr Débutant)	
fct_fa_guardchief	 (Chef des Gardes de Thesos)	
fct_fa_guard	 (Garde de Thesos)	
fct_fb_guardchief	 (Chef des Gardes de Dyron)	
fct_fb_guard	 (Garde de Dyron)	
fct_ff_guard	 (Garde des Frontières)	
fct_tv_guard	 (Garde de Fairhaven)	
fct_tv_guardchief	 (Chef des Gardes de Fairhaven)	
fct_ta_guard	 (Garde de Windermeer)	
fct_ta_guardchief	 (Chef des Gardes de Windermeer)	
fct_tc_guard	 (Garde de Crystabell)	
fct_tc_guardchief	 (Chef des Gardes de Crystabell)	
fct_tb_guard	 (Garde d'Avendale)	
fct_tb_guardchief	 (Chef des Gardes d'Avendale)	
fct_zf_guard	 (Garde des Frontières)	
fct_stablegirl_merchant	 (Palefrenière)	
fct_barmaid	 (Barmaid)	
fct_civil		
fct_sage	 (Sage)	
fct_craftsman	 (Artisan)	
fct_supplier	 (Fournisseur)	
fct_hunter	 (Chasseur)	
fct_hunter_chief	 (Chef des Chasseurs)	
fct_bandit	 (Bandit)	
fct_actor	 (Acteur)	
fct_actress	 (Actrice)	
fct_kami_master	 (Maître Kami)	
fct_karavan_officer	 (Officier de la Karavan)	
fct_newb_welcomer	 (Hôte d'Accueil)	
fct_newb_a	 (Garde de Stalli)	
fct_newb_a_chief	 (Chef des Gardes de Stalli)	
fct_newb_b	 (Garde de Borea)	
fct_newb_b_chief	 (Chef des Gardes de Borea)	
fct_newb_c	 (Garde de Nistia)	
fct_newb_c_chief	 (Chef des Gardes de Nistia)	
fct_newb_d	 (Garde de Rosilio)	
fct_newb_d_chief	 (Chef des Gardes de Rosilio)	
fct_newb_e	 (Garde de Miani)	
fct_newb_e_chief	 (Chef des Gardes de Miani)	
fct_newb_za	 (Garde de Qaï-Lo)	
fct_newb_za_chief	 (Chef des Gardes de Qaï-Lo)	
fct_newb_zc	 (Garde de Nen-Xing)	
fct_newb_zc_chief	 (Chef des Gardes de Nen-Xing)	
fct_newb_zb	 (Garde de Sheng-Wo)	
fct_newb_zb_chief	 (Chef des Gardes de Sheng-Wo)	
fct_newb_ze	 (Garde de Yin-Piang)	
fct_newb_ze_chief	 (Chef des Gardes de Yin-Piang)	
fct_newb_zd	 (Garde de Koï-Zun)	
fct_newb_zd_chief	 (Chef des Gardes de Koï-Zun)	
fct_newb_fa	 (Garde d'Aegus)	
fct_newb_fa_chief	 (Chef des Gardes d'Aegus)	
fct_newb_fc	 (Garde de Sekovix)	
fct_newb_fc_chief	 (Chef des Gardes de Sekovix)	
fct_newb_fb	 (Garde de Kaemon)	
fct_newb_fb_chief	 (Chef des Gardes de Kaemon)	
fct_newb_fe	 (Garde de Galemus)	
fct_newb_fe_chief	 (Chef des Gardes de Galemus)	
fct_newb_fd	 (Garde de Phyxon)	
fct_newb_fd_chief	 (Chef des Gardes de Phyxon)	
fct_newb_ta	 (Garde d'Aubermouth)	
fct_newb_ta_chief	 (Chef des Gardes d'Aubermouth)	
fct_newb_tb	 (Garde de Barkdell)	
fct_newb_tb_chief	 (Chef des Gardes de Barkdell)	
fct_newb_tc	 (Garde d'Hobwelly)	
fct_newb_tc_chief	 (Chef des Gardes d'Hobwelly)	
fct_newb_td	 (Garde de Waverton)	
fct_newb_td_chief	 (Chef des Gardes de Waverton)	
fct_newb_te	 (Garde de Dingleton)	
fct_newb_te_chief	 (Chef des Gardes de Dingleton)	
fct_registar	 (Clerc de Guildes)	
fct_ins_f	 (Instructeur en Combat)	
fct_ins_m	 (Instructeur en Magie)	
fct_ins_r	 (Instructeur en Artisanat)	
fct_ins_h	 (Instructeur en Récolte)	
fct_mf_rolemaster	 (Maître de Rôle des Guildes de Combattants de Mêlée)	
fct_rf_rolemaster	 (Maître de Rôle des Guildes de Combattants à Distance)	
fct_c_rolemaster	 (Maître de Rôle des Guildes de Combattants)	
fct_mh_rolemaster	 (Maître de Rôle des Guildes de Guérisseurs)	
fct_mb_rolemaster	 (Maître de Rôle des Guildes de Buffers)	
fct_ma_rolemaster	 (Maître de Rôle des Guildes d'Attaquants)	
fct_m_rolemaster	 (Maître de Rôle des Guildes de Magie)	
fct_t_rolemaster	 (Maître de Rôle des Guildes de Marchands)	
fct_h_rolemaster	 (Maître de Rôle des Guildes de Récolteurs)	
fct_f_rolemaster	 (Maître de Rôle des Guildes d'Artisans)	
fct_f_trainer	 (Entraîneur de Combattants)	
fct_m_trainer	 (Entraîneur de Magiciens)	
fct_c_trainer	 (Entraîneur d'Artisans)	
fct_h_trainer	 (Entraîneur de Récolteurs)	
fct_f_guild_trainer	 (Entraîneur des Guildes de Combattants)	
fct_m_guild_trainer	 (Entraîneur des Guildes de Magiciens)	
fct_c_guild_trainer	 (Entraîneur des Guildes d'Artisans)	
fct_h_guild_trainer	 (Entraîneur des Guildes de Récolteurs)	
fct_guild_we	 (Hôte d'Accueil)	
fct_guild_rm_craft	 (Maître de Rôle en Artisanat)	
fct_guild_rm_fight	 (Maître de Rôle en Combat)	
fct_guild_rm_magic	 (Maître de Rôle en Magie)	
fct_scout	 (Eclaireur)	
fct_ambassador	 (Ambassadeur)	
fct_corporal	 (Caporal)	
fct_sergent	 (Sergent)	
fct_captain	 (Capitaine)	
fct_city_welcomer	 (Hôte d'Accueil des Villes)	
fct_village_welcomer	 (Hôte d'Accueil des Villages)	
fct_foreman_apprentice	 (Apprenti Contremaître)	
fct_foreman	 (Contremaître)	
fct_foreman_master	 (Contremaître Expert)	
fct_hawker	 (Colporteur)	
fct_journeyman	 (Compagnon Artisan)	
fct_kami_ambassador	 (Ambassadeur Kami)	
fct_kami_welcomer	 (Hôte d'Accueil Kami)	
fct_karavan_ambassador	 (Ambassadeur de la Karavan)	
fct_karavan_agent	 (Agent de la Karavan)	
fct_karavan_welcomer	 (Hôte d'Accueil de la Karavan)	
fct_local_messenger	 (Messager Local)	
fct_frontiers_messenger	 (Messager des Frontières)	
fct_outlands_messenger	 (Messager des Terres Lointaines)	
fct_patrolman	 (Patrouilleur)	
fct_prospector	 (Prospecteur)	
fct_tribe_welcomer	 (Hôte d'Accueil des Tribus)	
fct_local_supplier	 (Fournisseur Local)	
fct_frontiers_supplier	 (Fournisseur des Frontières)	
fct_outlands_supplier	 (Fournisseur des Terres Lointaines)	
fct_outpost_steward	 (Régisseur de l'Avant-Poste)	
fct_outpost_steward_tribe	 (Régisseur Tribal de l'Avant-Poste)	
fct_outpost_officer	 (Officier des Avant-Postes)	
fct_outpost_officer_tribe	 (Officier Tribal des Avant-Postes)	
Refugee	Réfugié	Réfugiée
Homin	Homin	Homine
Novice_Artisan	Artisan Débutant	Artisane Débutante
Novice_Warrior	Guerrier Débutant	Guerrière Débutante
Novice_Harvester	Récolteur Débutant	Récolteur Débutant
Novice_Magician	Magicien Débutant	Magicienne Débutante
Artisan_Apprentice	Apprenti Artisan 	Apprentie Artisane
Warrior_Apprentice	Apprenti Guerrier 	Apprentie Guerrière
Magician_Apprentice	Apprenti Magicien 	Apprentie Magicienne
Fyros_Artisan_Apprentice	Apprenti Artisan Fyros 	Apprentie Artisane Fyros 
Matis_Artisan_Apprentice	Apprenti Artisan Matis 	Apprentie Artisane Matis 
Tryker_Artisan_Apprentice	Apprenti Artisan Tryker 	Apprentie Artisane Tryker 
Zorai_Artisan_Apprentice	Apprenti Artisan Zoraï 	Apprentie Artisane Zoraï 
Melee_Warrior_Apprentice	Apprenti Guerrier de Mêlée 	Apprentie Guerrière de Mêlée 
Sniper_Apprentice	Apprenti Sniper 	Apprentie Sniper 
Fyros_Armorer_Apprentice	Apprenti Armurier Fyros	Apprenti Armurier Fyros
Fyros_Jeweler_Apprentice	Apprenti Bijoutier Fyros	Apprentie Bijoutière Fyros
Fyros_Weapon_Smith_Apprentice	Apprenti Forgeron Fyros	Apprenti Forgeron Fyros
Fyros_Munitioner_Apprentice	Apprenti Forgeron/Munitions Fyros	Apprenti Forgeron/Munitions Fyros
Fyros_Gun_Smith_Apprentice	Apprenti Forgeron/Armes à Feu Fyros	Apprenti Forgeron/Armes à Feu Fyros
Fyros_Shield_Smith_Apprentice	Apprenti Forgeron/Boucliers Fyros	Apprenti Forgeron/Boucliers Fyros
Matis_Armorer_Apprentice	Apprenti Armurier Matis	Apprenti Armurier Matis
Matis_Jeweler_Apprentice	Apprenti Bijoutier Matis	Apprentie Bijoutière Matis
Matis_Weapon_Smith_Apprentice	Apprenti Forgeron/Armes Matis	Apprenti Forgeron/Armes Matis
Matis_Munitioner_Apprentice	Apprenti Forgeron/Munitions Matis	Apprenti Forgeron/Munitions Matis
Matis_Gun_Smith_Apprentice	Apprenti Forgeron/Armes à Feu Matis	Apprenti Forgeron/Armes à Feu Matis
Matis_Shield_Smith_Apprentice	Apprenti Forgeron/Boucliers Matis	Apprenti Forgeron/Boucliers Matis
Tryker_Armorer_Apprentice	Apprenti Armurier Tryker	Apprenti Armurier Tryker
Tryker_Jeweler_Apprentice	Apprenti Bijoutier Tryker	Apprentie Bijoutière Tryker
Tryker_Weapon_Smith_Apprentice	Apprenti Forgeron/Armes Trykers	Apprenti Forgeron/Armes Trykers
Tryker_Munitioner_Apprentice	Apprenti Forgeron/Munitions Trykers	Apprenti Forgeron/Munitions Trykers
Tryker_Gun_Smith_Apprentice	Apprenti Forgeron/Armes à Feu Trykers	Apprenti Forgeron/Armes à Feu Trykers
Tryker_Shield_Smith_Apprentice	Apprenti Forgeron/Boucliers Trykers	Apprenti Forgeron/Boucliers Trykers
Zorai_Armorer_Apprentice	Apprenti Armurier Zoraï	Apprenti Armurier Zoraï
Zorai_Jeweler_Apprentice	Apprenti Bijoutier Zoraï	Apprentie Bijoutière Zoraï
Zorai_Weapon_Smith_Apprentice	Apprenti Forgeron/Armes Zoraïs	Apprenti Forgeron/Armes Zoraïs
Zorai_Munitioner_Apprentice	Apprenti Forgeron/Munitions Zoraïs	Apprenti Forgeron/Munitions Zoraïs
Zorai_Gun_Smith_Apprentice	Apprenti Forgeron/Armes à Feu Zoraïs	Apprenti Forgeron/Armes à Feu Zoraïs
Zorai_Shield_Smith_Apprentice	Apprenti Forgeron/Boucliers Zoraïs	Apprenti Forgeron/Boucliers Zoraïs
Melee_Warrior	Guerrier de Mêlée	Guerrière de Mêlée
Range_Fighter	Combattant à Distance	Combattante à Distance
Light_Armsman	Maître d'Armes Légères	Maître d'Armes Légères
Heavy_Armsman	Maître d'Armes Lourdes	Maître d'Armes Lourdes
Gunman	Maître d'Armes à Feu	Maître d'Armes à Feu
Heavy_Gunman	Maître d'Armes à Feu Lourdes	Maître d'Armes à Feu Lourdes
Advanced_Gunman	Initié en Armes à Feu	Initiée en Armes à Feu
Advanced_Heavy_Gunman	Initié en Armes à Feu Lourdes	Initiée en Armes à Feu Lourdes
Bludgeoner	Matraqueur	Matraqueuse
Skewerer	Embrocheur	Embrocheuse
Slasher	Entailleur	Entailleuse
Smasher	Cogneur	Cogneuse
Impaler	Empaleur	Empaleuse
Cleaver	Fendeur	Fendeuse
Bowman	Archer	Archer
Heavy_Bowman	Archer Lourd Maître	Archer Lourd Maître
Pistoleer	Tireur Maître	Tireuse Maître
Heavy_Artilleryman	Artilleur Lourd	Artilleur Lourd
Crossbowman	Archer Croisé	Archer Croisé
