placeId	name	da	pr	p	pda	ppr
place_outpost_matis_11	place_outpost_matis_11					
place_outpost_matis_12	place_outpost_matis_12					
place_outpost_matis_13	place_outpost_matis_13					
place_outpost_matis_14	place_outpost_matis_14					
place_outpost_matis_24	place_outpost_matis_24					
place_outpost_matis_25	place_outpost_matis_25					
place_outpost_matis_26	place_outpost_matis_26					
place_outpost_matis_27	place_outpost_matis_27					
place_outpost_zorai_08	place_outpost_zorai_08					
place_outpost_zorai_09	place_outpost_zorai_09					
place_outpost_zorai_10	place_outpost_zorai_10					
place_outpost_zorai_11	place_outpost_zorai_11					
place_outpost_zorai_12	place_outpost_zorai_12					
place_outpost_zorai_13	place_outpost_zorai_13					
place_outpost_zorai_14	place_outpost_zorai_14					
place_outpost_zorai_20	place_outpost_zorai_20					
place_outpost_zorai_21	place_outpost_zorai_21					
place_outpost_zorai_22	place_outpost_zorai_22					
place_outpost_zorai_23	place_outpost_zorai_23					
place_outpost_zorai_01	place_outpost_zorai_01					
place_outpost_zorai_02	place_outpost_zorai_02					
place_outpost_zorai_03	place_outpost_zorai_03					
place_outpost_zorai_04	place_outpost_zorai_04					
place_outpost_zorai_05	place_outpost_zorai_05					
place_outpost_zorai_06	place_outpost_zorai_06					
place_outpost_zorai_07	place_outpost_zorai_07					
place_outpost_zorai_24	place_outpost_zorai_24					
place_outpost_zorai_25	place_outpost_zorai_25					
place_outpost_zorai_26	place_outpost_zorai_26					
place_outpost_zorai_27	place_outpost_zorai_27					
place_outpost_zorai_28	place_outpost_zorai_28					
place_outpost_zorai_29	place_outpost_zorai_29					
place_outpost_zorai_30	place_outpost_zorai_30					
place_outpost_zorai_15	place_outpost_zorai_15					
place_outpost_zorai_16	place_outpost_zorai_16					
place_outpost_zorai_17	place_outpost_zorai_17					
place_outpost_zorai_18	place_outpost_zorai_18					
place_outpost_zorai_19	place_outpost_zorai_19					
place_outpost_fyros_14	place_outpost_fyros_14					
place_outpost_fyros_10	place_outpost_fyros_10					
place_outpost_fyros_11	place_outpost_fyros_11					
place_outpost_fyros_12	place_outpost_fyros_12					
place_outpost_fyros_13	place_outpost_fyros_13					
place_outpost_fyros_17	place_outpost_fyros_17					
place_outpost_fyros_18	place_outpost_fyros_18					
place_outpost_fyros_19	place_outpost_fyros_19					
place_outpost_fyros_20	place_outpost_fyros_20					
place_outpost_fyros_21	place_outpost_fyros_21					
place_outpost_fyros_06	place_outpost_fyros_06					
place_outpost_fyros_07	place_outpost_fyros_07					
place_outpost_fyros_08	place_outpost_fyros_08					
place_outpost_fyros_09	place_outpost_fyros_09					
place_outpost_fyros_22	place_outpost_fyros_22					
place_outpost_fyros_23	place_outpost_fyros_23					
place_outpost_fyros_24	place_outpost_fyros_24					
place_outpost_fyros_25	place_outpost_fyros_25					
place_outpost_fyros_26	place_outpost_fyros_26					
place_outpost_fyros_01	place_outpost_fyros_01					
place_outpost_fyros_02	place_outpost_fyros_02					
place_outpost_fyros_03	place_outpost_fyros_03					
place_outpost_fyros_04	place_outpost_fyros_04					
place_outpost_fyros_05	place_outpost_fyros_05					
place_outpost_fyros_15	place_outpost_fyros_15					
place_outpost_fyros_16	place_outpost_fyros_16					
place_outpost_fyros_27	place_outpost_fyros_27					
place_outpost_fyros_28	place_outpost_fyros_28					
place_outpost_tryker_02	place_outpost_tryker_02					
place_outpost_tryker_03	place_outpost_tryker_03					
place_outpost_tryker_04	place_outpost_tryker_04					
place_outpost_tryker_05	place_outpost_tryker_05					
place_outpost_tryker_06	place_outpost_tryker_06					
place_outpost_tryker_07	place_outpost_tryker_07					
place_outpost_tryker_23	place_outpost_tryker_23					
place_outpost_tryker_24	place_outpost_tryker_24					
place_outpost_tryker_25	place_outpost_tryker_25					
place_outpost_tryker_26	place_outpost_tryker_26					
place_outpost_tryker_27	place_outpost_tryker_27					
place_outpost_tryker_08	place_outpost_tryker_08					
place_outpost_tryker_09	place_outpost_tryker_09					
place_outpost_tryker_10	place_outpost_tryker_10					
place_outpost_tryker_11	place_outpost_tryker_11					
place_outpost_tryker_12	place_outpost_tryker_12					
place_outpost_tryker_18	place_outpost_tryker_18					
place_outpost_tryker_19	place_outpost_tryker_19					
place_outpost_tryker_20	place_outpost_tryker_20					
place_outpost_tryker_21	place_outpost_tryker_21					
place_outpost_tryker_22	place_outpost_tryker_22					
place_outpost_tryker_13	place_outpost_tryker_13					
place_outpost_tryker_14	place_outpost_tryker_14					
place_outpost_tryker_15	place_outpost_tryker_15					
place_outpost_tryker_16	place_outpost_tryker_16					
place_outpost_tryker_17	place_outpost_tryker_17					
place_outpost_tryker_28	place_outpost_tryker_28					
place_outpost_tryker_29	place_outpost_tryker_29					
place_outpost_tryker_30	place_outpost_tryker_30					
place_outpost_tryker_31	place_outpost_tryker_31					
place_outpost_tryker_32	place_outpost_tryker_32					
place_outpost_pr_04	place_outpost_pr_04					
place_outpost_pr_05	place_outpost_pr_05					
place_outpost_pr_06	place_outpost_pr_06					
place_outpost_pr_10	place_outpost_pr_10					
place_outpost_pr_11	place_outpost_pr_11					
place_outpost_pr_12	place_outpost_pr_12					
place_outpost_pr_13	place_outpost_pr_13					
place_outpost_nexus_01	place_outpost_nexus_01					
place_outpost_nexus_02	place_outpost_nexus_02					
place_outpost_nexus_03	place_outpost_nexus_03					
place_outpost_nexus_04	place_outpost_nexus_04					
place_outpost_nexus_05	place_outpost_nexus_05					
place_outpost_nexus_06	place_outpost_nexus_06					
place_outpost_nexus_07	place_outpost_nexus_07					
place_outpost_pr_01	place_outpost_pr_01					
place_outpost_pr_02	place_outpost_pr_02					
place_outpost_pr_03	place_outpost_pr_03					
place_outpost_pr_14	place_outpost_pr_14					
place_outpost_pr_15	place_outpost_pr_15					
place_outpost_pr_16	place_outpost_pr_16					
place_outpost_pr_07	place_outpost_pr_07					
place_outpost_pr_08	place_outpost_pr_08					
place_outpost_pr_09	place_outpost_pr_09					
place_outpost_pr_17	place_outpost_pr_17					
place_outpost_pr_18	place_outpost_pr_18					
place_outpost_pr_19	place_outpost_pr_19					
place_outpost_pr_20	place_outpost_pr_20					
place_outpost_pr_21	place_outpost_pr_21					
place_outpost_pr_22	place_outpost_pr_22					
place_outpost_pr_23	place_outpost_pr_23					
place_outpost_pr_24	place_outpost_pr_24					
place_outpost_pr_25	place_outpost_pr_25					
place_outpost_pr_26	place_outpost_pr_26					
place_outpost_pr_27	place_outpost_pr_27					
place_outpost_pr_28	place_outpost_pr_28					
place_outpost_pr_29	place_outpost_pr_29					
place_outpost_pr_30	place_outpost_pr_30					
indoors_rolemaster_craft	Craft trainer's					
indoors_rolemaster_fight	Fight trainer's					
indoors_rolemaster_magic	Magic trainer's					
indoors_rolemaster_harvest	Harvest trainer's					
tryker_nland_terrace	Terrace					
tryker_terrace_1st	Terrace 1st floor					
tryker_terrace_2nd	Terrace 2nd floor					
place_pyr_p_market_1	Marche commun					
place_pyr_p_west_entrance	Entree Ouest					
place_pyr_p_market_2	Marche haute qualite					
place_pyr_p_place_warschool	Place devant warschool					
place_pyr_p_fontaine	Place de la fontaine					
place_pyr_p_sheriff	Place batimentsheriff					
place_pyr_p_place_mairie_1	Place nord mairie					
place_pyr_p_place_mairie_2	Place sud mairie					
place_pyr_p_place_agora	Agora					
place_pyr_p_street_1	rue commercante 1					
place_pyr_p_street_2	rue commercante 2					
place_pyr_p_street_3	rue commercante 3					
place_pyr_p_street_4	rue commercante 4					
place_pyr_p_street_5	rue sortie nord					
place_pyr_p_street_6	rue bas-fond 1					
place_pyr_p_street_7	rue bas-fond 2					
place_pyr_p_street_8	rue 8					
place_pyr_p_street_9	rue 9					
place_pyr_p_street_10	rue 10					
place_pyr_p_street_11	rue 11					
place_pyr_p_street_12	rue 12					
place_pyr_p_street_13	rue 13					
place_pyr_p_street_14	rue 14					
place_pyr_p_street_15	rue 15					
place_pyr_p_street_16	rue 16					
place_pyr_p_street_17	rue 17					
place_pyr_p_street_18	rue 18					
place_pyr_p_street_19	rue 19					
place_pyr_p_street_20	rue 20					
place_pyr_p_street_21	rue 21					
place_pyr_p_street_22	rue 22					
place_pyr_p_street_23	passage commerce vers habitation					
continent_matis_newbie	Matis Island	the				
continent_zorai_newbie	Zorai Island	the				
place_aegus_indoors	Aegus trainers					
place_kaemon_indoors	Kaemon trainers					
place_sekovix_indoors	Sekovix trainers					
place_phyxon_indoors	Phyxon trainers					
place_galemus_indoors	Galemus trainers					
place_stalli_indoors	Stalli trainers					
place_borea_indoors	Borea trainers					
place_nistia_indoors	Nistia trainers					
place_rosilio_indoors	Rosilio trainers					
place_miani_indoors	Miani trainers					
place_qai_lo_indoors	Qai-Lo trainers					
place_sheng_wo_indoors	Sheng-Wo trainers					
place_men_xing_indoors	Men-Xing trainers					
place_koi_zun_indoors	Koi-Zun trainers					
place_yin_piang_indoors	Yin-Piang trainers					
place_aubermouth_indoors	Aubermouth trainers					
place_barkdell_indoors	Barkdell trainers					
place_hobwelly_indoors	Hobwelly trainers					
place_waverton_indoors	Waverton trainers					
place_dingleton_indoors	Dingleton trainers					
place_zora_p_cimetiere	Cemetary					
place_zora_p_marche_commun	Common Market					
place_zora_p_2	Centre Ville					
place_zora_p_3	SouthWest Quarter					
place_zora_p_4	NorthEast Wuarter					
place_zora_p_5	NorthWest Quarter					
continent_indoors	a building					
faihaven_stable	the stables					
place_yrk_p_1	Yrkanis quarter 1					
place_yrk_p_2	Yrkanis quarter 2					
place_yrk_p_3	Yrkanis quarter 3					
place_yrk_p_4	Yrkanis quarter 4					
place_yrk_p_5	Yrkanis quarter 5					
yrkanis_stable	Yrkanis Stables	the				
place_zora_p_1	Zorao District 1					
zora_stable	Zora Stables	the				
place_yrkanis_bar_indoor	Yrkanis Bar Entry					
place_yrkanis_greenhouse_indoor	Yrkanis Intendant's Room Entry					
ma_natae_captain_quarter	Natae Captain's					
ma_natae_foreman_quarter	Natae Overseer's					
ma_natae_messenger_quarter	Natae Messenger's					
ma_natae_sage_quarter	Natae Sage's					
ma_natae_guard_chief_quarter	Natae Guard Chief's					
ma_natae_intendant_quarter	Natae Intendant's					
ma_davae_sergent_quarter	Davae Sergent's					
ma_davae_foreman_quarter	Davae Overseer's					
ma_davae_messenger_quarter	Davae Messenger's					
ma_davae_sage_quarter	Davae Sage's					
ma_davae_guard_chief_quarter	Davae Guard Chief's					
ma_davae_intendant_quarter	Davae Intendant's					
ma_avalae_captain_quarter	Avalae Captain's					
ma_avalae_foreman_quarter	Avalae Overseer's					
ma_avalae_messenger_quarter	Avalae Messenger's					
ma_avalae_sage_quarter	Avalae Sage's					
ma_avalae_guard_chief_quarter	Avalae Guard Chief's					
ma_avalae_intendant_quarter	Avalae Intendant's					
zo_jenlai_captain_quarter	Jen Lai Captain's					
zo_jenlai_foreman_quarter	Jen Lai Overseer's					
zo_jenlai_messenger_quarter	Jen Lai Messenger's					
zo_jenlai_sage_quarter	Jen Lai Sage's					
zo_jenlai_intendant_quarter	Jen Lai Intendant's					
zo_jenlai_guard_chief_quarter	Jen Lai Guard Chief's					
zo_mincho_captain_quarter	Min Cho Captain's					
zo_mincho_foreman_quarter	Min Cho Overseer's					
zo_mincho_messenger_quarter	Min Cho Messenger's					
zo_mincho_sage_quarter	Min Cho Sage's					
zo_mincho_intendant_quarter	Min Cho Intendant's					
zo_mincho_guard_chief_quarter	Min Cho Guard Chief's					
zo_hoicho_captain_quarter	Hoi Cho Captain's					
zo_hoicho_foreman_quarter	Hoi Cho Overseer's					
zo_hoicho_messenger_quarter	Hoi Cho Messenger's					
zo_hoicho_sage_quarter	Hoi Cho Sage's					
zo_hoicho_intendant_quarter	Hoi Cho Intendant's					
zo_hoicho_guard_chief_quarter	Hoi Cho Guard Chief's					
place_fairhaven_p_1	Fairhaven Place 1					
place_fairhaven_p_2	Fairhaven Place 2					
place_fairhaven_p_3	Fairhaven Place 3					
place_fairhaven_p_4	Fairhaven Place 4					
place_fairhaven_p_5	Fairhaven Place 5					
place_fairhaven_p_6	Fairhaven Place 6					
place_fairhaven_p_7	Fairhaven Place 7					
place_fairhaven_p_8	Fairhaven Place 8					
place_fairhaven_s_1	Fairhaven Street 1					
place_fairhaven_s_2	Fairhaven Street 2					
place_fairhaven_s_3	Fairhaven Street 3					
place_fairhaven_s_4	Fairhaven Street 4					
place_fairhaven_s_5	Fairhaven Street 5					
place_fairhaven_s_6	Fairhaven Street 6					
place_fairhaven_s_7	Fairhaven Street 7					
place_fairhaven_s_8	Fairhaven Street 8					
tr_windermeer_captain_quarter	Windermeer's Captain					
tr_windermeer_foreman_quarter	Windermeer's Overseer					
tr_windermeer_messenger_quarter	Windermeer's Messenger					
tr_windermeer_sage_quarter	Windermeer's Sage					
tr_windermeer_guard_chief_quarter	Windermeer's Guard chief					
tr_windermeer_intendant_quarter	Windermeer's Intendant					
tr_avendale_captain_quarter	Avendale's Captain					
tr_avendale_foreman_quarter	Avendale's Overseer					
tr_avendale_messenger_quarter	Avendale's Messenger					
tr_avendale_sage_quarter	Avendale's Sage					
tr_avendale_guard_chief_quarter	Avendale's Guard Chief					
tr_avendale_intendant_quarter	Avendale's Intendant					
tr_crystabell_sergent_quarter	Crystabell's Sergent					
